,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.298,-0.062,0.41,-0.06,-0.424,0.614,-0.067,-0.378,0.694
AAPL,0.298,0.0,-0.892,-0.555,0.86,-0.618,0.574,-0.869,-0.205,0.721
AMD,-0.062,-0.892,0.0,0.75,-0.784,0.574,-0.449,0.934,0.219,-0.594
AMZN,0.41,-0.555,0.75,0.0,-0.629,0.181,-0.154,0.784,-0.31,-0.125
GOOGL,-0.06,0.86,-0.784,-0.629,0.0,-0.336,0.206,-0.753,-0.047,0.349
INTC,-0.424,-0.618,0.574,0.181,-0.336,0.0,-0.557,0.497,0.453,-0.609
MARA,0.614,0.574,-0.449,-0.154,0.206,-0.557,0.0,-0.45,-0.044,0.708
NVDA,-0.067,-0.869,0.934,0.784,-0.753,0.497,-0.45,0.0,0.024,-0.592
PLUG,-0.378,-0.205,0.219,-0.31,-0.047,0.453,-0.044,0.024,0.0,-0.448
TSLA,0.694,0.721,-0.594,-0.125,0.349,-0.609,0.708,-0.592,-0.448,0.0
