,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.354,0.421,0.474,-0.548,-0.255,0.728,-0.684,0.823,-0.294
AAPL,-0.354,0.0,0.219,0.341,0.873,0.545,0.073,0.704,-0.016,0.807
AMD,0.421,0.219,0.0,0.789,0.149,0.518,0.615,-0.108,0.624,0.245
AMZN,0.474,0.341,0.789,0.0,0.274,0.634,0.777,-0.186,0.665,0.417
GOOGL,-0.548,0.873,0.149,0.274,0.0,0.675,0.028,0.729,-0.19,0.841
INTC,-0.255,0.545,0.518,0.634,0.675,0.0,0.331,0.203,0.109,0.685
MARA,0.728,0.073,0.615,0.777,0.028,0.331,0.0,-0.466,0.813,0.245
NVDA,-0.684,0.704,-0.108,-0.186,0.729,0.203,-0.466,0.0,-0.455,0.566
PLUG,0.823,-0.016,0.624,0.665,-0.19,0.109,0.813,-0.455,0.0,0.083
TSLA,-0.294,0.807,0.245,0.417,0.841,0.685,0.245,0.566,0.083,0.0
