,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.839,0.76,0.605,0.496,0.946,0.915,0.725,0.807,0.654
AAPL,0.839,0.0,0.914,0.88,0.781,0.881,0.634,0.941,0.956,0.82
AMD,0.76,0.914,0.0,0.931,0.874,0.819,0.538,0.97,0.94,0.83
AMZN,0.605,0.88,0.931,0.0,0.924,0.709,0.341,0.952,0.915,0.818
GOOGL,0.496,0.781,0.874,0.924,0.0,0.545,0.27,0.891,0.854,0.821
INTC,0.946,0.881,0.819,0.709,0.545,0.0,0.846,0.79,0.833,0.66
MARA,0.915,0.634,0.538,0.341,0.27,0.846,0.0,0.495,0.61,0.449
NVDA,0.725,0.941,0.97,0.952,0.891,0.79,0.495,0.0,0.96,0.897
PLUG,0.807,0.956,0.94,0.915,0.854,0.833,0.61,0.96,0.0,0.845
TSLA,0.654,0.82,0.83,0.818,0.821,0.66,0.449,0.897,0.845,0.0
