,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.409,0.121,-0.336,-0.205,0.47,0.688,-0.38,0.707,-0.252
AAPL,-0.409,0.0,0.697,0.98,0.942,0.361,0.207,0.964,-0.777,0.877
AMD,0.121,0.697,0.0,0.736,0.815,0.681,0.49,0.681,-0.294,0.636
AMZN,-0.336,0.98,0.736,0.0,0.958,0.437,0.303,0.946,-0.717,0.874
GOOGL,-0.205,0.942,0.815,0.958,0.0,0.474,0.378,0.913,-0.691,0.837
INTC,0.47,0.361,0.681,0.437,0.474,0.0,0.713,0.291,0.109,0.266
MARA,0.688,0.207,0.49,0.303,0.378,0.713,0.0,0.208,0.254,0.31
NVDA,-0.38,0.964,0.681,0.946,0.913,0.291,0.208,0.0,-0.778,0.918
PLUG,0.707,-0.777,-0.294,-0.717,-0.691,0.109,0.254,-0.778,0.0,-0.569
TSLA,-0.252,0.877,0.636,0.874,0.837,0.266,0.31,0.918,-0.569,0.0
