,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.172,0.722,0.01,0.466,0.772,0.804,-0.281,0.793,0.85
AAPL,0.172,0.0,0.522,0.391,0.801,0.41,0.094,0.438,0.325,0.071
AMD,0.722,0.522,0.0,0.442,0.643,0.821,0.814,0.156,0.652,0.818
AMZN,0.01,0.391,0.442,0.0,0.544,0.33,0.107,0.806,-0.169,0.159
GOOGL,0.466,0.801,0.643,0.544,0.0,0.582,0.277,0.431,0.429,0.308
INTC,0.772,0.41,0.821,0.33,0.582,0.0,0.785,-0.032,0.547,0.75
MARA,0.804,0.094,0.814,0.107,0.277,0.785,0.0,-0.304,0.711,0.929
NVDA,-0.281,0.438,0.156,0.806,0.431,-0.032,-0.304,0.0,-0.381,-0.267
PLUG,0.793,0.325,0.652,-0.169,0.429,0.547,0.711,-0.381,0.0,0.704
TSLA,0.85,0.071,0.818,0.159,0.308,0.75,0.929,-0.267,0.704,0.0
