,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.827,-0.259,0.245,0.526,0.383,-0.052,0.067,0.14,-0.12
AAPL,-0.827,0.0,0.395,-0.125,-0.349,-0.342,0.098,-0.027,-0.147,0.396
AMD,-0.259,0.395,0.0,0.624,0.513,0.456,0.613,0.808,0.02,0.374
AMZN,0.245,-0.125,0.624,0.0,0.822,0.798,0.74,0.68,-0.255,0.523
GOOGL,0.526,-0.349,0.513,0.822,0.0,0.71,0.593,0.657,0.095,0.332
INTC,0.383,-0.342,0.456,0.798,0.71,0.0,0.475,0.52,-0.448,0.283
MARA,-0.052,0.098,0.613,0.74,0.593,0.475,0.0,0.518,0.029,0.601
NVDA,0.067,-0.027,0.808,0.68,0.657,0.52,0.518,0.0,0.173,0.052
PLUG,0.14,-0.147,0.02,-0.255,0.095,-0.448,0.029,0.173,0.0,-0.303
TSLA,-0.12,0.396,0.374,0.523,0.332,0.283,0.601,0.052,-0.303,0.0
