,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.252,0.357,0.323,-0.001,0.764,0.139,-0.032,0.798,0.443
AAPL,-0.252,0.0,0.556,0.724,0.764,0.223,0.686,0.648,-0.035,0.525
AMD,0.357,0.556,0.0,0.752,0.733,0.729,0.67,0.675,0.329,0.721
AMZN,0.323,0.724,0.752,0.0,0.806,0.68,0.872,0.712,0.526,0.869
GOOGL,-0.001,0.764,0.733,0.806,0.0,0.501,0.873,0.951,0.171,0.704
INTC,0.764,0.223,0.729,0.68,0.501,0.0,0.57,0.459,0.707,0.744
MARA,0.139,0.686,0.67,0.872,0.873,0.57,0.0,0.882,0.377,0.816
NVDA,-0.032,0.648,0.675,0.712,0.951,0.459,0.882,0.0,0.125,0.67
PLUG,0.798,-0.035,0.329,0.526,0.171,0.707,0.377,0.125,0.0,0.526
TSLA,0.443,0.525,0.721,0.869,0.704,0.744,0.816,0.67,0.526,0.0
