,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.855,0.939,0.98,0.963,0.933,0.937,0.907,0.382,0.81
AAPL,0.855,0.0,0.936,0.907,0.916,0.954,0.789,0.964,0.392,0.937
AMD,0.939,0.936,0.0,0.951,0.949,0.987,0.858,0.987,0.386,0.869
AMZN,0.98,0.907,0.951,0.0,0.988,0.961,0.926,0.931,0.335,0.837
GOOGL,0.963,0.916,0.949,0.988,0.0,0.966,0.936,0.935,0.321,0.841
INTC,0.933,0.954,0.987,0.961,0.966,0.0,0.867,0.98,0.345,0.873
MARA,0.937,0.789,0.858,0.926,0.936,0.867,0.0,0.837,0.369,0.746
NVDA,0.907,0.964,0.987,0.931,0.935,0.98,0.837,0.0,0.405,0.91
PLUG,0.382,0.392,0.386,0.335,0.321,0.345,0.369,0.405,0.0,0.483
TSLA,0.81,0.937,0.869,0.837,0.841,0.873,0.746,0.91,0.483,0.0
