,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.808,0.189,-0.77,-0.422,0.785,-0.096,-0.713,-0.851,-0.656
AAPL,-0.808,0.0,0.286,0.957,0.826,-0.403,0.119,0.948,0.811,0.914
AMD,0.189,0.286,0.0,0.36,0.661,0.517,0.095,0.48,-0.122,0.38
AMZN,-0.77,0.957,0.36,0.0,0.862,-0.4,0.003,0.972,0.813,0.954
GOOGL,-0.422,0.826,0.661,0.862,0.0,0.013,0.103,0.873,0.544,0.871
INTC,0.785,-0.403,0.517,-0.4,0.013,0.0,0.086,-0.322,-0.554,-0.295
MARA,-0.096,0.119,0.095,0.003,0.103,0.086,0.0,0.061,-0.03,-0.135
NVDA,-0.713,0.948,0.48,0.972,0.873,-0.322,0.061,0.0,0.719,0.924
PLUG,-0.851,0.811,-0.122,0.813,0.544,-0.554,-0.03,0.719,0.0,0.743
TSLA,-0.656,0.914,0.38,0.954,0.871,-0.295,-0.135,0.924,0.743,0.0
