,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.256,0.313,0.693,0.475,0.148,0.47,0.438,0.623,0.462
AAPL,-0.256,0.0,-0.699,-0.475,0.437,0.545,-0.66,-0.517,-0.667,-0.644
AMD,0.313,-0.699,0.0,0.79,0.044,-0.341,0.868,0.875,0.841,0.882
AMZN,0.693,-0.475,0.79,0.0,0.5,-0.024,0.867,0.891,0.932,0.867
GOOGL,0.475,0.437,0.044,0.5,0.0,0.531,0.206,0.379,0.288,0.218
INTC,0.148,0.545,-0.341,-0.024,0.531,0.0,-0.257,-0.07,-0.248,-0.245
MARA,0.47,-0.66,0.868,0.867,0.206,-0.257,0.0,0.931,0.954,0.981
NVDA,0.438,-0.517,0.875,0.891,0.379,-0.07,0.931,0.0,0.89,0.935
PLUG,0.623,-0.667,0.841,0.932,0.288,-0.248,0.954,0.89,0.0,0.951
TSLA,0.462,-0.644,0.882,0.867,0.218,-0.245,0.981,0.935,0.951,0.0
