,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.666,0.536,0.653,0.813,0.502,0.051,0.025,0.536,0.35
AAPL,0.666,0.0,0.671,0.642,0.91,0.659,0.037,-0.02,0.357,0.053
AMD,0.536,0.671,0.0,0.272,0.608,0.493,-0.449,0.401,-0.046,-0.329
AMZN,0.653,0.642,0.272,0.0,0.656,0.729,0.467,-0.432,0.887,0.618
GOOGL,0.813,0.91,0.608,0.656,0.0,0.696,0.026,-0.132,0.408,0.113
INTC,0.502,0.659,0.493,0.729,0.696,0.0,0.046,-0.46,0.502,0.108
MARA,0.051,0.037,-0.449,0.467,0.026,0.046,0.0,-0.32,0.698,0.82
NVDA,0.025,-0.02,0.401,-0.432,-0.132,-0.46,-0.32,0.0,-0.458,-0.255
PLUG,0.536,0.357,-0.046,0.887,0.408,0.502,0.698,-0.458,0.0,0.845
TSLA,0.35,0.053,-0.329,0.618,0.113,0.108,0.82,-0.255,0.845,0.0
