,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.791,-0.252,0.611,0.592,0.628,0.686,0.369,0.943,0.79
AAPL,0.791,0.0,0.026,0.855,0.875,0.803,0.491,0.65,0.786,0.877
AMD,-0.252,0.026,0.0,0.328,-0.102,-0.012,-0.134,0.339,-0.089,-0.115
AMZN,0.611,0.855,0.328,0.0,0.713,0.682,0.527,0.775,0.625,0.793
GOOGL,0.592,0.875,-0.102,0.713,0.0,0.868,0.259,0.678,0.536,0.767
INTC,0.628,0.803,-0.012,0.682,0.868,0.0,0.318,0.778,0.56,0.59
MARA,0.686,0.491,-0.134,0.527,0.259,0.318,0.0,0.334,0.593,0.596
NVDA,0.369,0.65,0.339,0.775,0.678,0.778,0.334,0.0,0.323,0.489
PLUG,0.943,0.786,-0.089,0.625,0.536,0.56,0.593,0.323,0.0,0.759
TSLA,0.79,0.877,-0.115,0.793,0.767,0.59,0.596,0.489,0.759,0.0
