epoch,loss
1,2.459027291621597
2,1.780643128879034
3,1.3306007035336294
4,0.9994481414304286
5,0.8978312898605902
6,0.8519332971173342
7,0.8259792885498068
8,0.8077606981141692
9,0.7931518326756279
10,0.7806428615951334
11,0.7696790770150498
12,0.759956855151627
13,0.7513195887344941
14,0.7435708565052522
15,0.7364096397988106
16,0.7296961787855867
17,0.7233235441431008
18,0.7172331483064265
19,0.7113599532814974
20,0.705658537122038
21,0.7001319690523161
22,0.694835726567347
23,0.6897601411743239
24,0.6848899466030938
25,0.6802700286550944
