sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082945,0.004608295,0.6566175,0.08576934,0.25761312
1,2025-02-07,0.0046082945,0.0046082954,0.072354876,0.82704115,0.10060392
1,2025-02-10,0.004608295,0.004608295,0.52359486,1.9977826e-12,0.47640514
1,2025-02-11,0.0046082945,0.0046082945,0.044548653,0.73151547,0.22393584
1,2025-02-12,0.004608295,0.0046082954,0.4007817,0.59921825,2.3881737e-08
1,2025-02-13,0.0046082945,0.0046082945,0.48314643,0.5168536,8.839719e-15
1,2025-02-14,0.0046082963,0.004608294,0.6124588,0.17181638,0.21572474
1,2025-02-17,0.004608295,0.0046082954,1.0,1.1332341e-09,1.1332341e-09
1,2025-02-18,0.004608295,0.0046082954,0.8612757,0.108092666,0.030631678
1,2025-02-19,0.0046082945,0.0046082954,0.4915062,0.06430561,0.4441882
1,2025-02-20,0.004608295,0.0046082954,0.20610774,0.79389226,8.8659406e-14
1,2025-02-21,0.0046082954,0.0046082945,1.0,2.8635533e-10,1.575137e-10
1,2025-02-24,0.0046082954,0.0046082945,0.9999993,3.8989288e-07,3.8846258e-07
1,2025-02-25,0.0046082954,0.0046082954,0.14635018,0.0015388539,0.852111
1,2025-02-26,0.0046082945,0.004608295,0.9940709,0.0059290756,1.2806755e-07
1,2025-02-27,0.004608295,0.0046082954,0.49321392,0.445212,0.061574038
1,2025-02-28,0.0046082954,0.004608295,2.5563796e-10,0.8462162,0.15378377
1,2025-03-03,0.004608295,0.0046082954,0.8175964,0.014976393,0.16742727
1,2025-03-04,0.004608295,0.0046082945,0.99852014,0.001037261,0.0004426199
1,2025-03-05,0.004608294,0.0046082945,0.5843701,0.019686475,0.39594346
