epoch,loss
1,0.5675346250660874
2,0.3974437406963456
3,0.35764543356027717
4,0.3376557074573086
5,0.3215206343196195
6,0.30827246119603424
7,0.2975047212338123
8,0.2880322200648413
9,0.27910314866817965
10,0.2701625655616872
11,0.2611608124672906
12,0.2520212660605336
13,0.24279738584917446
14,0.23361932248759462
15,0.22464096750800433
16,0.2159228691265718
17,0.20718230835090617
18,0.19825576210338847
19,0.18941583904500137
20,0.18104200520180344
21,0.1735617339102809
22,0.16689724034814363
23,0.1607646092770028
24,0.15507033925592983
25,0.14978275224852014
26,0.14490583381727284
27,0.14040781213655823
28,0.13623938857997242
29,0.13237909530708286
30,0.12870882735594805
