sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082954,0.004608295,0.6682431,0.33175617,7.5898004e-07
1,2025-02-07,0.004608295,0.004608295,0.0046087634,2.2599235e-07,0.995391
1,2025-02-10,0.004608295,0.004608295,1.7769278e-10,1.0,1.738985e-10
1,2025-02-11,0.004608295,0.0046082954,0.45371342,0.19474971,0.35153687
1,2025-02-12,0.0046082954,0.004608295,0.43333265,0.008790365,0.55787694
1,2025-02-13,0.004608295,0.004608295,0.42049277,0.3183872,0.26112
1,2025-02-14,0.004608295,0.0046082954,0.5759937,0.4220652,0.0019410871
1,2025-02-17,0.004608295,0.0046082945,0.32125428,0.5265713,0.15217443
1,2025-02-18,0.004608295,0.004608295,0.28959155,7.401151e-08,0.7104083
1,2025-02-19,0.0046082954,0.0046082945,0.6207119,0.23688947,0.14239864
1,2025-02-20,0.004608295,0.004608295,0.6186238,0.37495163,0.0064246343
1,2025-02-21,0.004608295,0.004608295,2.5320082e-07,0.9999997,2.3517481e-07
1,2025-02-24,0.004608295,0.0046082945,6.5269755e-11,1.0,6.443011e-11
1,2025-02-25,0.0046082954,0.0046082954,0.23540957,1.4917038e-09,0.76459044
1,2025-02-26,0.0046082954,0.0046082954,0.5978402,0.023789247,0.37837046
1,2025-02-27,0.004608295,0.0046082954,0.30785838,0.384358,0.30778354
1,2025-02-28,0.0046082954,0.004608295,0.9865673,0.0134326555,1.6018815e-15
1,2025-03-03,0.0046082954,0.004608295,7.294288e-21,0.58943176,0.41056824
1,2025-03-04,0.0046082954,0.0046082945,0.5005741,0.49942586,2.5739317e-11
1,2025-03-05,0.004608295,0.004608295,1.0,7.705023e-09,5.27517e-09
