code,dt
A,2024-01-18
AAPL,2024-01-18
ABBV,2024-01-18
ABT,2024-01-18
ACGL,2024-01-18
ACN,2024-01-18
ADBE,2024-01-18
ADI,2024-01-18
ADM,2024-01-18
ADP,2024-01-18
ADSK,2024-01-18
AEE,2024-01-18
AEP,2024-01-18
AES,2024-01-18
AFL,2024-01-18
AIG,2024-01-18
AIZ,2024-01-18
AJG,2024-01-18
AKAM,2024-01-18
ALB,2024-01-18
ALGN,2024-01-18
ALL,2024-01-18
ALLE,2024-01-18
AMAT,2024-01-18
AMCR,2024-01-18
AMD,2024-01-18
AME,2024-01-18
AMGN,2024-01-18
AMP,2024-01-18
AMT,2024-01-18
AMZN,2024-01-18
ANET,2024-01-18
ANSS,2024-01-18
AON,2024-01-18
AOS,2024-01-18
APA,2024-01-18
APD,2024-01-18
APH,2024-01-18
APO,2024-01-18
APTV,2024-01-18
ARE,2024-01-18
ATO,2024-01-18
AVB,2024-01-18
AVGO,2024-01-18
AVY,2024-01-18
AWK,2024-01-18
AXON,2024-01-18
AXP,2024-01-18
AZO,2024-01-18
BA,2024-01-18
BAC,2024-01-18
BALL,2024-01-18
BAX,2024-01-18
BBY,2024-01-18
BDX,2024-01-18
BEN,2024-01-18
BG,2024-01-18
BK,2024-01-18
BKNG,2024-01-18
BKR,2024-01-18
BLDR,2024-01-18
BLK,2024-01-18
BMY,2024-01-18
BR,2024-01-18
BRO,2024-01-18
BSX,2024-01-18
BX,2024-01-18
BXP,2024-01-18
C,2024-01-18
CAG,2024-01-18
CAH,2024-01-18
CAT,2024-01-18
CB,2024-01-18
CBOE,2024-01-18
CBRE,2024-01-18
CCL,2024-01-18
CDNS,2024-01-18
CDW,2024-01-18
CF,2024-01-18
CFG,2024-01-18
CHD,2024-01-18
CHRW,2024-01-18
CHTR,2024-01-18
CI,2024-01-18
CINF,2024-01-18
CL,2024-01-18
CLX,2024-01-18
CMCSA,2024-01-18
CME,2024-01-18
CMG,2024-01-18
CMI,2024-01-18
CMS,2024-01-18
CNC,2024-01-18
CNP,2024-01-18
COF,2024-01-18
COO,2024-01-18
COP,2024-01-18
COR,2024-01-18
COST,2024-01-18
CPAY,2024-01-18
CPB,2024-01-18
CPRT,2024-01-18
CPT,2024-01-18
CRL,2024-01-18
CRM,2024-01-18
CRWD,2024-01-18
CSCO,2024-01-18
CSGP,2024-01-18
CSX,2024-01-18
CTAS,2024-01-18
CTRA,2024-01-18
CTSH,2024-01-18
CTVA,2024-01-18
CVS,2024-01-18
CVX,2024-01-18
CZR,2024-01-18
D,2024-01-18
DAL,2024-01-18
DAY,2024-01-18
DD,2024-01-18
DE,2024-01-18
DECK,2024-01-18
DELL,2024-01-18
DFS,2024-01-18
DG,2024-01-18
DGX,2024-01-18
DHI,2024-01-18
DHR,2024-01-18
DIS,2024-01-18
DLR,2024-01-18
DLTR,2024-01-18
DOC,2024-01-18
DOV,2024-01-18
DOW,2024-01-18
DPZ,2024-01-18
DRI,2024-01-18
DTE,2024-01-18
DUK,2024-01-18
DVA,2024-01-18
DVN,2024-01-18
DXCM,2024-01-18
EA,2024-01-18
EBAY,2024-01-18
ECL,2024-01-18
ED,2024-01-18
EFX,2024-01-18
EG,2024-01-18
EIX,2024-01-18
EL,2024-01-18
ELV,2024-01-18
EMN,2024-01-18
EMR,2024-01-18
ENPH,2024-01-18
EOG,2024-01-18
EPAM,2024-01-18
EQIX,2024-01-18
EQR,2024-01-18
EQT,2024-01-18
ERIE,2024-01-18
ES,2024-01-18
ESS,2024-01-18
ETN,2024-01-18
ETR,2024-01-18
EVRG,2024-01-18
EW,2024-01-18
EXC,2024-01-18
EXPD,2024-01-18
EXPE,2024-01-18
EXR,2024-01-18
F,2024-01-18
FANG,2024-01-18
FAST,2024-01-18
FCX,2024-01-18
FDS,2024-01-18
FDX,2024-01-18
FE,2024-01-18
FFIV,2024-01-18
FI,2024-01-18
FICO,2024-01-18
FIS,2024-01-18
FITB,2024-01-18
FOX,2024-01-18
FOXA,2024-01-18
FRT,2024-01-18
FSLR,2024-01-18
FTNT,2024-01-18
FTV,2024-01-18
GD,2024-01-18
GDDY,2024-01-18
GE,2024-01-18
GEN,2024-01-18
GILD,2024-01-18
GIS,2024-01-18
GL,2024-01-18
GLW,2024-01-18
GM,2024-01-18
GNRC,2024-01-18
GOOG,2024-01-18
GOOGL,2024-01-18
GPC,2024-01-18
GPN,2024-01-18
GRMN,2024-01-18
GS,2024-01-18
GWW,2024-01-18
HAL,2024-01-18
HAS,2024-01-18
HBAN,2024-01-18
HCA,2024-01-18
HD,2024-01-18
HES,2024-01-18
HIG,2024-01-18
HII,2024-01-18
HLT,2024-01-18
HOLX,2024-01-18
HON,2024-01-18
HPE,2024-01-18
HPQ,2024-01-18
HRL,2024-01-18
HSIC,2024-01-18
HST,2024-01-18
HSY,2024-01-18
HUBB,2024-01-18
HUM,2024-01-18
HWM,2024-01-18
IBM,2024-01-18
ICE,2024-01-18
IDXX,2024-01-18
IEX,2024-01-18
IFF,2024-01-18
INCY,2024-01-18
INTC,2024-01-18
INTU,2024-01-18
INVH,2024-01-18
IP,2024-01-18
IPG,2024-01-18
IQV,2024-01-18
IR,2024-01-18
IRM,2024-01-18
ISRG,2024-01-18
IT,2024-01-18
ITW,2024-01-18
IVZ,2024-01-18
J,2024-01-18
JBHT,2024-01-18
JBL,2024-01-18
JCI,2024-01-18
JKHY,2024-01-18
JNJ,2024-01-18
JNPR,2024-01-18
JPM,2024-01-18
K,2024-01-18
KDP,2024-01-18
KEY,2024-01-18
KEYS,2024-01-18
KHC,2024-01-18
KIM,2024-01-18
KKR,2024-01-18
KLAC,2024-01-18
KMB,2024-01-18
KMI,2024-01-18
KMX,2024-01-18
KO,2024-01-18
KR,2024-01-18
L,2024-01-18
LDOS,2024-01-18
LEN,2024-01-18
LH,2024-01-18
LHX,2024-01-18
LII,2024-01-18
LIN,2024-01-18
LKQ,2024-01-18
LLY,2024-01-18
LMT,2024-01-18
LNT,2024-01-18
LOW,2024-01-18
LRCX,2024-01-18
LULU,2024-01-18
LUV,2024-01-18
LVS,2024-01-18
LW,2024-01-18
LYB,2024-01-18
LYV,2024-01-18
MA,2024-01-18
MAA,2024-01-18
MAR,2024-01-18
MAS,2024-01-18
MCD,2024-01-18
MCHP,2024-01-18
MCK,2024-01-18
MCO,2024-01-18
MDLZ,2024-01-18
MDT,2024-01-18
MET,2024-01-18
META,2024-01-18
MGM,2024-01-18
MHK,2024-01-18
MKC,2024-01-18
MKTX,2024-01-18
MLM,2024-01-18
MMC,2024-01-18
MMM,2024-01-18
MNST,2024-01-18
MO,2024-01-18
MOH,2024-01-18
MOS,2024-01-18
MPC,2024-01-18
MPWR,2024-01-18
MRK,2024-01-18
MRNA,2024-01-18
MS,2024-01-18
MSCI,2024-01-18
MSFT,2024-01-18
MSI,2024-01-18
MTB,2024-01-18
MTCH,2024-01-18
MTD,2024-01-18
MU,2024-01-18
NCLH,2024-01-18
NDAQ,2024-01-18
NDSN,2024-01-18
NEE,2024-01-18
NEM,2024-01-18
NFLX,2024-01-18
NI,2024-01-18
NKE,2024-01-18
NOC,2024-01-18
NOW,2024-01-18
NRG,2024-01-18
NSC,2024-01-18
NTAP,2024-01-18
NTRS,2024-01-18
NUE,2024-01-18
NVDA,2024-01-18
NVR,2024-01-18
NWS,2024-01-18
NWSA,2024-01-18
NXPI,2024-01-18
O,2024-01-18
ODFL,2024-01-18
OKE,2024-01-18
OMC,2024-01-18
ON,2024-01-18
ORCL,2024-01-18
ORLY,2024-01-18
OXY,2024-01-18
PANW,2024-01-18
PARA,2024-01-18
PAYC,2024-01-18
PAYX,2024-01-18
PCAR,2024-01-18
PCG,2024-01-18
PEG,2024-01-18
PEP,2024-01-18
PFE,2024-01-18
PFG,2024-01-18
PG,2024-01-18
PGR,2024-01-18
PH,2024-01-18
PHM,2024-01-18
PKG,2024-01-18
PLD,2024-01-18
PM,2024-01-18
PNC,2024-01-18
PNR,2024-01-18
PNW,2024-01-18
PODD,2024-01-18
POOL,2024-01-18
PPG,2024-01-18
PPL,2024-01-18
PRU,2024-01-18
PSA,2024-01-18
PSX,2024-01-18
PTC,2024-01-18
PWR,2024-01-18
PYPL,2024-01-18
QCOM,2024-01-18
RCL,2024-01-18
REG,2024-01-18
REGN,2024-01-18
RF,2024-01-18
RJF,2024-01-18
RL,2024-01-18
RMD,2024-01-18
ROK,2024-01-18
ROL,2024-01-18
ROP,2024-01-18
ROST,2024-01-18
RSG,2024-01-18
RTX,2024-01-18
RVTY,2024-01-18
SBAC,2024-01-18
SBUX,2024-01-18
SCHW,2024-01-18
SHW,2024-01-18
SJM,2024-01-18
SLB,2024-01-18
SMCI,2024-01-18
SNA,2024-01-18
SNPS,2024-01-18
SO,2024-01-18
SPG,2024-01-18
SPGI,2024-01-18
SRE,2024-01-18
STE,2024-01-18
STLD,2024-01-18
STT,2024-01-18
STX,2024-01-18
STZ,2024-01-18
SWK,2024-01-18
SWKS,2024-01-18
SYF,2024-01-18
SYK,2024-01-18
SYY,2024-01-18
T,2024-01-18
TAP,2024-01-18
TDG,2024-01-18
TDY,2024-01-18
TECH,2024-01-18
TEL,2024-01-18
TER,2024-01-18
TFC,2024-01-18
TGT,2024-01-18
TJX,2024-01-18
TKO,2024-01-18
TMO,2024-01-18
TMUS,2024-01-18
TPL,2024-01-18
TPR,2024-01-18
TRGP,2024-01-18
TRMB,2024-01-18
TROW,2024-01-18
TRV,2024-01-18
TSCO,2024-01-18
TSLA,2024-01-18
TSN,2024-01-18
TT,2024-01-18
TTWO,2024-01-18
TXN,2024-01-18
TXT,2024-01-18
TYL,2024-01-18
UAL,2024-01-18
UBER,2024-01-18
UDR,2024-01-18
UHS,2024-01-18
ULTA,2024-01-18
UNH,2024-01-18
UNP,2024-01-18
UPS,2024-01-18
URI,2024-01-18
USB,2024-01-18
V,2024-01-18
VICI,2024-01-18
VLO,2024-01-18
VMC,2024-01-18
VRSK,2024-01-18
VRSN,2024-01-18
VRTX,2024-01-18
VST,2024-01-18
VTR,2024-01-18
VTRS,2024-01-18
VZ,2024-01-18
WAB,2024-01-18
WAT,2024-01-18
WBA,2024-01-18
WBD,2024-01-18
WDAY,2024-01-18
WDC,2024-01-18
WEC,2024-01-18
WELL,2024-01-18
WFC,2024-01-18
WM,2024-01-18
WMB,2024-01-18
WMT,2024-01-18
WRB,2024-01-18
WSM,2024-01-18
WST,2024-01-18
WTW,2024-01-18
WY,2024-01-18
WYNN,2024-01-18
XEL,2024-01-18
XOM,2024-01-18
XYL,2024-01-18
YUM,2024-01-18
ZBH,2024-01-18
ZBRA,2024-01-18
ZTS,2024-01-18
