code,dt
000001SZ,2022-03-17
000002SZ,2022-03-17
000157SZ,2022-03-17
000166SZ,2022-03-17
000333SZ,2022-03-17
000338SZ,2022-03-17
000538SZ,2022-03-17
000568SZ,2022-03-17
000596SZ,2022-03-17
000617SZ,2022-03-17
000625SZ,2022-03-17
000651SZ,2022-03-17
000661SZ,2022-03-17
000708SZ,2022-03-17
000725SZ,2022-03-17
000768SZ,2022-03-17
000776SZ,2022-03-17
000786SZ,2022-03-17
000800SZ,2022-03-17
000807SZ,2022-03-17
000858SZ,2022-03-17
000876SZ,2022-03-17
000895SZ,2022-03-17
000938SZ,2022-03-17
000963SZ,2022-03-17
000999SZ,2022-03-17
001965SZ,2022-03-17
002001SZ,2022-03-17
002007SZ,2022-03-17
002027SZ,2022-03-17
002028SZ,2022-03-17
002050SZ,2022-03-17
002129SZ,2022-03-17
002179SZ,2022-03-17
002230SZ,2022-03-17
002236SZ,2022-03-17
002241SZ,2022-03-17
002271SZ,2022-03-17
002304SZ,2022-03-17
002311SZ,2022-03-17
002371SZ,2022-03-17
002415SZ,2022-03-17
002422SZ,2022-03-17
002459SZ,2022-03-17
002460SZ,2022-03-17
002463SZ,2022-03-17
002466SZ,2022-03-17
002475SZ,2022-03-17
002493SZ,2022-03-17
002555SZ,2022-03-17
002594SZ,2022-03-17
002601SZ,2022-03-17
002648SZ,2022-03-17
002709SZ,2022-03-17
002714SZ,2022-03-17
002916SZ,2022-03-17
002920SZ,2022-03-17
002938SZ,2022-03-17
003816SZ,2022-03-17
300014SZ,2022-03-17
300033SZ,2022-03-17
300059SZ,2022-03-17
300122SZ,2022-03-17
300124SZ,2022-03-17
300274SZ,2022-03-17
300308SZ,2022-03-17
300316SZ,2022-03-17
300347SZ,2022-03-17
300394SZ,2022-03-17
300408SZ,2022-03-17
300413SZ,2022-03-17
300418SZ,2022-03-17
300433SZ,2022-03-17
300450SZ,2022-03-17
300498SZ,2022-03-17
300502SZ,2022-03-17
300628SZ,2022-03-17
300661SZ,2022-03-17
300750SZ,2022-03-17
300759SZ,2022-03-17
300760SZ,2022-03-17
300782SZ,2022-03-17
600000SS,2022-03-17
600010SS,2022-03-17
600011SS,2022-03-17
600015SS,2022-03-17
600016SS,2022-03-17
600018SS,2022-03-17
600019SS,2022-03-17
600023SS,2022-03-17
600025SS,2022-03-17
600026SS,2022-03-17
600028SS,2022-03-17
600029SS,2022-03-17
600031SS,2022-03-17
600036SS,2022-03-17
600048SS,2022-03-17
600050SS,2022-03-17
600061SS,2022-03-17
600085SS,2022-03-17
600089SS,2022-03-17
600104SS,2022-03-17
600111SS,2022-03-17
600115SS,2022-03-17
600161SS,2022-03-17
600183SS,2022-03-17
600188SS,2022-03-17
600196SS,2022-03-17
600219SS,2022-03-17
600233SS,2022-03-17
600276SS,2022-03-17
600309SS,2022-03-17
600332SS,2022-03-17
600346SS,2022-03-17
600362SS,2022-03-17
600377SS,2022-03-17
600406SS,2022-03-17
600415SS,2022-03-17
600426SS,2022-03-17
600436SS,2022-03-17
600438SS,2022-03-17
600489SS,2022-03-17
600519SS,2022-03-17
600570SS,2022-03-17
600585SS,2022-03-17
600588SS,2022-03-17
600600SS,2022-03-17
600660SS,2022-03-17
600674SS,2022-03-17
600741SS,2022-03-17
600760SS,2022-03-17
600795SS,2022-03-17
600809SS,2022-03-17
600875SS,2022-03-17
600886SS,2022-03-17
600887SS,2022-03-17
600926SS,2022-03-17
600989SS,2022-03-17
601006SS,2022-03-17
601009SS,2022-03-17
601012SS,2022-03-17
601021SS,2022-03-17
601058SS,2022-03-17
601066SS,2022-03-17
601088SS,2022-03-17
601100SS,2022-03-17
601117SS,2022-03-17
601138SS,2022-03-17
601166SS,2022-03-17
601169SS,2022-03-17
601186SS,2022-03-17
601225SS,2022-03-17
601229SS,2022-03-17
601238SS,2022-03-17
601288SS,2022-03-17
601318SS,2022-03-17
601319SS,2022-03-17
601328SS,2022-03-17
601336SS,2022-03-17
601360SS,2022-03-17
601390SS,2022-03-17
601398SS,2022-03-17
601600SS,2022-03-17
601601SS,2022-03-17
601607SS,2022-03-17
601618SS,2022-03-17
601628SS,2022-03-17
601633SS,2022-03-17
601658SS,2022-03-17
601668SS,2022-03-17
601669SS,2022-03-17
601688SS,2022-03-17
601689SS,2022-03-17
601698SS,2022-03-17
601699SS,2022-03-17
601766SS,2022-03-17
601788SS,2022-03-17
601799SS,2022-03-17
601800SS,2022-03-17
601808SS,2022-03-17
601816SS,2022-03-17
601818SS,2022-03-17
601838SS,2022-03-17
601857SS,2022-03-17
601865SS,2022-03-17
601872SS,2022-03-17
601877SS,2022-03-17
601878SS,2022-03-17
601881SS,2022-03-17
601888SS,2022-03-17
601899SS,2022-03-17
601901SS,2022-03-17
601919SS,2022-03-17
601939SS,2022-03-17
601985SS,2022-03-17
601988SS,2022-03-17
601998SS,2022-03-17
603019SS,2022-03-17
603195SS,2022-03-17
603259SS,2022-03-17
603260SS,2022-03-17
603288SS,2022-03-17
603369SS,2022-03-17
603501SS,2022-03-17
603659SS,2022-03-17
603799SS,2022-03-17
603806SS,2022-03-17
603833SS,2022-03-17
603986SS,2022-03-17
603993SS,2022-03-17
688008SS,2022-03-17
688009SS,2022-03-17
688012SS,2022-03-17
688036SS,2022-03-17
688111SS,2022-03-17
688169SS,2022-03-17
688396SS,2022-03-17
