code,dt
AAL,2021-09-03
AAPL,2021-09-03
ABUS,2021-09-03
ADBE,2021-09-03
ADI,2021-09-03
ADMA,2021-09-03
AEP,2021-09-03
AGNC,2021-09-03
AKBA,2021-09-03
ALT,2021-09-03
AMAT,2021-09-03
AMD,2021-09-03
AMGN,2021-09-03
AMZN,2021-09-03
APA,2021-09-03
APPS,2021-09-03
ARCC,2021-09-03
ARDX,2021-09-03
ATER,2021-09-03
ATOS,2021-09-03
AUPH,2021-09-03
AVGO,2021-09-03
AZN,2021-09-03
BCRX,2021-09-03
BGC,2021-09-03
BIDU,2021-09-03
BILI,2021-09-03
BKR,2021-09-03
BLDP,2021-09-03
BLNK,2021-09-03
BYND,2021-09-03
CAN,2021-09-03
CELH,2021-09-03
CG,2021-09-03
CGC,2021-09-03
CHRD,2021-09-03
CLNE,2021-09-03
CMCSA,2021-09-03
COMM,2021-09-03
COST,2021-09-03
CPB,2021-09-03
CPRT,2021-09-03
CRON,2021-09-03
CRWD,2021-09-03
CSCO,2021-09-03
CSGP,2021-09-03
CSX,2021-09-03
CTSH,2021-09-03
CZR,2021-09-03
DBX,2021-09-03
DDOG,2021-09-03
DKNG,2021-09-03
DLTR,2021-09-03
DOCU,2021-09-03
DVAX,2021-09-03
DXCM,2021-09-03
EA,2021-09-03
EBAY,2021-09-03
ENPH,2021-09-03
ERIC,2021-09-03
ESPR,2021-09-03
ETSY,2021-09-03
EXC,2021-09-03
EXEL,2021-09-03
EXPE,2021-09-03
FANG,2021-09-03
FAST,2021-09-03
FITB,2021-09-03
FLEX,2021-09-03
FOLD,2021-09-03
FOXA,2021-09-03
FSLR,2021-09-03
FTNT,2021-09-03
FUTU,2021-09-03
GEN,2021-09-03
GERN,2021-09-03
GEVO,2021-09-03
GILD,2021-09-03
GOOG,2021-09-03
GOOGL,2021-09-03
GPRO,2021-09-03
GT,2021-09-03
HBAN,2021-09-03
HIVE,2021-09-03
HON,2021-09-03
HST,2021-09-03
HUT,2021-09-03
IBRX,2021-09-03
INTC,2021-09-03
IOVA,2021-09-03
IQ,2021-09-03
IRWD,2021-09-03
JBLU,2021-09-03
JD,2021-09-03
KDP,2021-09-03
KHC,2021-09-03
LBTYK,2021-09-03
LRCX,2021-09-03
LYFT,2021-09-03
MAR,2021-09-03
MARA,2021-09-03
MAT,2021-09-03
MCHP,2021-09-03
MCRB,2021-09-03
MDLZ,2021-09-03
META,2021-09-03
MGNI,2021-09-03
MLCO,2021-09-03
MNKD,2021-09-03
MNST,2021-09-03
MOMO,2021-09-03
MRNA,2021-09-03
MRVL,2021-09-03
MSFT,2021-09-03
MSTR,2021-09-03
MTCH,2021-09-03
MU,2021-09-03
MVIS,2021-09-03
NDAQ,2021-09-03
NFLX,2021-09-03
NKTR,2021-09-03
NNDM,2021-09-03
NTES,2021-09-03
NTNX,2021-09-03
NVAX,2021-09-03
NVDA,2021-09-03
NWL,2021-09-03
NWSA,2021-09-03
NXPI,2021-09-03
OCGN,2021-09-03
OKTA,2021-09-03
ON,2021-09-03
OPK,2021-09-03
PAA,2021-09-03
PACB,2021-09-03
PAGP,2021-09-03
PANW,2021-09-03
PARA,2021-09-03
PCAR,2021-09-03
PDD,2021-09-03
PENN,2021-09-03
PEP,2021-09-03
PLUG,2021-09-03
PTEN,2021-09-03
PTON,2021-09-03
PYPL,2021-09-03
QCOM,2021-09-03
QUBT,2021-09-03
QVCGA,2021-09-03
RDFN,2021-09-03
REAL,2021-09-03
RIOT,2021-09-03
ROKU,2021-09-03
ROST,2021-09-03
RUN,2021-09-03
SABR,2021-09-03
SAVA,2021-09-03
SBUX,2021-09-03
SFIX,2021-09-03
SGMO,2021-09-03
SIRI,2021-09-03
SLM,2021-09-03
SMCI,2021-09-03
SNDL,2021-09-03
SONO,2021-09-03
STNE,2021-09-03
STX,2021-09-03
TCOM,2021-09-03
TGTX,2021-09-03
TIGR,2021-09-03
TLRY,2021-09-03
TMUS,2021-09-03
TRIP,2021-09-03
TSCO,2021-09-03
TSLA,2021-09-03
TTD,2021-09-03
TXN,2021-09-03
UAL,2021-09-03
UNIT,2021-09-03
VERU,2021-09-03
VKTX,2021-09-03
VLY,2021-09-03
VOD,2021-09-03
VTRS,2021-09-03
VXRT,2021-09-03
WBA,2021-09-03
WBD,2021-09-03
WDAY,2021-09-03
WDC,2021-09-03
WEN,2021-09-03
WW,2021-09-03
WYNN,2021-09-03
XEL,2021-09-03
XP,2021-09-03
XRAY,2021-09-03
XRX,2021-09-03
Z,2021-09-03
ZION,2021-09-03
ZM,2021-09-03
ZS,2021-09-03
