sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.002057613,0.0020576133,0.98785603,0.012143952,4.1439532e-10
1,2024-05-13,0.0020576133,0.002057613,0.99588764,1.3697216e-07,0.004112231
1,2024-05-14,0.002057613,0.002057614,0.9999984,8.453059e-07,8.4524964e-07
1,2024-05-15,0.0020576122,0.0020576124,0.9999967,1.6700022e-06,1.6699456e-06
1,2024-05-16,0.0020576136,0.0020576126,0.67465436,1.1508856e-07,0.32534552
1,2024-05-17,0.0020576136,0.0020576129,0.57360965,0.42408592,0.002304393
1,2024-05-20,0.0020576133,0.0020576136,0.9999991,3.921961e-07,3.9143615e-07
1,2024-05-21,0.0020576133,0.0020576126,0.7371318,0.04106407,0.22180416
1,2024-05-22,0.0020576129,0.002057613,7.6670807e-07,6.07197e-07,0.99999875
1,2024-05-23,0.002057613,0.0020576124,2.560855e-08,2.3717423e-08,1.0
1,2024-05-24,0.002057613,0.002057613,0.48732942,0.27972928,0.23294133
1,2024-05-28,0.002057613,0.0020576129,0.9960008,0.0009776041,0.0030215885
1,2024-05-29,0.002057613,0.002057613,0.9722056,0.027723227,7.113692e-05
1,2024-05-30,0.0020576129,0.0020576133,0.9998252,8.689241e-05,8.790959e-05
1,2024-05-31,0.0020576133,0.002057613,0.87703925,2.15021e-08,0.122960724
1,2024-06-03,0.0020576133,0.002057613,0.99999636,1.8133665e-06,1.8133746e-06
1,2024-06-04,0.0020576133,0.0020576136,0.27824333,0.7170861,0.0046706107
1,2024-06-05,0.0020576126,0.0020576129,0.5538587,0.43990058,0.006240715
1,2024-06-06,0.0020576138,0.0020576126,0.997357,0.0014372483,0.0012057574
1,2024-06-07,0.002057614,0.002057613,0.04681823,0.821706,0.1314758
