sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082945,0.004608295,1.3744203e-07,0.15203622,0.84796363
1,2025-02-07,0.0046082954,0.0046082945,0.20192969,0.35644615,0.44162422
1,2025-02-10,0.004608295,0.004608295,0.33876923,0.66123074,6.976688e-14
1,2025-02-11,0.004608295,0.004608295,0.1902668,0.8097319,1.2441649e-06
1,2025-02-12,0.004608295,0.004608295,0.11185234,0.3982323,0.4899153
1,2025-02-13,0.004608295,0.004608295,0.3727159,0.38033372,0.24695037
1,2025-02-14,0.0046082945,0.0046082945,0.99078345,0.009216491,3.1057246e-10
1,2025-02-17,0.0046082945,0.0046082945,0.18093453,0.31980962,0.49925584
1,2025-02-18,0.0046082954,0.004608295,0.67183393,5.6675026e-06,0.32816043
1,2025-02-19,0.0046082954,0.0046082954,0.7977635,1.16384875e-08,0.20223658
1,2025-02-20,0.0046082945,0.004608295,0.27707258,0.23380205,0.48912537
1,2025-02-21,0.004608295,0.004608295,0.49281,0.50719,5.415735e-14
1,2025-02-24,0.0046082954,0.0046082954,0.25990635,0.17913516,0.5609585
1,2025-02-25,0.004608295,0.004608295,0.14693147,0.24916898,0.60389954
1,2025-02-26,0.004608295,0.0046082945,0.24041358,0.2822361,0.4773503
1,2025-02-27,0.0046082954,0.004608295,0.37336892,0.3560504,0.27058065
1,2025-02-28,0.004608295,0.004608295,0.077511534,0.33775982,0.58472866
1,2025-03-03,0.0046082954,0.004608295,0.19742659,0.37595743,0.42661598
1,2025-03-04,0.004608295,0.0046082954,0.6550809,0.30696264,0.03795643
1,2025-03-05,0.004608295,0.0046082954,0.21772349,0.09587228,0.6864042
