date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24214,11492,8107,1354,8408,448,3900,229
2020-05-08,200,23530,13643,9306,1446,6257,440,2359,283
2020-05-11,200,22918,13308,8868,1544,6592,469,2491,303
2020-05-12,200,21906,11309,7189,1906,8591,671,3664,282
2020-05-13,200,20928,8529,4915,2088,11371,795,5449,249
2020-05-14,200,20372,9436,5308,2212,10464,835,4778,271
2020-05-15,200,19536,9912,5696,2588,9988,946,3972,348
2020-05-18,200,19050,10650,6118,2756,9250,1022,3307,356
2020-05-19,200,19326,11709,6648,2762,8191,981,2915,400
2020-05-20,200,19398,12770,7139,2718,7130,842,2460,517
2020-05-21,200,19348,12630,7215,2798,7270,993,2359,406
2020-05-22,200,19328,10242,6057,2828,9658,1048,3507,366
2020-05-26,200,19104,14255,7861,2850,5645,858,1591,567
2020-05-27,200,18322,12973,7093,3014,6927,1050,1968,457
2020-05-28,200,17626,14391,7356,3350,5509,910,1357,765
2020-05-29,200,17200,13419,6798,3670,6481,1018,1702,817
2020-06-01,200,17750,13611,7301,3544,6289,1037,1474,735
2020-06-02,200,18326,13807,7545,3400,6093,987,1518,713
2020-06-03,200,18890,15099,8329,3272,4801,969,1016,667
2020-06-04,200,19310,14249,8395,3196,5651,1093,1160,505
2020-06-05,200,20032,14758,8791,3150,5142,1051,1125,524
2020-06-08,200,20438,13966,8771,3230,5934,1162,1348,453
2020-06-09,200,20712,14690,9127,3536,5210,1214,1129,554
2020-06-10,200,21118,13928,9079,3860,5972,1347,1380,583
2020-06-11,200,21098,7582,4441,3658,12318,1384,6008,445
2020-06-12,200,21222,7832,4349,3568,12068,1296,6162,488
2020-06-15,200,21448,8073,4091,3520,11827,1194,6533,566
2020-06-16,200,21382,11432,7108,3616,8468,1115,3483,693
2020-06-17,200,21238,10841,6225,3608,9059,1101,4294,703
2020-06-18,200,20920,9870,5247,3576,10030,1109,5113,679
2020-06-19,200,20758,13328,6859,3456,6572,645,3420,1083
2020-06-22,200,20620,8734,4856,3468,11166,1225,5354,509
2020-06-23,200,20296,9840,5025,3672,10060,1237,5023,599
2020-06-24,200,19732,8513,5073,3784,11387,1389,4693,503
2020-06-25,200,19052,9881,6147,3884,10019,1441,3279,501
2020-06-26,200,18622,13092,7069,3996,6808,840,2142,1158
2020-06-29,200,18168,9207,5336,4130,10693,1535,3648,530
2020-06-30,200,17602,8590,4432,4214,11310,1512,4269,595
2020-07-01,200,16880,8419,3890,4272,11481,1499,4450,637
2020-07-02,200,16166,9039,4066,4102,10861,1398,3917,653
2020-07-06,200,14970,9786,4154,4050,10114,1407,3231,618
2020-07-07,200,13154,9330,4127,4832,10570,1928,2350,488
2020-07-08,200,12058,9418,4352,5970,10482,2466,1577,519
2020-07-09,200,11656,9200,4345,7536,10700,3226,1383,542
2020-07-10,200,11796,9689,4594,8132,10211,3409,1204,657
2020-07-13,200,11986,8423,3486,8346,11477,3275,2407,898
2020-07-14,200,11956,8946,3541,8482,10954,3186,2337,1055
2020-07-15,200,12060,10276,3596,8324,9624,2622,2334,1540
2020-07-16,200,12120,9716,3662,8168,10184,2865,2298,1219
2020-07-17,200,12260,10331,3900,7826,9569,2683,2130,1230
2020-07-20,200,12408,10292,3939,7758,9608,2637,2165,1242
