date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-06-24,486,170054,100692,84688,12084,15322,5960,151,39
2020-06-25,486,174824,101758,87192,11546,14195,5716,96,24
2020-06-26,486,176320,102667,88011,11864,12630,5881,68,11
2020-06-29,486,176162,102201,87841,11876,12716,5835,94,40
2020-06-30,486,173426,100589,86487,12834,15777,6236,154,40
2020-07-01,486,168288,98023,83927,13218,17306,6550,127,33
2020-07-02,486,165068,100685,82377,11254,15001,5579,85,22
2020-07-06,486,161828,100971,80742,8734,14050,4331,123,23
2020-07-07,486,149348,98687,74505,7686,14648,3731,64,34
2020-07-08,486,132688,94681,66098,8444,17414,4146,88,25
2020-07-09,486,113808,87689,56572,11458,23563,5622,119,30
2020-07-10,486,110246,88839,54653,12018,22256,5845,122,49
2020-07-13,486,110566,94062,54793,10356,18136,5006,199,60
2020-07-14,486,108886,95807,54273,10732,16213,5219,57,34
2020-07-15,486,116652,94963,57842,9068,18384,4415,174,38
2020-07-16,486,121170,92333,60130,10234,20297,4969,124,45
2020-07-17,486,126376,91764,62690,11344,20944,5549,180,31
2020-07-20,486,127162,94512,62726,11590,17687,5393,396,167
2020-07-21,486,129632,89834,64253,11232,23581,5420,239,109
2020-07-22,486,131422,91973,65360,12544,20719,6091,121,52
2020-07-23,486,129162,92183,64137,15274,21818,7440,233,69
2020-07-24,486,120528,86318,59721,19664,26569,9593,205,94
2020-07-27,486,109890,80539,54617,24530,31199,12063,78,63
2020-07-28,486,100628,77874,49894,32178,33926,15653,114,147
2020-07-29,486,94228,76208,46694,35718,37313,17491,133,192
2020-07-30,486,90926,74651,45146,34604,37816,16982,62,126
2020-07-31,486,89306,76318,44265,33194,36382,16076,99,182
2020-08-03,486,88252,76775,44013,33040,34367,16172,16,81
2020-08-04,486,84342,75963,41578,31704,36716,14953,182,483
2020-08-05,486,78714,76011,38855,28902,35560,13700,146,343
2020-08-06,486,71430,75105,35481,28168,34617,13561,37,125
2020-08-07,486,67240,69981,32600,29934,42157,14137,630,528
2020-08-10,486,67154,69490,33028,31928,42704,15527,353,269
2020-08-11,486,67960,66161,33693,38152,44846,18822,151,116
2020-08-12,486,69050,65751,34217,40806,45015,19753,97,246
2020-08-13,486,69284,65833,34495,41058,44745,20145,61,90
2020-08-14,486,68706,66329,34176,41404,44065,20230,46,140
2020-08-17,486,68918,63890,33240,40928,48244,19150,702,765
2020-08-18,486,67670,65522,32260,40746,46414,18456,979,1270
2020-08-19,486,66956,66168,32380,41112,42990,18872,554,800
2020-08-20,486,67864,67748,32954,39712,42240,18319,418,759
2020-08-21,486,70988,70539,34816,38198,37680,17677,197,567
2020-08-24,486,72696,70797,35897,38176,39717,18278,158,303
2020-08-25,486,73274,72877,36500,37814,36167,18364,41,183
2020-08-26,486,74382,71410,37100,38254,37912,18749,18,114
2020-08-27,486,73666,73115,36297,37346,38258,17539,162,516
2020-08-28,486,73322,74636,36520,37456,35570,18068,19,158
2020-08-31,486,73456,71803,36556,37370,39668,18101,30,202
2020-09-01,486,74694,71417,36600,37878,41207,18105,391,497
2020-09-02,486,76076,73572,37660,36086,39503,17625,235,250
2020-09-03,486,77368,73620,38333,33210,38928,16288,195,157
2020-09-04,486,79168,74892,39373,30058,35108,14866,45,41
2020-09-08,486,88896,82122,44313,22064,27120,10752,21,45
2020-09-09,486,89718,80728,44730,19646,27927,9607,15,36
2020-09-10,486,90344,79636,44784,17670,28144,8614,35,27
2020-09-11,486,92458,83269,45641,15726,25579,7438,164,131
2020-09-14,486,89514,83020,44187,15514,24948,7284,93,108
2020-09-15,486,87108,79346,42733,16454,29521,7856,268,125
2020-09-16,486,86492,79631,42793,17072,30074,8279,124,76
2020-09-17,486,85670,79941,42371,17924,30445,8637,171,116
2020-09-18,486,83366,84929,41036,17662,26720,8442,299,179
2020-09-21,486,89916,86403,44299,13778,24115,6523,294,179
2020-09-22,486,93860,91541,45953,13176,17979,6017,265,164
2020-09-23,486,97394,91712,47821,12800,18419,5882,277,147
2020-09-24,486,104926,88660,51473,11930,22292,5589,398,174
2020-09-25,486,106708,88776,52348,12440,22201,5750,523,217
2020-09-28,486,104280,93069,51294,12768,17604,5891,268,160
2020-09-29,486,102682,90305,50636,13550,17693,6258,195,137
2020-09-30,486,103870,90739,51212,13676,19902,6501,295,98
2020-10-01,486,99398,85826,49297,16416,23706,7936,118,72
2020-10-02,486,95094,81697,47001,20810,28266,10045,168,124
2020-10-05,486,103458,91111,51619,18124,19390,8813,16,38
2020-10-06,486,111678,89871,55671,16014,22095,7910,46,19
2020-10-07,486,119670,96950,59539,13740,15375,6663,40,38
2020-10-08,486,129814,98966,64313,11138,14485,5429,157,28
2020-10-09,486,138926,99800,67782,9274,14457,4127,915,230
2020-10-12,486,149962,105451,74358,7282,9865,3483,253,51
2020-10-13,486,158176,107384,78859,5838,8054,2825,62,20
2020-10-14,486,165522,107355,82554,5092,8078,2396,68,35
2020-10-15,486,170830,106529,84891,4936,9349,2289,355,85
2020-10-16,486,176950,105670,87866,5070,10221,2323,414,101
2020-10-19,486,172262,106260,85670,5686,9617,2688,197,68
2020-10-20,486,167720,105955,83299,5388,9414,2581,327,51
2020-10-21,486,159582,105938,79145,5464,9257,2588,259,62
2020-10-22,486,134950,102127,67038,7364,11578,3482,161,68
2020-10-23,486,110062,95121,54916,12948,16488,6304,20,27
2020-10-26,486,112428,94093,56034,12406,17604,6034,59,39
2020-10-27,486,118360,95523,58901,11288,15905,5428,67,40
2020-10-28,486,146200,104070,72122,6170,9858,2700,430,109
2020-10-29,486,165462,106827,82024,4468,9433,2042,375,83
2020-10-30,486,175536,108773,87339,4210,8119,1973,232,57
2020-11-02,486,174580,108890,86992,4354,7938,2068,183,40
2020-11-03,486,169754,107566,84541,4508,7417,2054,138,38
2020-11-04,486,165864,106354,82525,4422,8802,2088,173,50
2020-11-05,486,160102,106602,79622,4370,8819,2081,182,39
2020-11-06,486,152524,106187,75927,4724,8926,2277,142,31
2020-11-09,486,151668,105308,74988,4226,10591,2006,480,48
2020-11-10,486,146826,103979,72853,4670,10894,2199,266,48
2020-11-11,486,148760,101421,73566,5016,12956,2400,404,44
2020-11-12,486,150216,101926,74532,5120,12683,2447,251,45
2020-11-13,486,151494,100737,75058,5466,13249,2600,306,44
2020-11-16,486,154934,101247,76732,5810,13688,2730,488,93
2020-11-17,486,156748,102638,77836,6088,12240,2813,317,108
2020-11-18,486,157162,101008,78009,6312,14038,2988,373,81
2020-11-19,486,157050,102663,77953,6364,12538,3017,258,86
2020-11-20,486,157016,102859,78053,6824,12160,3276,201,62
2020-11-23,486,157036,102137,77947,6848,12609,3223,288,99
2020-11-24,486,156100,104249,77646,6910,10702,3286,146,71
2020-11-25,486,145302,103782,72414,7098,10153,3405,51,52
2020-11-27,486,128736,99393,64022,8606,13612,4160,85,48
2020-11-30,486,104506,90311,52040,15054,22233,7410,80,30
2020-12-01,486,89242,80313,44411,23756,32553,11550,76,131
2020-12-02,486,87420,76595,43321,28554,35446,13796,141,211
2020-12-03,486,86978,75339,43097,31504,37037,15251,119,230
2020-12-04,486,87852,76456,43578,31234,36770,15279,201,175
2020-12-07,486,92264,76679,45969,34702,35721,17151,77,54
2020-12-08,486,84256,72556,41828,38768,40610,18881,128,252
2020-12-09,486,83054,70981,40932,34950,41995,16919,257,288
2020-12-10,486,77812,73042,38405,31330,39123,15048,209,274
2020-12-11,486,79912,75392,39549,26522,34400,12608,109,198
2020-12-14,486,77196,73229,37320,23626,37377,11058,729,399
2020-12-15,486,67090,72053,32817,25464,38036,12168,382,310
2020-12-16,486,61180,68606,29954,28480,40854,13690,325,247
2020-12-17,486,58102,66049,28741,31392,43546,15382,134,132
2020-12-18,486,59470,63935,27576,35150,48802,16408,1535,698
2020-12-21,486,63290,66023,29971,33870,43999,15661,1007,682
2020-12-22,486,64776,66553,31500,35912,42660,16894,398,446
2020-12-23,486,64684,67005,31302,37124,42938,17491,553,598
2020-12-24,486,65274,70388,32388,38054,41785,18484,90,214
2020-12-28,486,64606,69011,32002,38278,41964,18601,112,222
2020-12-29,486,64404,70701,31898,38432,40204,18453,149,378
2020-12-30,486,63634,67864,31345,39164,42860,18825,214,366
2020-12-31,486,64054,66883,31632,39088,45026,19056,182,219
2021-01-04,486,63472,64599,30808,34344,44577,16714,434,131
2021-01-05,486,60934,65084,29545,31920,44205,15362,459,223
2021-01-06,486,59504,64143,25056,29222,43350,12458,2680,1095
2021-01-07,486,70278,67185,32583,29768,43784,13636,1567,726
2021-01-08,486,77280,70313,37328,31690,41731,15085,682,375
2021-01-11,486,79694,68138,38402,35086,44314,16566,871,502
2021-01-12,486,81954,67505,39647,39602,47022,18689,895,754
2021-01-13,486,82882,67692,40433,42346,45259,20230,549,620
2021-01-14,486,82284,67025,40329,43534,47420,21045,522,461
2021-01-15,486,81594,66526,39844,43514,48038,21028,565,462
2021-01-19,486,80972,67676,39718,43056,45855,20888,410,354
2021-01-20,486,79448,67684,39357,42400,45520,20749,177,242
2021-01-21,486,76780,68780,38036,42202,43016,20493,130,279
2021-01-22,486,76390,67667,37774,41208,43824,19996,153,285
2021-01-25,486,77180,66969,38227,40872,44458,20011,87,149
2021-01-26,486,78116,68471,38537,42042,42426,20211,139,235
2021-01-27,486,84048,73836,41871,39288,37551,19258,22,95
2021-01-28,486,88604,74586,44163,39128,37378,19183,35,86
2021-01-29,486,95314,76711,47286,37586,36660,18248,120,236
2021-02-01,486,101510,75496,50217,38498,37560,18757,223,282
2021-02-02,486,102564,74305,50515,40374,38611,19730,352,203
2021-02-03,486,102448,75805,50509,42336,37807,20509,406,409
2021-02-04,486,100666,75813,49651,42232,38755,20527,488,397
2021-02-05,486,98016,75547,48412,40500,39196,19772,405,302
2021-02-08,486,96678,75527,47662,39062,39409,19090,453,298
2021-02-09,486,97124,77013,47950,37464,37015,18277,333,288
2021-02-10,486,98278,79008,48563,34032,35154,16515,316,261
2021-02-11,486,97244,80308,48195,31064,32064,14973,160,231
2021-02-12,486,96176,82128,47932,28020,29058,13583,45,118
2021-02-16,486,97838,83686,48850,26776,27355,12978,15,117
2021-02-17,486,98238,79840,48536,27134,31413,12786,144,320
2021-02-18,486,97230,78327,47710,28144,34259,13282,422,439
2021-02-19,486,95784,77057,47252,29918,36861,14421,299,327
2021-02-22,486,94822,73750,46664,30972,40629,14990,411,313
2021-02-23,486,93928,75427,46601,32176,38696,15607,130,229
2021-02-24,486,92782,75314,46128,33732,37738,16478,76,154
2021-02-25,486,88648,75863,44161,34094,35871,16668,31,103
2021-02-26,486,87998,77366,43890,32964,34228,16086,45,147
2021-03-01,486,79906,72621,39789,36352,37937,17739,43,125
2021-03-02,486,71500,66696,35130,40708,44481,19606,250,332
2021-03-03,486,68890,64820,33584,42134,46348,20316,302,398
2021-03-04,486,68502,64519,32985,42562,48461,20533,832,498
2021-03-05,486,69014,64527,33638,43098,48153,20876,496,368
2021-03-08,486,67936,63657,33206,41076,49464,19964,432,327
2021-03-09,486,67478,64116,33165,39220,49108,19124,299,259
2021-03-10,486,67906,64473,32980,37448,47007,17897,491,411
2021-03-11,486,68846,66008,33257,35252,45786,16775,631,417
2021-03-12,486,69946,70446,34059,32996,39875,15439,414,469
2021-03-15,486,72286,71694,35465,30228,39153,14602,362,231
2021-03-16,486,73188,72978,36282,30484,37921,14975,117,114
2021-03-17,486,74048,73508,36286,31118,35554,14707,270,292
2021-03-18,486,74732,71634,36100,31568,35280,14535,388,303
2021-03-19,486,77230,71489,37066,32020,38828,15399,783,258
2021-03-22,486,79144,73410,38885,32574,36081,15571,214,249
2021-03-23,486,82298,69922,40346,33830,41067,16487,409,189
2021-03-24,486,85682,71060,42173,34364,41291,16930,334,129
2021-03-25,486,88490,72268,43962,33856,38369,16747,93,57
2021-03-26,486,86998,77011,43384,34462,33119,16961,29,62
2021-03-29,486,88474,75520,44041,33478,36408,16601,87,38
2021-03-30,486,90430,74978,44914,32438,37411,16073,79,53
2021-03-31,486,90204,78853,45037,30722,32950,15274,10,21
2021-04-01,486,83254,71391,41227,33410,40846,16518,149,78
2021-04-05,486,79574,70109,39200,33604,43096,16522,297,148
2021-04-06,486,80686,72638,39969,30668,40683,15075,234,137
2021-04-07,486,81810,75694,40482,29004,37075,14123,227,224
2021-04-08,486,81474,74502,40424,28124,36857,13673,170,187
2021-04-09,486,80448,76223,40129,26878,34794,13248,15,53
2021-04-12,486,79232,77389,39522,24850,33141,12223,18,51
2021-04-13,486,75590,79271,37043,23926,30786,11223,339,285
2021-04-14,486,72458,77236,36100,24974,32581,12195,37,73
2021-04-15,486,71542,76904,35356,24448,32804,11830,181,171
2021-04-16,486,74766,81162,37332,22500,28040,11065,12,15
2021-04-19,486,75718,81556,36184,23488,28316,10375,864,782
2021-04-20,486,74120,76519,37034,25320,32237,12578,3,8
2021-04-21,486,70628,70912,34727,29156,38450,14242,153,69
2021-04-22,486,65926,66426,31492,34084,45398,16068,694,524
2021-04-23,486,60176,62874,29297,42296,48802,20161,322,466
2021-04-26,486,57832,61698,27316,41940,51775,19475,1184,1036
2021-04-27,486,55878,61688,27281,40138,49034,19386,324,329
2021-04-28,486,55648,60983,27349,41114,50499,20115,295,245
2021-04-29,486,55956,59585,27588,43420,50107,21243,212,204
2021-04-30,486,56496,60609,27998,42788,49345,21120,104,145
2021-05-03,486,55322,59270,25515,43054,50451,19751,1121,793
2021-05-04,486,55346,61112,27217,42546,48116,20700,96,181
2021-05-05,486,56868,62641,27567,44192,49080,20830,412,697
2021-05-06,486,57382,63498,27847,44966,48937,21155,434,775
2021-05-07,486,57800,62865,28188,45718,49913,21966,385,499
2021-05-10,486,59212,62113,29198,46560,50063,22790,214,226
2021-05-11,486,62198,62432,29799,45634,49463,21682,735,610
2021-05-12,486,70148,65047,33586,37738,45580,17825,734,549
2021-05-13,486,77458,69084,38124,33076,41303,15996,245,211
2021-05-14,486,76816,70532,37315,33918,40130,15986,476,398
2021-05-17,486,75452,70227,37179,33458,39277,15970,200,249
2021-05-18,486,75610,70280,36279,31476,40388,14415,827,679
2021-05-19,486,81044,73598,39777,28410,36895,13407,288,320
2021-05-20,486,82550,73511,40459,28558,36904,13482,277,374
2021-05-21,486,83900,71922,37525,29122,38019,12081,2671,1493
2021-05-24,486,82776,72494,38627,30132,38229,13120,1365,1118
2021-05-25,486,83294,75169,39522,31486,35415,14137,1133,775
2021-05-26,486,84620,73008,41520,33662,36312,15857,213,335
2021-05-27,486,84880,69785,41236,36302,43025,17364,617,440
2021-05-28,486,87176,73547,43476,38282,37017,18851,13,71
2021-06-01,486,86850,71167,43186,38664,41377,19000,87,153
2021-06-02,486,87304,72019,43570,39118,38637,19300,10,56
2021-06-03,486,86780,69492,43010,38724,42333,19058,104,102
2021-06-04,486,86070,75804,42984,36094,33204,17604,4,82
2021-06-07,486,81756,71017,40738,35966,39631,17771,26,62
2021-06-08,486,72682,69523,36110,38320,40887,18792,51,92
2021-06-09,486,70282,69915,34481,36194,41441,17576,285,258
2021-06-10,486,66204,68490,32766,34780,40612,16840,67,171
2021-06-11,486,61858,68322,29866,36190,40154,16756,411,666
2021-06-14,486,61954,67627,30484,36084,41061,17180,158,275
2021-06-15,486,63230,67794,31174,36720,40561,17523,124,272
2021-06-16,486,64888,67384,31650,36124,41838,17085,345,371
2021-06-17,486,65222,64089,31186,39706,45208,18687,562,509
2021-06-18,486,79580,72715,38797,35772,40381,16870,566,603
2021-06-21,486,87264,71597,42604,37544,40611,17706,509,515
2021-06-22,486,88894,70452,43595,39960,42027,19168,439,348
2021-06-23,486,89702,71539,43989,41100,40966,19508,400,492
2021-06-24,486,90208,70269,44782,41308,41676,20111,90,161
2021-06-25,486,89806,69931,44021,40274,42680,19359,358,449
2021-06-28,486,88918,69223,43568,40128,43183,19409,385,302
2021-06-29,486,86978,69818,42824,40150,42552,19480,218,242
2021-06-30,486,85930,70097,41654,39608,42353,18651,650,577
2021-07-01,486,86506,72526,42721,38162,40362,18133,140,456
2021-07-02,486,87020,74228,42736,35874,37202,16691,223,666
2021-07-06,486,85854,74663,42823,33672,34842,16501,10,56
2021-07-07,486,83964,74235,39973,31610,34833,13752,828,887
2021-07-08,486,82488,73657,40904,29852,33747,14583,39,57
2021-07-09,486,83632,77587,40471,29038,30743,13046,546,532
2021-07-12,486,84408,76003,41382,28320,33394,13480,295,193
2021-07-13,486,84580,75530,41897,27996,33102,13543,86,101
2021-07-14,486,84606,73460,41747,29228,37368,14042,204,184
2021-07-15,486,85766,74214,42779,31116,36496,15355,16,39
2021-07-16,486,85006,74953,42405,32098,33923,15799,17,50
2021-07-19,486,82696,76236,40817,27776,33901,13260,194,200
2021-07-20,486,79724,76452,39159,29058,32660,13730,198,225
2021-07-21,486,77414,72071,37590,28794,39870,13985,547,214
2021-07-22,486,75140,72757,36623,28686,37482,13690,356,278
2021-07-23,486,74278,73800,36070,27466,37642,13057,517,362
2021-07-26,486,74890,75443,36272,25870,35983,12184,574,393
2021-07-27,486,73722,75380,35595,24448,35331,11462,647,384
2021-07-28,486,73540,75817,35417,23246,36003,10818,824,449
2021-07-29,486,74956,76990,36545,22874,35136,10728,507,384
2021-07-30,486,75534,79564,37421,23202,29753,11137,121,141
2021-08-02,486,75884,78956,37701,24344,29637,11766,48,95
2021-08-03,486,74684,77092,36427,24396,32527,11471,334,364
2021-08-04,486,74710,76385,36448,24684,34352,11553,388,378
2021-08-05,486,74714,78213,36808,26214,31353,12270,187,336
2021-08-06,486,74490,74871,36749,27796,36499,13405,172,264
2021-08-09,486,73560,74695,36446,29674,36281,14234,142,260
2021-08-10,486,73196,72625,36308,31798,38990,15451,114,160
2021-08-11,486,73060,69774,36208,33640,41320,16440,83,129
2021-08-12,486,72620,70893,36074,34330,39475,16610,60,177
2021-08-13,486,72252,71494,35771,34410,38853,16382,116,298
2021-08-16,486,61610,65050,30006,40118,46216,19079,348,529
2021-08-17,486,56516,62663,27196,44616,49534,20998,621,875
2021-08-18,486,58358,61875,27590,44108,46603,20325,624,750
2021-08-19,486,62344,64978,30290,40276,43605,18924,333,474
2021-08-20,486,64670,66319,31721,38902,40227,18377,134,308
2021-08-23,486,65062,65960,31831,38420,43450,18388,245,334
2021-08-24,486,65040,66403,31557,37516,42847,17758,349,380
2021-08-25,486,64714,65571,30985,37420,44115,17484,573,571
2021-08-26,486,63884,69146,31656,37822,34075,17603,40,185
2021-08-27,486,63346,65639,30211,37934,42032,17237,569,735
2021-08-30,486,63366,68949,31586,38908,34962,18739,4,70
2021-08-31,486,64162,64282,31083,39692,43960,18647,434,399
2021-09-01,486,64554,65175,31367,39864,44120,18646,404,539
2021-09-02,486,66296,67546,32792,39608,42085,18876,85,326
2021-09-03,486,66306,68985,32867,39928,38935,19032,53,166
2021-09-07,486,66498,68224,33061,38794,40180,18895,56,109
2021-09-08,486,67582,65431,32810,37550,45204,17971,392,409
2021-09-09,486,67640,67680,33525,36200,39118,17499,61,141
2021-09-10,486,69696,69217,34411,34366,40087,16559,134,237
2021-09-13,486,70942,71364,35064,33350,38691,16242,188,157
2021-09-14,486,73474,71673,36192,32172,37215,15318,179,241
2021-09-15,486,76856,77644,38156,31016,31792,14737,91,224
2021-09-16,486,78004,74674,38809,30988,34620,14998,47,101
2021-09-17,486,79094,73940,37954,32062,40248,14766,1185,963
2021-09-20,486,93100,82200,45684,24150,30771,11405,541,358
2021-09-21,486,100470,83272,48992,23340,29127,10817,737,434
2021-09-22,486,101610,83599,50476,24192,28556,11702,92,111
2021-09-23,486,99486,82162,49162,23926,30038,11358,232,230
2021-09-24,486,99044,79922,49136,23448,30871,11118,80,240
2021-09-27,486,96758,78357,48049,23680,32874,11425,114,125
2021-09-28,486,91222,77945,45243,26542,32904,12792,122,147
2021-09-29,486,87680,76544,43448,28718,32885,13704,46,221
2021-09-30,486,84794,77033,42155,29140,33191,14077,66,157
2021-10-01,486,79284,74546,39374,31384,35476,15258,85,132
2021-10-04,486,75062,69122,36941,35296,41169,17038,216,231
2021-10-05,486,73902,67970,36405,36130,42143,17449,223,206
2021-10-06,486,73312,66737,35673,34552,44244,16581,386,349
2021-10-07,486,74188,71610,36485,30590,38372,14852,246,158
2021-10-08,486,75816,72895,36732,27936,36386,13069,523,441
2021-10-11,486,76240,73538,36914,26490,35276,12275,540,468
2021-10-12,486,76618,74797,37455,25510,31618,11718,235,333
2021-10-13,486,77642,74391,38254,25214,32398,11959,133,184
2021-10-14,486,84508,79507,40585,23650,27772,10139,510,691
2021-10-15,486,94904,84955,46178,21156,25039,9392,368,393
2021-10-18,486,91670,79429,44649,25812,30342,12072,490,330
2021-10-19,486,93450,79373,46402,31096,31677,15134,100,118
2021-10-20,486,98736,78560,48971,34246,34578,16613,157,195
2021-10-21,486,104362,79333,51939,35506,33671,17307,83,165
2021-10-22,486,108578,80393,54123,36704,33057,18060,76,108
2021-10-25,486,111768,79776,55679,38632,33817,18924,86,198
2021-10-26,486,111234,78722,55263,38242,34477,18633,128,242
2021-10-27,486,107188,79673,53319,35906,33304,17561,71,168
2021-10-28,486,101362,78543,49717,34216,34254,16016,404,703
2021-10-29,486,95448,76995,46955,33298,35179,15644,278,545
2021-11-01,486,89844,74129,44163,33692,37271,16193,314,334
2021-11-02,486,84674,76171,42135,33336,34645,16401,62,89
2021-11-03,486,76726,73757,38246,35784,37520,17679,42,85
2021-11-04,486,74068,73404,36867,34732,36159,16932,29,96
2021-11-05,486,71758,72485,35647,32476,37094,15552,36,127
2021-11-08,486,68838,70789,33381,32710,39190,14825,393,598
2021-11-09,486,65472,66215,30960,35326,44443,15976,853,951
2021-11-10,486,62518,64300,29964,39436,47293,18500,724,664
2021-11-11,486,63496,67803,30927,38152,43254,17982,427,593
2021-11-12,486,63356,66827,30413,37132,45059,17325,718,741
2021-11-15,486,63306,67059,30607,36664,45332,17283,634,663
2021-11-16,486,62466,65834,29914,35976,46553,16903,927,727
2021-11-17,486,61154,66751,29547,34884,42247,16225,458,582
2021-11-18,486,60490,66663,29057,32590,42503,15038,553,665
2021-11-19,486,59606,68049,26860,31010,33714,12904,900,707
2021-11-22,486,58778,66803,26714,31862,40810,13945,1279,915
2021-11-23,486,58026,68202,27288,34060,41852,15263,985,937
2021-11-24,486,58860,68246,27892,34738,41099,15446,753,1038
2021-11-26,486,71338,73648,34642,26466,37227,12182,535,596
2021-11-29,486,77664,75559,38294,24698,34871,11799,203,236
2021-11-30,486,92442,84901,45542,18616,29272,8885,418,280
2021-12-01,486,105616,91485,52439,14960,20844,7197,168,97
2021-12-02,486,116248,96416,57492,13364,16260,6066,299,223
2021-12-03,486,116398,92542,57608,13410,20646,6261,232,200
2021-12-06,486,110458,90415,54076,12924,22167,5789,714,351
2021-12-07,486,107948,91261,53167,11272,21424,5251,483,197
2021-12-08,486,110132,95816,54296,9950,17570,4507,466,257
2021-12-09,486,111684,98579,55544,9756,14403,4618,102,76
2021-12-10,486,115246,97316,57436,9712,14904,4646,35,65
2021-12-13,486,117620,98179,58253,9936,13007,4452,130,86
2021-12-14,486,115536,99640,57424,10528,11793,4751,45,97
2021-12-15,486,113122,96331,56444,11216,14274,5383,4,36
2021-12-16,486,115538,97049,56948,11112,15180,5091,304,141
2021-12-17,486,115184,98728,57252,11312,15001,5235,152,155
2021-12-20,486,117328,96253,58231,10478,15682,4985,174,80
2021-12-21,486,119198,97192,59260,10592,14915,5087,130,62
2021-12-22,486,121622,97639,60635,10386,14274,5022,51,41
2021-12-23,486,125984,100961,62856,9920,12172,4848,23,22
2021-12-27,486,129556,101999,64558,7908,11322,3846,44,30
2021-12-28,486,137414,102259,67159,6364,12148,2943,767,110
2021-12-29,486,137336,104873,67405,6066,9748,2770,735,137
2021-12-30,486,127552,98715,61570,7778,16062,3493,1508,251
2021-12-31,486,111818,92203,54523,13508,22147,6286,856,254
2022-01-03,486,101284,81654,48531,21736,32778,9841,1401,726
2022-01-04,486,91644,78616,45374,26126,32540,12687,187,146
2022-01-05,486,87256,75743,43026,27120,35331,13107,279,183
2022-01-06,486,86070,77500,42491,29266,33836,14150,214,219
2022-01-07,486,86486,76451,42767,31956,35565,15649,261,137
2022-01-10,486,90112,75558,44877,33888,36381,16805,70,46
2022-01-11,486,93364,74135,46309,34286,38071,16731,140,98
2022-01-12,486,94450,74922,46895,34300,37517,16578,158,295
2022-01-13,486,95702,75125,47521,34280,37716,16731,159,149
2022-01-14,486,97582,75056,48508,34194,38045,16665,125,156
2022-01-18,486,102654,75992,51147,31602,36734,15533,80,122
2022-01-19,486,105024,76208,52359,32330,36953,16037,74,64
2022-01-20,486,111208,80472,55560,28312,31968,14049,10,29
2022-01-21,486,119926,88476,59919,22646,25021,11226,16,25
2022-01-24,486,131606,94853,65770,16580,18791,8190,14,18
2022-01-25,486,138752,93734,69310,13568,19716,6732,17,18
2022-01-26,486,139026,94729,69393,12418,18597,6173,37,9
2022-01-27,486,136254,93174,67989,11842,19253,5868,20,13
2022-01-28,486,130456,94807,64898,12858,17615,6245,77,38
2022-01-31,486,123374,90706,61584,16938,21033,8307,29,27
2022-02-01,486,118880,80917,59156,21278,32851,10543,83,40
2022-02-02,486,114670,81089,57065,24414,32400,12091,90,52
2022-02-03,486,111402,84988,55372,24420,25858,11877,37,93
2022-02-04,486,109938,83126,54755,22714,26956,11140,34,67
2022-02-07,486,110742,89879,55303,20356,20585,9973,13,53
2022-02-08,486,114756,96312,55200,16942,12857,4969,682,1056
2022-02-09,486,123728,99166,61470,12624,12855,5967,50,73
