date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,486,163488,65216,52883,4352,52639,1801,28618,375
2020-05-08,486,151194,80034,58208,5814,37821,1741,17146,1166
2020-05-11,486,141660,73403,52603,7742,44452,2655,17984,1216
2020-05-12,486,128748,60534,40895,11486,57321,4348,23236,1395
2020-05-13,486,122516,54039,31424,13338,63816,4644,29591,2025
2020-05-14,486,121450,47763,30273,14574,70092,6220,30209,1067
2020-05-15,486,115732,47514,26394,18542,70341,5865,31229,3406
2020-05-18,486,113956,80835,39871,19580,37020,2820,16864,6970
2020-05-19,486,114306,74173,39863,19414,43682,4314,17047,5393
2020-05-20,486,114212,85149,44196,19134,32706,3486,12667,6081
2020-05-21,486,113388,76006,41282,19236,41849,4926,15169,4692
2020-05-22,486,112240,66583,36126,19332,51272,5558,19751,4108
2020-05-26,486,113352,98338,50733,18586,19517,2752,5700,6541
2020-05-27,486,112886,93947,50156,19226,23908,4299,6044,5314
2020-05-28,486,115110,106855,54948,17726,11000,2564,2364,6299
2020-05-29,486,118890,109870,56504,15418,7985,1286,2698,6423
2020-06-01,486,125886,110132,61245,12518,7723,1676,1455,4583
2020-06-02,486,133534,110940,65080,10932,6915,1557,1444,3909
2020-06-03,486,142654,110744,69935,9442,7111,1777,1149,2944
2020-06-04,486,149748,104676,71052,9278,13179,2521,3579,2118
2020-06-05,486,158574,106518,76546,9168,11337,2284,2498,2300
2020-06-08,486,165226,108457,81262,9866,9398,2811,1108,2122
2020-06-09,486,169786,108133,82300,10714,9722,2184,2350,3173
2020-06-10,486,173042,108864,82360,11280,8991,1625,3918,4015
2020-06-11,486,174328,41753,31450,10506,76102,3866,55471,1387
2020-06-12,486,175282,34480,26854,9786,83375,3919,60544,974
2020-06-15,486,177540,59355,47343,8958,58500,3170,41184,1309
2020-06-16,486,178708,77051,61186,9290,40804,2059,27925,2586
2020-06-17,486,179658,61812,48732,9358,56043,2499,40854,2180
2020-06-18,486,180238,43676,33783,9756,74179,2916,56093,1962
2020-06-19,486,181010,51722,36305,9780,66133,2054,53957,2836
2020-06-22,486,180842,33499,23787,10092,84356,3129,66391,1917
2020-06-23,486,179608,42990,30670,9786,74865,2738,58891,2155
2020-06-24,486,179720,58120,48089,8864,59735,3341,41528,1091
2020-06-25,486,177142,41933,34109,8582,75922,3395,54219,896
2020-06-26,486,173520,67132,50876,9004,50723,2054,35641,2448
2020-06-29,486,169528,28471,20255,9780,89384,4095,64266,795
2020-06-30,486,164480,29851,16521,10384,88004,3347,65476,1845
2020-07-01,486,157334,35557,18665,10754,82298,2904,59759,2473
2020-07-02,486,151584,47233,24095,9778,70622,2166,51454,2723
2020-07-06,486,142170,62168,31840,9134,55687,1664,39002,2903
2020-07-07,486,125970,43483,20234,11792,74372,3502,42508,2394
2020-07-08,486,112152,46378,21002,16982,71477,5813,34831,2678
2020-07-09,486,102780,49650,28583,24696,68205,10436,22564,1912
2020-07-10,486,101448,52462,23593,27764,65393,9519,26888,4363
2020-07-13,486,100940,64139,24738,28062,53716,6706,25489,7325
2020-07-14,486,99038,65291,27395,29274,52564,8165,21881,6472
2020-07-15,486,103742,96220,42853,26232,21635,3580,8775,9536
2020-07-16,486,106470,85533,42873,25420,32322,6317,10119,6393
2020-07-17,486,109578,91993,46064,24070,25862,5351,8482,6684
2020-07-20,486,110456,85676,44696,23634,32179,6061,10289,5756
2020-07-21,486,113536,99986,51083,21562,17869,3181,5442,7600
2020-07-22,486,116568,98444,52896,20316,19411,4169,5145,5989
2020-07-23,486,118068,93323,52618,19844,24532,5003,6173,4919
2020-07-24,486,115346,80104,47612,21268,37751,7014,9818,3620
2020-07-27,486,111994,77969,45690,23680,39886,8127,10064,3713
2020-07-28,486,109228,74916,42194,26344,42939,8216,12177,4956
2020-07-29,486,107734,80643,41959,26008,37212,6315,11665,6689
2020-07-30,486,105772,67181,34939,25180,50674,7604,17704,4986
2020-07-31,486,104398,70349,33925,24774,47506,6592,18031,5795
2020-08-03,486,103256,71250,36279,24896,46605,7424,15106,5024
2020-08-04,486,102680,72178,35636,23576,45677,6337,15461,5451
2020-08-05,486,103800,83345,40502,21372,34510,4716,11155,5970
2020-08-06,486,104192,77506,38959,20932,40349,5401,12894,5065
2020-08-07,486,105578,78507,41162,21670,39348,5602,11384,5233
2020-08-10,486,108556,83381,44920,20900,34474,5103,9115,5347
2020-08-11,486,110566,83347,45394,20736,34508,5728,9646,4640
2020-08-12,486,109960,86790,48022,22438,31065,6801,6715,4418
2020-08-13,486,109220,83536,46486,23540,34319,7338,7881,4432
2020-08-14,486,108230,78432,44518,25160,39423,8089,9354,4491
2020-08-17,486,108272,85102,46232,26402,32753,6709,7661,6492
2020-08-18,486,106350,79955,43566,28272,37900,7760,9366,6376
2020-08-19,486,103808,73859,39394,30894,43996,8642,12267,6805
2020-08-20,486,100918,50276,27397,34228,67579,12698,22819,4416
2020-08-21,486,99804,52198,25704,35802,65657,12626,23955,5275
2020-08-24,486,99580,60635,30656,36932,57220,12138,18891,6328
2020-08-25,486,99656,69238,35241,37324,48617,10770,14344,7892
2020-08-26,486,98352,62067,30208,38116,55788,11450,18725,7608
2020-08-27,486,97790,72360,33903,36524,45495,8759,14749,9503
2020-08-28,486,98636,71967,34155,35666,45888,9973,14920,7860
2020-08-31,486,99206,76789,35385,34984,41066,8301,13975,9191
2020-09-01,486,98458,63772,30885,35132,54083,10906,18101,6660
2020-09-02,486,98756,82889,38709,33146,34966,7635,10426,8938
