epoch,snapshot,param,grad_mean,grad_std,grad_min,grad_max,nan_count,inf_count
0,2020-05-08,feature_encoder.weight,1.1641532182693481e-09,0.03676852211356163,-0.10308757424354553,0.0805322602391243,0,0
0,2020-05-08,feature_encoder.bias,-3.4924596548080444e-10,0.05370616167783737,-0.18401873111724854,0.13495075702667236,0,0
0,2020-05-08,feature_norm.weight,0.0009618516778573394,0.036168888211250305,-0.1015901118516922,0.08955048024654388,0,0
0,2020-05-08,feature_norm.bias,-0.007324147969484329,0.024998364970088005,-0.08412890136241913,0.042127303779125214,0,0
0,2020-05-08,pos_conv.bias,-0.0017802631482481956,0.008734984323382378,-0.01910567656159401,0.01779387891292572,0,0
0,2020-05-08,pos_conv.lin.weight,3.637978807091713e-12,0.0073623028583824635,-0.04417632147669792,0.036343805491924286,0,0
0,2020-05-08,neg_conv.bias,-0.0004992212052457035,0.009804366156458855,-0.018770849332213402,0.02649039216339588,0,0
0,2020-05-08,neg_conv.lin.weight,-2.3646862246096134e-11,0.006146630272269249,-0.04396370053291321,0.03682790696620941,0,0
0,2020-05-08,pair_norm.weight,0.0028846957720816135,0.01513585913926363,-0.02989153563976288,0.04324840009212494,0,0
0,2020-05-08,pair_norm.bias,-0.002455481793731451,0.015628114342689514,-0.033826593309640884,0.029336530715227127,0,0
0,2020-05-08,ode_func.psi.0.weight,0.00018903135787695646,0.01963997818529606,-0.20791086554527283,0.17285946011543274,0,0
0,2020-05-08,ode_func.layer_norm.weight,0.0005070564220659435,0.009280111640691757,-0.021599503234028816,0.03763578087091446,0,0
0,2020-05-08,ode_func.layer_norm.bias,0.0012701426167041063,0.011074025183916092,-0.024637071415781975,0.029800085350871086,0,0
0,2020-05-08,predictor.0.weight,-9.458744898438454e-11,0.03290833160281181,-0.4602111279964447,0.4979414939880371,0,0
0,2020-05-08,predictor.0.bias,0.0030539999715983868,0.026636162772774696,-0.08020959794521332,0.06890882551670074,0,0
0,2020-05-08,predictor.2.weight,-0.10692009329795837,0.18744021654129028,-0.4894237518310547,0.23139631748199463,0,0
0,2020-05-08,predictor.2.bias,-0.32875752449035645,0.0,-0.32875752449035645,-0.32875752449035645,0,0
0,2020-05-11,feature_encoder.weight,-1.1641532182693481e-10,0.10359115153551102,-0.15082767605781555,0.45724523067474365,0,0
0,2020-05-11,feature_encoder.bias,-4.656612873077393e-10,0.09235154837369919,-0.12381116300821304,0.3430315852165222,0,0
0,2020-05-11,feature_norm.weight,0.005984792951494455,0.08140071481466293,-0.2949025630950928,0.31711345911026,0,0
0,2020-05-11,feature_norm.bias,0.018640080466866493,0.07139168679714203,-0.07661446183919907,0.28452154994010925,0,0
0,2020-05-11,pos_conv.bias,0.00039645485230721533,0.018465369939804077,-0.03515683487057686,0.031315796077251434,0,0
0,2020-05-11,pos_conv.lin.weight,-5.80182586418232e-07,0.013098307885229588,-0.07241857796907425,0.06912878155708313,0,0
0,2020-05-11,neg_conv.bias,0.001359371468424797,0.018835654482245445,-0.04269689321517944,0.043657638132572174,0,0
0,2020-05-11,neg_conv.lin.weight,-8.696806617081165e-07,0.016954990103840828,-0.12020138651132584,0.12245728075504303,0,0
0,2020-05-11,pair_norm.weight,0.007024736143648624,0.05026397854089737,-0.16219812631607056,0.2458259016275406,0,0
0,2020-05-11,pair_norm.bias,-0.006711909547448158,0.052837491035461426,-0.11140361428260803,0.1346815824508667,0,0
0,2020-05-11,ode_func.psi.0.weight,9.566968947183341e-05,0.036618027836084366,-0.3416675925254822,0.2408997267484665,0,0
0,2020-05-11,ode_func.layer_norm.weight,-0.0011472225887700915,0.02327263541519642,-0.054585885256528854,0.0882134884595871,0,0
0,2020-05-11,ode_func.layer_norm.bias,-0.0032067978754639626,0.029102711006999016,-0.06147384271025658,0.06866723299026489,0,0
0,2020-05-11,predictor.0.weight,1.3450015103444457e-05,0.0640680268406868,-0.6803126931190491,0.8928219079971313,0,0
0,2020-05-11,predictor.0.bias,0.011999165639281273,0.07307637482881546,-0.16449254751205444,0.18134501576423645,0,0
0,2020-05-11,predictor.2.weight,0.4070795774459839,0.4865405857563019,-0.06417949497699738,1.7711979150772095,0,0
0,2020-05-11,predictor.2.bias,1.525914192199707,0.0,1.525914192199707,1.525914192199707,0,0
0,2020-05-12,feature_encoder.weight,3.725290298461914e-09,0.12061507999897003,-0.49015694856643677,0.24463874101638794,0,0
0,2020-05-12,feature_encoder.bias,0.0,0.11925016343593597,-0.3941984176635742,0.17750345170497894,0,0
0,2020-05-12,feature_norm.weight,-0.013592919334769249,0.1408383846282959,-0.8628779649734497,0.3078785538673401,0,0
0,2020-05-12,feature_norm.bias,-0.01378572452813387,0.09691854566335678,-0.3141167461872101,0.11556809395551682,0,0
0,2020-05-12,pos_conv.bias,0.0007228878093883395,0.02695555053651333,-0.055710166692733765,0.07101307809352875,0,0
0,2020-05-12,pos_conv.lin.weight,-1.604803401278332e-07,0.021129680797457695,-0.1325940191745758,0.16091524064540863,0,0
0,2020-05-12,neg_conv.bias,-0.0018954258412122726,0.032984647899866104,-0.0668255090713501,0.06814984977245331,0,0
0,2020-05-12,neg_conv.lin.weight,1.0763155842141714e-06,0.011607962660491467,-0.0763523206114769,0.0724068209528923,0,0
0,2020-05-12,pair_norm.weight,0.007235081400722265,0.05238636955618858,-0.1934797763824463,0.24802139401435852,0,0
0,2020-05-12,pair_norm.bias,0.001861020689830184,0.055094532668590546,-0.12948819994926453,0.11808911710977554,0,0
0,2020-05-12,ode_func.psi.0.weight,5.9467609389685094e-05,0.048044294118881226,-0.640336811542511,0.6504198908805847,0,0
0,2020-05-12,ode_func.layer_norm.weight,0.005559178069233894,0.022355660796165466,-0.038337938487529755,0.09906308352947235,0,0
0,2020-05-12,ode_func.layer_norm.bias,0.002905900590121746,0.036366838961839676,-0.08902586996555328,0.08909184485673904,0,0
0,2020-05-12,predictor.0.weight,9.327712177764624e-06,0.06228751316666603,-0.8323581218719482,0.710539698600769,0,0
0,2020-05-12,predictor.0.bias,8.423649705946445e-05,0.0695047378540039,-0.18354785442352295,0.1759706735610962,0,0
0,2020-05-12,predictor.2.weight,-0.3781319260597229,0.542523205280304,-2.4548730850219727,0.0821554958820343,0,0
0,2020-05-12,predictor.2.bias,-1.6859341859817505,0.0,-1.6859341859817505,-1.6859341859817505,0,0
0,2020-05-13,feature_encoder.weight,7.566995918750763e-10,0.05461318418383598,-0.1267160028219223,0.18303558230400085,0,0
0,2020-05-13,feature_encoder.bias,2.9103830456733704e-10,0.03802475333213806,-0.14054755866527557,0.08932846784591675,0,0
0,2020-05-13,feature_norm.weight,0.006826505996286869,0.028649140149354935,-0.043674223124980927,0.1002674251794815,0,0
0,2020-05-13,feature_norm.bias,-0.00047994349733926356,0.024632448330521584,-0.09118165075778961,0.04720098152756691,0,0
0,2020-05-13,pos_conv.bias,-0.00041567275184206665,0.009116226807236671,-0.02383575402200222,0.029960520565509796,0,0
0,2020-05-13,pos_conv.lin.weight,1.0770413609861862e-06,0.005462998058646917,-0.035934679210186005,0.035051338374614716,0,0
0,2020-05-13,neg_conv.bias,0.0003794741060119122,0.009339863434433937,-0.024879073724150658,0.017768237739801407,0,0
0,2020-05-13,neg_conv.lin.weight,1.0604690032778308e-06,0.004661263432353735,-0.02013149857521057,0.01982368528842926,0,0
0,2020-05-13,pair_norm.weight,0.002210661768913269,0.011836796998977661,-0.03616373986005783,0.03552079573273659,0,0
0,2020-05-13,pair_norm.bias,0.0011125043965876102,0.008547520264983177,-0.018630873411893845,0.02176201343536377,0,0
0,2020-05-13,ode_func.psi.0.weight,-8.10045821708627e-05,0.011738086119294167,-0.1188453659415245,0.16572223603725433,0,0
0,2020-05-13,ode_func.layer_norm.weight,-0.00283322692848742,0.009706269018352032,-0.0328076146543026,0.017080290243029594,0,0
0,2020-05-13,ode_func.layer_norm.bias,0.002423130441457033,0.014726965688169003,-0.03580852225422859,0.030502352863550186,0,0
0,2020-05-13,predictor.0.weight,5.783404048997909e-07,0.019161976873874664,-0.18744710087776184,0.15437403321266174,0,0
0,2020-05-13,predictor.0.bias,0.0032340893521904945,0.014862882904708385,-0.03270028531551361,0.045595020055770874,0,0
0,2020-05-13,predictor.2.weight,0.014545378275215626,0.1380987912416458,-0.40499672293663025,0.3142145872116089,0,0
0,2020-05-13,predictor.2.bias,0.041091084480285645,0.0,0.041091084480285645,0.041091084480285645,0,0
0,2020-05-14,feature_encoder.weight,2.255546860396862e-10,0.06284917145967484,-0.2501658499240875,0.21554358303546906,0,0
0,2020-05-14,feature_encoder.bias,0.0,0.049752119928598404,-0.19549836218357086,0.10257279872894287,0,0
0,2020-05-14,feature_norm.weight,0.011004110798239708,0.04012523964047432,-0.06279551237821579,0.15362794697284698,0,0
0,2020-05-14,feature_norm.bias,-0.004217405337840319,0.02953808195888996,-0.10637541860342026,0.05012631043791771,0,0
0,2020-05-14,pos_conv.bias,-0.0011599230347201228,0.009759456850588322,-0.027993373572826385,0.0239047072827816,0,0
0,2020-05-14,pos_conv.lin.weight,9.648101695347577e-07,0.005510179791599512,-0.026845766231417656,0.031887780874967575,0,0
0,2020-05-14,neg_conv.bias,0.0005175484111532569,0.01197256799787283,-0.03391258046030998,0.024299025535583496,0,0
0,2020-05-14,neg_conv.lin.weight,3.3027595236490015e-07,0.0037546511739492416,-0.019436774775385857,0.01865069568157196,0,0
0,2020-05-14,pair_norm.weight,0.0010856548324227333,0.025164641439914703,-0.10472501069307327,0.06584948301315308,0,0
0,2020-05-14,pair_norm.bias,0.0005515533266589046,0.01285548135638237,-0.030618922784924507,0.033897604793310165,0,0
0,2020-05-14,ode_func.psi.0.weight,-5.415961641119793e-05,0.014271893538534641,-0.17106109857559204,0.15607595443725586,0,0
0,2020-05-14,ode_func.layer_norm.weight,-0.0033146117348223925,0.008741305209696293,-0.03502335771918297,0.01116679236292839,0,0
0,2020-05-14,ode_func.layer_norm.bias,0.00017630279762670398,0.013086165301501751,-0.04441242665052414,0.025161338970065117,0,0
0,2020-05-14,predictor.0.weight,-1.4071352779865265e-05,0.026629986241459846,-0.13540102541446686,0.1533166468143463,0,0
0,2020-05-14,predictor.0.bias,0.004139935132116079,0.020372096449136734,-0.060567572712898254,0.045419804751873016,0,0
0,2020-05-14,predictor.2.weight,0.011835378594696522,0.2055339515209198,-0.40852391719818115,0.6105571985244751,0,0
0,2020-05-14,predictor.2.bias,0.09118974208831787,0.0,0.09118974208831787,0.09118974208831787,0,0
0,2020-05-15,feature_encoder.weight,4.0745362639427185e-10,0.03571943938732147,-0.15397971868515015,0.1749190092086792,0,0
