date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-06-29,217,17327,38939,9980,5172,9108,17327,5398,25936,13456,2200,8969,5398,17806,3383,499
2020-06-30,217,17509,38037,9957,5270,8893,17509,6066,25870,13479,2433,9056,6066,16852,3376,600
2020-07-01,217,18275,38593,9780,5453,8974,18275,5688,25232,13656,2430,9022,5688,16760,3576,414
2020-07-02,217,19971,41191,10850,5864,10333,19971,4382,23828,12586,1836,7773,4382,17938,4013,355
2020-07-03,217,23083,43517,16165,8841,15579,23083,2976,21298,7271,1015,4390,2976,17728,2592,473
2020-07-06,217,27193,45185,16913,10820,16743,27193,1722,18124,6523,704,3477,1722,16220,2668,157
2020-07-07,217,30999,45811,21050,14301,20714,30999,1254,14864,2386,297,1147,1254,13586,1090,330
2020-07-08,217,33465,45987,20779,15314,20464,33465,1084,12830,2657,232,1236,1084,11728,1310,310
2020-07-09,217,35431,46185,21354,16538,21060,35431,900,11298,2082,157,943,900,10394,1069,293
2020-07-10,217,36471,46307,21261,17027,21026,36471,778,10268,2175,156,990,778,9486,1100,233
2020-07-13,217,37347,46417,20056,16567,19890,37347,666,9432,3380,168,1283,666,8760,1998,165
2020-07-14,217,38089,46513,20442,17283,20306,38089,570,8760,2994,149,1250,570,8184,1653,136
2020-07-15,217,38673,46591,18597,15932,18512,38673,488,8218,4839,164,1486,488,7720,3296,80
2020-07-16,217,39015,46621,12457,10897,12396,39015,450,7888,10979,170,2415,450,7420,8502,55
2020-07-17,217,39357,46625,9252,7700,9172,39357,442,7566,14184,148,2290,442,7102,11870,73
2020-07-20,217,39625,46657,5781,4776,5762,39625,426,7314,17655,195,2683,426,6882,14928,18
2020-07-21,217,39859,46629,6890,5763,6831,39859,430,7060,16546,162,2433,430,6600,14058,53
2020-07-22,217,40103,46657,7572,6368,7517,40103,410,6720,15864,159,2210,410,6288,13575,46
2020-07-23,217,40759,46727,8334,7320,8284,40759,344,6078,15102,125,2067,344,5716,12951,47
2020-07-24,217,41297,46767,9560,8596,9518,41297,282,5496,13876,105,1830,282,5174,11944,36
2020-07-27,217,42001,46879,8535,7679,8511,42001,204,4838,14901,78,1596,204,4628,13213,24
2020-07-28,217,42713,46955,6405,5923,6396,42713,128,4004,17031,55,1581,128,3870,15325,9
2020-07-29,217,43041,46973,6445,6002,6431,43041,112,3686,16991,43,1435,112,3570,15410,13
2020-07-30,217,42725,46963,7132,6469,7114,42725,122,4058,16304,45,1408,122,3932,14785,16
2020-07-31,217,42377,46749,8218,7774,8178,42377,338,4516,15218,129,1833,338,4176,13306,40
2020-08-03,217,41517,46429,11261,10343,11135,41517,574,5384,12175,182,1787,574,4726,10307,105
2020-08-04,217,40281,45833,9728,8808,9477,40281,1224,5522,13708,368,1923,1224,4266,11224,244
2020-08-05,217,38663,45713,8340,7296,8079,38663,1302,6834,15096,410,2545,1302,5460,11927,241
2020-08-06,217,35839,45601,8673,7125,8362,35839,1382,9740,14763,399,3476,1382,8252,10686,292
2020-08-07,217,32241,45439,8975,6701,8675,32241,1520,13476,14461,474,4646,1520,11826,9311,286
2020-08-10,217,26895,44975,9737,6358,9442,26895,1860,18622,13699,661,6259,1860,16508,6981,269
2020-08-11,217,20635,43221,10350,5519,9900,20635,3268,24526,13086,1254,7877,3268,20658,4690,380
2020-08-12,217,16271,39363,10232,4405,9252,16271,6200,28726,13204,2314,9050,6200,21000,3622,786
2020-08-13,217,15173,37099,8584,3552,7344,15173,7758,29950,14852,2978,10369,7758,19960,3926,901
2020-08-14,217,15039,36743,7069,2539,5907,15039,8080,30214,16367,3124,10936,8080,19870,4872,916
2020-08-17,217,14805,37249,9836,3658,8371,14805,7286,30242,13600,2626,9303,7286,20402,3636,1017
2020-08-18,217,15051,38257,9553,4566,8816,15051,6660,30032,13883,2805,10480,6660,21206,2851,525
2020-08-19,217,14953,37947,10431,4830,9326,14953,6848,30084,13005,2621,9946,6848,20948,2538,803
2020-08-20,217,14731,37595,9205,3799,7771,14731,7112,30408,14231,2494,10211,7112,20918,3458,1062
2020-08-21,217,14663,37059,8699,3201,7142,14663,7254,30410,14737,2543,10154,7254,20382,4022,1084
2020-08-24,217,14479,36669,8601,3062,7104,14479,7498,30266,14835,2751,10107,7498,19852,4069,998
2020-08-25,217,14091,36035,9132,3196,7310,14091,7564,30152,14304,2578,9662,7564,19098,3741,1204
2020-08-26,217,13775,36603,11322,3830,9097,13775,7368,30724,12114,2186,8344,7368,20238,2949,1498
2020-08-27,217,13645,37059,9813,3149,8155,13645,7120,30974,13623,2377,9290,7120,20944,3565,1183
2020-08-28,217,13585,37509,8766,2789,7086,13585,7170,31180,14670,2297,10022,7170,21600,3895,1288
2020-08-31,217,13703,37629,10066,3544,8753,13703,7210,31108,13370,2635,9570,7210,21648,3199,970
2020-09-01,217,13499,37247,8779,3226,7415,13499,7618,31116,14657,2834,10507,7618,21274,3415,975
2020-09-02,217,13301,36959,9271,3719,8196,13301,7936,31368,14165,3174,10660,7936,21238,2823,794
2020-09-03,217,13533,36273,10067,4135,8811,13533,8460,30920,13369,3316,10214,8460,20104,2523,914
2020-09-04,217,13987,36085,11186,3765,9066,13987,8616,31022,12250,2766,8608,8616,20018,3120,1542
2020-09-07,217,14275,36297,11974,4668,10159,14275,8518,30888,11462,2889,8597,8518,20098,2361,1370
2020-09-08,217,14417,36621,13449,4550,10919,14417,8306,30730,9987,2124,6980,8306,20262,2550,2029
2020-09-09,217,14975,37345,15212,5503,12780,14975,7650,30064,8224,1902,5856,7650,20320,1876,1923
2020-09-10,217,15705,37867,15623,6043,13223,15705,7176,29406,7813,1728,5707,7176,20184,1701,1860
2020-09-11,217,16545,38363,14962,6131,12979,16545,6760,28436,8474,1818,5976,6760,19710,2033,1562
2020-09-14,217,16783,38071,13860,6073,12209,16783,7040,28014,9576,2221,6854,7040,19004,2210,1299
2020-09-15,217,16487,37087,10315,4614,8736,16487,7784,28092,13121,2700,8825,7784,18180,3521,1192
2020-09-16,217,16499,36513,11270,5081,9549,16499,8362,28098,12166,2826,8447,8362,17544,3060,1355
2020-09-17,217,16559,35847,10994,5248,9478,16559,8620,27924,12442,3113,8757,8620,16704,2923,1197
2020-09-18,217,16493,35765,9889,4605,8382,16493,8470,27836,13547,3105,9162,8470,16522,3533,1130
2020-09-21,217,16583,36451,8976,3928,7514,16583,8228,28084,14460,3031,9428,8228,17456,4255,1083
2020-09-22,217,16647,36465,9861,4587,8244,16647,8328,27954,13575,2889,9228,8328,17374,3628,1275
2020-09-23,217,16759,36583,9665,3987,7790,16759,8162,27814,13771,2662,8795,8162,17310,4284,1419
2020-09-24,217,16883,37243,14252,5766,11659,16883,7450,27728,9184,1756,6154,7450,17886,2567,1969
2020-09-25,217,17051,38035,13324,5331,11150,17051,6848,27422,10112,1856,6529,6848,18370,3086,1568
2020-09-28,217,17117,38477,13627,5181,11478,17117,6668,27592,9809,1705,6094,6668,18982,3269,1629
2020-09-29,217,17307,38649,12933,5317,11057,17307,6444,27062,10503,1774,6595,6444,18624,3228,1448
2020-09-30,217,17567,38381,12144,5525,10631,17567,6604,26996,11292,2099,7555,6604,18288,3150,1203
2020-10-09,217,17529,38063,10648,4868,9258,17529,6776,27266,12788,2356,8351,6776,18246,3788,1032
2020-10-12,217,17939,39147,9222,4288,8228,17939,5772,26490,14214,2231,8796,5772,18550,4573,655
2020-10-13,217,18405,40547,9784,5068,9109,18405,4880,26004,13652,1938,8813,4880,19462,4026,502
2020-10-14,217,18431,41069,9982,5179,9304,18431,4532,25996,13454,1791,8713,4532,19982,3928,475
2020-10-15,217,18371,40929,10285,5479,9564,18371,4538,26410,13151,1847,8908,4538,20262,3598,422
2020-10-16,217,18197,40879,9829,5067,9178,18197,4706,26228,13607,1924,9055,4706,20060,3923,429
2020-10-19,217,17727,40417,10281,5096,9520,17727,5036,26758,13155,1976,8884,5036,20088,3659,542
2020-10-20,217,17639,40189,7445,3361,6610,17639,5166,26970,15991,1948,9859,5166,20070,5350,635
2020-10-21,217,17573,40089,8004,3599,7124,17573,5202,27284,15432,1994,9579,5202,20296,5079,607
2020-10-22,217,17539,40233,8874,3613,7679,17539,5200,27394,14562,1702,8811,5200,20546,5048,898
2020-10-23,217,17489,40229,10210,4132,8901,17489,5118,27294,13226,1552,7997,5118,20444,4504,1007
2020-10-26,217,17321,39983,10813,4218,9325,17321,5058,27272,12623,1429,7582,5058,20166,4334,1100
2020-10-27,217,17371,39845,11546,4306,9944,17371,5546,27498,11890,1457,6954,5546,20258,4271,1316
2020-10-28,217,17105,39805,11147,4081,9683,17105,5514,27470,12289,1649,7170,5514,20192,4363,1108
2020-10-29,217,16873,39959,11881,4229,10280,16873,5420,27912,11555,1520,6840,5420,20804,4099,1190
2020-10-30,217,16351,39747,9950,4135,9013,16351,5418,28296,13486,2081,8861,5418,20960,3932,628
2020-11-02,217,15467,39099,12124,4995,10990,15467,5864,28996,11312,2164,8118,5864,21010,2630,768
2020-11-03,217,15023,37781,11078,4897,10152,15023,6686,29578,12358,2744,9278,6686,20284,2506,599
2020-11-04,217,14967,36897,9808,4688,9052,14967,7316,29634,13628,3161,10312,7316,19452,2687,497
2020-11-05,217,15155,36493,10642,5235,9872,15155,7788,29382,12794,3384,10024,7788,18848,2234,510
2020-11-06,217,15501,37149,9898,4957,9193,15501,7442,29058,13538,3272,10258,7442,19130,2685,449
2020-11-09,217,15629,38325,9477,4374,8569,15629,6820,29252,13959,2777,9986,6820,20490,3332,633
2020-11-10,217,15635,38705,10726,4645,9707,15635,6568,29550,12710,2558,9084,6568,21166,3064,726
2020-11-11,217,15479,38211,10371,4667,9326,15479,6850,29578,13065,2631,9595,6850,20702,2964,794
2020-11-12,217,15581,37691,9334,4120,8121,15581,7404,29590,14102,2747,9999,7404,20194,3562,955
2020-11-13,217,15399,36443,8355,3525,6736,15399,8144,29276,15081,2790,10289,8144,18640,4066,1282
2020-11-16,217,15229,35501,9205,3347,7158,15229,8694,29352,14231,2819,9421,8694,17774,4159,1528
2020-11-17,217,15221,34893,8245,3212,6450,15221,8722,29184,15191,3137,10154,8722,17012,4290,1224
2020-11-18,217,15309,34989,8358,2733,6214,15309,8786,29272,15078,2907,9507,8786,17180,4813,1486
2020-11-19,217,15355,35033,8053,2837,6131,15355,8724,29302,15383,3062,9938,8724,17256,4732,1300
2020-11-20,217,15627,35105,7789,2609,5775,15627,8744,28862,15647,2973,9790,8744,16892,5096,1399
2020-11-23,217,16055,35031,7822,2462,5854,16055,8826,28404,15614,3059,9360,8826,16362,5457,1354
2020-11-24,217,16257,35201,9281,3766,7460,16257,8792,28576,14155,3148,9254,8792,16716,4254,1248
2020-11-25,217,16319,35279,10512,4432,8616,16319,8658,28454,12924,2990,8676,8658,16670,3619,1339
2020-11-26,217,16305,35457,8094,2849,6167,16305,8706,28748,15342,2904,9452,8706,17142,5195,1449
2020-11-27,217,16237,35627,8743,3135,6739,16237,8506,28864,14693,2810,9232,8506,17422,4875,1443
2020-11-30,217,16263,35733,9197,3835,7624,16263,8308,28422,14239,3028,9382,8308,17102,4188,1126
2020-12-01,217,16561,35591,8644,3180,6737,16561,8094,27918,14792,2736,8934,8094,16444,4992,1311
2020-12-02,217,17005,36025,9684,4355,8235,17005,7670,27026,13752,2919,8897,7670,15978,4039,916
2020-12-03,217,17347,36757,9672,4392,8126,17347,7474,27116,13764,2665,8821,7474,16806,4173,1072
2020-12-04,217,17587,37357,8431,3623,6969,17587,7336,27010,15005,2648,9134,7336,17290,5062,1020
2020-12-07,217,17003,37065,8719,3752,7444,17003,7576,27136,14717,2895,9073,7576,17118,4641,893
2020-12-08,217,16053,36261,9642,3804,7835,16053,8160,27940,13794,2747,8831,8160,17112,4114,1333
2020-12-09,217,15527,36073,11138,4542,9153,15527,8492,28786,12298,2764,8507,8492,17782,3113,1482
2020-12-10,217,15375,36101,12847,4984,10278,15375,8464,28936,10589,2328,7459,8464,17950,2595,1904
2020-12-11,217,15759,36427,11890,5119,10146,15759,8466,28978,11546,2873,8438,8466,18318,2652,1360
2020-12-14,217,16065,36415,13349,5836,11463,16065,8788,29020,10087,2864,7594,8788,18346,2088,1530
2020-12-15,217,16275,36193,11831,5641,10528,16275,9104,29020,11605,3474,8865,9104,18124,2388,1078
2020-12-16,217,16461,36105,10541,5340,9398,16461,9206,28790,12895,3688,9658,9206,17806,2782,915
2020-12-17,217,16629,36153,10394,5040,9239,16629,9334,28694,13042,3721,9438,9334,17758,3166,946
2020-12-18,217,16353,35985,10758,5470,9772,16353,9398,28824,12678,3858,9560,9398,17720,2598,841
2020-12-21,217,15939,35807,10444,4778,8950,15939,9484,29342,12992,3508,9418,9484,18062,3083,1234
2020-12-22,217,15821,35253,11497,5987,10389,15821,9748,29292,11939,4024,9695,9748,17460,1815,850
2020-12-23,217,15865,34247,10874,5325,9264,15865,10050,28654,12562,3783,9445,10050,15836,2499,1242
2020-12-24,217,15963,34123,8877,4484,7677,15963,10140,28798,14559,4151,10473,10140,15894,3389,919
2020-12-25,217,15875,34427,8271,4156,7224,15875,10220,28954,15165,4271,10838,10220,16308,3673,839
2020-12-28,217,15687,34121,10950,5399,9314,15687,10168,29110,12486,3958,9486,10168,16206,2336,1126
2020-12-29,217,15509,33929,10073,5065,8626,15509,10380,29140,13363,4084,10092,10380,16022,2581,1106
2020-12-30,217,15305,33309,11492,4891,9015,15305,10998,29314,11944,3515,8697,10998,15570,2653,1984
2020-12-31,217,15089,32743,10126,4742,8223,15089,11310,28994,13310,4203,9782,11310,14720,2694,1452
2021-01-04,217,15017,32401,8725,3835,7242,15017,11468,28728,14711,4714,10243,11468,14108,3565,1020
2021-01-05,217,15261,32915,8160,3597,6911,15261,11334,28856,15276,4711,10546,11334,14698,3925,956
2021-01-06,217,15759,34177,10852,4366,9044,15759,10478,28774,12584,3821,8588,10478,15878,3405,1418
2021-01-07,217,16427,35249,9317,4013,8145,16427,9724,28086,14119,3947,9318,9724,16258,4092,915
2021-01-08,217,17007,36177,11718,5442,10485,17007,9076,27698,11718,3565,8278,9076,16794,2953,973
2021-01-11,217,17129,36815,11231,5359,9973,17129,8596,27542,12205,3307,8510,8596,17274,3097,991
2021-01-12,217,16885,36477,9471,4677,8268,16885,8548,27796,13965,3383,9674,8548,17188,3657,891
2021-01-13,217,17063,36983,10947,5298,9804,17063,8022,27470,12489,3206,8739,8022,17370,3125,805
2021-01-14,217,17353,37691,11726,5452,10397,17353,7644,26886,11710,2791,7958,7644,17498,3116,1031
2021-01-15,217,17523,37917,9901,4642,8732,17523,7422,26640,13535,2765,8764,7422,17470,4011,946
2021-01-18,217,17825,38153,9096,4293,7784,17825,7230,26450,14340,2546,8976,7230,17520,4511,1069
2021-01-19,217,17935,38285,9352,4470,8138,17935,7070,26412,14084,2615,8893,7070,17610,4389,920
2021-01-20,217,18103,38357,8555,4002,7104,18103,7000,26278,14881,2303,8989,7000,17546,4941,1197
2021-01-21,217,18251,38437,9209,3776,7491,18251,6858,25908,14227,2105,8064,6858,17258,5241,1324
2021-01-22,217,18203,38499,8779,3446,7185,18203,6640,25540,14657,2127,8050,6640,16968,5547,1193
2021-01-25,217,18083,38431,9990,3755,8061,18083,6156,25198,13446,1756,7158,6156,16548,5178,1322
2021-01-26,217,18157,38645,9394,3987,7979,18157,5956,25474,14042,2018,8042,5956,17042,4983,960
2021-01-27,217,18369,38781,9372,3849,7952,18369,5896,25412,14064,1906,7895,5896,17124,5227,1042
2021-01-28,217,18707,39159,12642,5090,10715,18707,5680,25084,10794,1543,5935,5680,17186,4155,1297
2021-01-29,217,19131,39865,12960,5343,11225,19131,5336,24990,10476,1477,5782,5336,17794,4114,1191
2021-02-01,217,19329,40089,11841,4969,10404,19329,4980,24930,11595,1574,6346,4980,18066,4587,916
2021-02-02,217,19419,40101,10771,4894,9629,19419,4958,24696,12665,1676,7171,4958,17820,4707,803
2021-02-03,217,19311,40215,10795,5260,9741,19311,5198,24922,12641,1785,7606,5198,18094,4287,814
2021-02-04,217,18903,39859,11748,5696,10616,18903,5300,24950,11688,1787,7214,5300,17768,3647,863
2021-02-05,217,18255,39323,11814,5677,10644,18255,5728,25496,11622,2010,7497,5728,17752,3342,854
2021-02-08,217,17583,38977,9272,4716,8466,17583,6082,26480,14164,2443,9361,6082,18404,3967,598
2021-02-09,217,17289,38689,9005,4541,8273,17289,6464,27138,14431,2679,9700,6464,18744,3995,553
2021-02-10,217,16693,38251,8943,4282,8068,16693,7084,27912,14493,2888,9767,7084,19092,3956,654
2021-02-18,217,16401,38303,10318,4926,9506,16401,7300,28238,13118,3098,9360,7300,19556,3166,552
2021-02-19,217,16059,37831,8257,3852,7379,16059,7638,28758,15179,3187,10384,7638,19568,4069,632
2021-02-22,217,15543,37655,9284,3600,8018,15543,7754,29434,14152,2878,9459,7754,20002,4063,999
2021-02-23,217,15221,36943,10615,3870,8690,15221,8258,30278,12821,2561,8753,8258,20132,3632,1568
2021-02-24,217,15225,36507,10052,3963,8471,15225,8694,30490,13384,3087,9504,8694,19910,3541,1260
2021-02-25,217,15055,35887,11077,4046,8858,15055,9416,30844,12359,2870,8728,9416,19642,3373,1838
2021-02-26,217,15171,35783,13122,4664,10312,15171,9752,30874,10314,2464,7288,9752,19568,2813,2412
2021-03-01,217,15323,35465,11388,4038,8826,15323,9936,30864,12048,2828,8317,9936,19240,3515,2140
2021-03-02,217,15431,35389,11240,4227,8986,15431,9928,30656,12196,3082,8589,9928,18956,3380,1882
2021-03-03,217,15561,35341,10055,2932,7424,15561,9968,30534,13381,2760,8302,9968,18786,4740,2224
2021-03-04,217,15591,35277,13090,4489,10126,15591,10012,30400,10346,2481,6844,10012,18588,3198,2525
2021-03-05,217,15511,34929,12354,3737,9006,15511,10088,30326,11082,2262,6779,10088,18166,3910,2782
2021-03-08,217,15263,34769,12662,4762,10157,15263,10254,30424,10774,3064,7645,10254,18104,2761,2063
2021-03-09,217,15323,35557,14164,5148,11337,15323,9616,30390,9272,2447,6495,9616,18860,2405,2361
2021-03-10,217,15547,36421,14465,5440,11825,15547,8762,30186,8971,2254,6439,8762,19524,2225,2127
2021-03-11,217,15537,37089,14026,4884,11184,15537,8440,30240,9410,1744,6241,8440,20240,2776,2476
2021-03-12,217,15609,36771,13182,5000,11087,15609,8512,29884,10254,2513,7246,8512,19572,2696,1743
2021-03-15,217,16053,36009,11957,5470,10601,16053,8912,28972,11479,3384,8647,8912,17896,2448,1072
2021-03-16,217,16771,35505,9207,4685,8307,16771,9280,27738,14229,3908,10029,9280,16156,3592,732
2021-03-17,217,17517,35425,7345,3490,6372,17517,9578,27200,16091,4024,10295,9578,15546,5160,765
2021-03-18,217,17749,35163,7963,3571,6614,17749,9962,27372,15473,3900,9729,9962,15448,5195,1081
2021-03-19,217,17941,34465,9909,4180,7822,17941,10254,27054,13527,3391,8245,10254,14436,4682,1736
2021-03-22,217,17751,33817,8112,3042,5739,17751,10810,27122,15324,3400,8901,10810,13852,5725,2005
2021-03-23,217,17727,33479,10420,4750,8239,17727,11016,26888,13016,3860,8223,11016,13280,4005,1648
2021-03-24,217,17929,33661,13276,5803,10084,17929,10580,26440,10160,2804,6418,10580,13032,3053,2486
2021-03-25,217,18335,34451,11838,5197,9537,18335,9944,26010,11598,3247,7155,9944,13382,3862,1725
2021-03-26,217,18485,34647,12103,5233,9033,18485,9714,25760,11333,2453,6753,9714,13390,3901,2404
2021-03-29,217,18493,34719,9825,4195,7463,18493,9478,25658,13611,2966,7782,9478,13302,4943,1773
2021-03-30,217,18511,34961,8680,3899,6618,18511,9276,25750,14756,3054,8576,9276,13640,5248,1584
2021-03-31,217,18301,34879,8110,3569,6076,18301,9020,25886,15326,3018,8807,9020,13686,5473,1492
2021-04-01,217,18073,35419,7266,3321,5802,18073,8516,26446,16170,3232,9672,8516,14790,5607,1026
2021-04-02,217,17755,36183,8116,3833,6703,17755,8164,26754,15320,3069,9586,8164,15850,4936,1013
2021-04-06,217,17611,36527,8299,4600,7133,17611,8024,27054,15137,3142,10225,8024,16500,4097,870
2021-04-07,217,16913,36193,7749,3760,6265,16913,8012,27820,15687,3008,10313,8012,16936,4588,998
2021-04-08,217,15999,35959,8588,3666,6769,15999,8494,28614,14848,2893,9843,8494,17522,4225,1354
2021-04-09,217,15361,35863,8577,3580,6865,15361,8704,29496,14859,3079,10168,8704,18280,3992,1273
2021-04-12,217,14941,35913,10240,4018,8171,14941,8224,29920,13196,2700,9222,8224,18750,3344,1412
2021-04-13,217,14577,36501,12405,4223,10003,14577,7286,30062,11031,2130,7528,7286,19480,2957,1513
2021-04-14,217,14425,37121,10777,3714,8907,14425,6956,29730,12659,2197,8382,6956,19778,3390,1281
2021-04-15,217,14579,37383,10688,3767,9207,14579,6860,29458,12748,2412,8657,6860,19802,3414,1018
2021-04-16,217,14501,36997,10409,3698,8760,14501,6962,29190,13027,2441,8747,6962,19116,3444,1040
2021-04-19,217,14239,37015,9377,3001,7606,14239,6804,28978,14059,2230,8823,6804,18938,4010,1172
2021-04-20,217,14487,37359,10169,4066,8847,14487,6732,28852,13267,2481,9226,6732,19164,3069,885
2021-04-21,217,14599,37459,9214,3887,8098,14599,6848,29044,14222,2720,9891,6848,19428,3304,704
2021-04-22,217,14319,37095,9183,3881,7955,14319,7240,29318,14253,2830,10193,7240,19356,3170,790
2021-04-23,217,14155,36153,9274,3929,7822,14155,7976,29842,14162,3031,10337,7976,18906,3040,957
2021-04-26,217,14133,35409,10307,4707,9062,14133,8420,29742,13129,3402,10141,8420,18064,2251,808
2021-04-27,217,14177,35623,9962,4104,8418,14177,8544,30026,13474,3204,9830,8544,18562,2876,1068
2021-04-28,217,14133,35371,10780,4330,9057,14133,8802,30026,12656,3249,9282,8802,18312,2628,1152
2021-04-29,217,14321,34951,9709,4295,8553,14321,8962,29716,13727,3710,10275,8962,17588,2757,771
2021-04-30,217,14373,34359,9408,4268,8172,14373,9224,29512,14028,3822,10424,9224,16794,2810,790
2021-05-06,217,14339,33731,10300,4160,8325,14339,9662,29508,13136,3524,9400,9662,16164,2901,1307
2021-05-07,217,13935,32885,10189,4152,8254,13935,10074,29640,13247,3747,9534,10074,15464,2707,1290
2021-05-10,217,13663,33343,11278,3907,8525,13663,10182,30350,12158,3069,8535,10182,16640,2816,2022
2021-05-11,217,13557,33623,10811,3526,8170,13557,10322,30908,12625,3216,8861,10322,17444,3144,1945
2021-05-12,217,13493,33737,9531,3213,7430,13493,10456,31178,13905,3686,9791,10456,17832,3425,1542
2021-05-13,217,13505,33681,10603,3571,8148,13505,10602,31244,12833,3397,9137,10602,17900,3073,1904
2021-05-14,217,13459,33129,10814,3487,8162,13459,10912,31198,12622,3343,8807,10912,17322,3134,2113
2021-05-17,217,13425,33445,9629,3363,7656,13425,10702,31258,13807,3892,9960,10702,17632,3241,1459
2021-05-18,217,13629,33815,8726,3302,7033,13629,10702,31262,14710,4066,10726,10702,18000,3404,1285
2021-05-19,217,13805,33937,8579,3278,6939,13805,10800,31236,14857,4048,10752,10800,18110,3516,1352
2021-05-20,217,13913,33593,9880,3563,7489,13913,10854,30932,13556,3453,9643,10854,17452,3285,1974
2021-05-21,217,13937,33463,9724,3596,7414,13937,10942,30956,13712,3637,9808,10942,17342,3264,1834
2021-05-24,217,13801,33519,9906,3293,7308,13801,10930,31118,13530,3306,9384,10930,17552,3499,2159
2021-05-25,217,13695,33901,7886,2564,5840,13695,10522,31282,15550,3620,10654,10522,18096,4175,1641
2021-05-26,217,13801,34895,10467,3564,8264,13801,9790,31106,12969,3210,9155,9790,18922,3228,1685
2021-05-27,217,14017,35715,9247,3189,7458,14017,9290,31140,14189,3216,9947,9290,19774,3711,1429
2021-05-28,217,14343,36187,9039,3371,7502,14343,8750,30566,14397,3167,10047,8750,19666,3692,1208
