epoch,loss
1,0.8864787823371753
2,0.8107051043882361
3,0.7749733726701162
4,0.7565086314747527
5,0.7436398906658773
6,0.7330130860658663
7,0.7237520605554314
8,0.7157006736126279
9,0.7088955874338649
10,0.7030359582824312
11,0.6977694619712016
12,0.6928872403950641
13,0.6882926582806547
14,0.6839183444304334
15,0.6797252453416213
16,0.6756308361097492
17,0.6715364921684384
18,0.6673775377729407
19,0.663156920519469
20,0.6589728874698786
21,0.6549346626831597
22,0.6510887356536962
23,0.647410422491633
24,0.6438775617900467
25,0.6404450478215948
26,0.6370738586764367
27,0.6337738443471246
28,0.6305434214578122
29,0.6274586841000875
30,0.624534813629473
