sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-05,0.0049999994,0.005,0.0005985918,0.0005976791,0.99880373
1,2025-02-06,0.005,0.0049999994,0.0880208,0.000602414,0.9113768
1,2025-02-07,0.0049999994,0.005,0.4391851,0.001830034,0.5589849
1,2025-02-10,0.0050000004,0.005,0.9999995,2.0935637e-07,2.595833e-07
1,2025-02-11,0.0049999994,0.0049999994,0.64997447,2.9343604e-05,0.34999618
1,2025-02-12,0.005000001,0.005,5.3159865e-06,0.99998975,4.922371e-06
1,2025-02-13,0.0050000004,0.005,0.7921413,0.2078586,7.4216395e-08
1,2025-02-14,0.005,0.0050000004,0.5456921,0.12624204,0.32806587
1,2025-02-18,0.0050000004,0.005,0.49736497,0.030414583,0.4722205
1,2025-02-19,0.0049999994,0.005000001,0.1906756,0.5962818,0.21304256
1,2025-02-20,0.005,0.0050000004,0.008916554,0.0018164536,0.989267
1,2025-02-21,0.0049999994,0.0050000004,0.00043703918,0.84338033,0.15618262
1,2025-02-24,0.0050000004,0.0050000004,0.4369512,0.2976377,0.2654111
1,2025-02-25,0.0049999994,0.0049999994,0.0025139845,0.84071505,0.15677093
1,2025-02-26,0.005,0.0050000004,1.7482288e-06,1.2915995e-06,0.999997
1,2025-02-27,0.005,0.004999999,0.75098246,0.24244165,0.0065759104
1,2025-02-28,0.005000001,0.0050000004,0.84905875,0.0011286432,0.14981261
1,2025-03-03,0.005000001,0.0050000004,0.016181752,0.24471737,0.7391009
1,2025-03-04,0.005,0.005,1.0315109e-05,0.9999567,3.2949014e-05
1,2025-03-05,0.005,0.0049999994,0.005080562,0.00015044764,0.994769
