code,dt
A,2020-08-11
AAPL,2020-08-11
ABBV,2020-08-11
ABT,2020-08-11
ACGL,2020-08-11
ACN,2020-08-11
ADBE,2020-08-11
ADI,2020-08-11
ADM,2020-08-11
ADP,2020-08-11
ADSK,2020-08-11
AEE,2020-08-11
AEP,2020-08-11
AES,2020-08-11
AFL,2020-08-11
AIG,2020-08-11
AIZ,2020-08-11
AJG,2020-08-11
AKAM,2020-08-11
ALB,2020-08-11
ALGN,2020-08-11
ALL,2020-08-11
ALLE,2020-08-11
AMAT,2020-08-11
AMCR,2020-08-11
AMD,2020-08-11
AME,2020-08-11
AMGN,2020-08-11
AMP,2020-08-11
AMT,2020-08-11
AMZN,2020-08-11
ANET,2020-08-11
ANSS,2020-08-11
AON,2020-08-11
AOS,2020-08-11
APA,2020-08-11
APD,2020-08-11
APH,2020-08-11
APO,2020-08-11
APTV,2020-08-11
ARE,2020-08-11
ATO,2020-08-11
AVB,2020-08-11
AVGO,2020-08-11
AVY,2020-08-11
AWK,2020-08-11
AXON,2020-08-11
AXP,2020-08-11
AZO,2020-08-11
BA,2020-08-11
BAC,2020-08-11
BALL,2020-08-11
BAX,2020-08-11
BBY,2020-08-11
BDX,2020-08-11
BEN,2020-08-11
BG,2020-08-11
BK,2020-08-11
BKNG,2020-08-11
BKR,2020-08-11
BLDR,2020-08-11
BLK,2020-08-11
BMY,2020-08-11
BR,2020-08-11
BRO,2020-08-11
BSX,2020-08-11
BX,2020-08-11
BXP,2020-08-11
C,2020-08-11
CAG,2020-08-11
CAH,2020-08-11
CAT,2020-08-11
CB,2020-08-11
CBOE,2020-08-11
CBRE,2020-08-11
CCL,2020-08-11
CDNS,2020-08-11
CDW,2020-08-11
CF,2020-08-11
CFG,2020-08-11
CHD,2020-08-11
CHRW,2020-08-11
CHTR,2020-08-11
CI,2020-08-11
CINF,2020-08-11
CL,2020-08-11
CLX,2020-08-11
CMCSA,2020-08-11
CME,2020-08-11
CMG,2020-08-11
CMI,2020-08-11
CMS,2020-08-11
CNC,2020-08-11
CNP,2020-08-11
COF,2020-08-11
COO,2020-08-11
COP,2020-08-11
COR,2020-08-11
COST,2020-08-11
CPAY,2020-08-11
CPB,2020-08-11
CPRT,2020-08-11
CPT,2020-08-11
CRL,2020-08-11
CRM,2020-08-11
CRWD,2020-08-11
CSCO,2020-08-11
CSGP,2020-08-11
CSX,2020-08-11
CTAS,2020-08-11
CTRA,2020-08-11
CTSH,2020-08-11
CTVA,2020-08-11
CVS,2020-08-11
CVX,2020-08-11
CZR,2020-08-11
D,2020-08-11
DAL,2020-08-11
DAY,2020-08-11
DD,2020-08-11
DE,2020-08-11
DECK,2020-08-11
DELL,2020-08-11
DFS,2020-08-11
DG,2020-08-11
DGX,2020-08-11
DHI,2020-08-11
DHR,2020-08-11
DIS,2020-08-11
DLR,2020-08-11
DLTR,2020-08-11
DOC,2020-08-11
DOV,2020-08-11
DOW,2020-08-11
DPZ,2020-08-11
DRI,2020-08-11
DTE,2020-08-11
DUK,2020-08-11
DVA,2020-08-11
DVN,2020-08-11
DXCM,2020-08-11
EA,2020-08-11
EBAY,2020-08-11
ECL,2020-08-11
ED,2020-08-11
EFX,2020-08-11
EG,2020-08-11
EIX,2020-08-11
EL,2020-08-11
ELV,2020-08-11
EMN,2020-08-11
EMR,2020-08-11
ENPH,2020-08-11
EOG,2020-08-11
EPAM,2020-08-11
EQIX,2020-08-11
EQR,2020-08-11
EQT,2020-08-11
ERIE,2020-08-11
ES,2020-08-11
ESS,2020-08-11
ETN,2020-08-11
ETR,2020-08-11
EVRG,2020-08-11
EW,2020-08-11
EXC,2020-08-11
EXPD,2020-08-11
EXPE,2020-08-11
EXR,2020-08-11
F,2020-08-11
FANG,2020-08-11
FAST,2020-08-11
FCX,2020-08-11
FDS,2020-08-11
FDX,2020-08-11
FE,2020-08-11
FFIV,2020-08-11
FI,2020-08-11
FICO,2020-08-11
FIS,2020-08-11
FITB,2020-08-11
FOX,2020-08-11
FOXA,2020-08-11
FRT,2020-08-11
FSLR,2020-08-11
FTNT,2020-08-11
FTV,2020-08-11
GD,2020-08-11
GDDY,2020-08-11
GE,2020-08-11
GEN,2020-08-11
GILD,2020-08-11
GIS,2020-08-11
GL,2020-08-11
GLW,2020-08-11
GM,2020-08-11
GNRC,2020-08-11
GOOG,2020-08-11
GOOGL,2020-08-11
GPC,2020-08-11
GPN,2020-08-11
GRMN,2020-08-11
GS,2020-08-11
GWW,2020-08-11
HAL,2020-08-11
HAS,2020-08-11
HBAN,2020-08-11
HCA,2020-08-11
HD,2020-08-11
HES,2020-08-11
HIG,2020-08-11
HII,2020-08-11
HLT,2020-08-11
HOLX,2020-08-11
HON,2020-08-11
HPE,2020-08-11
HPQ,2020-08-11
HRL,2020-08-11
HSIC,2020-08-11
HST,2020-08-11
HSY,2020-08-11
HUBB,2020-08-11
HUM,2020-08-11
HWM,2020-08-11
IBM,2020-08-11
ICE,2020-08-11
IDXX,2020-08-11
IEX,2020-08-11
IFF,2020-08-11
INCY,2020-08-11
INTC,2020-08-11
INTU,2020-08-11
INVH,2020-08-11
IP,2020-08-11
IPG,2020-08-11
IQV,2020-08-11
IR,2020-08-11
IRM,2020-08-11
ISRG,2020-08-11
IT,2020-08-11
ITW,2020-08-11
IVZ,2020-08-11
J,2020-08-11
JBHT,2020-08-11
JBL,2020-08-11
JCI,2020-08-11
JKHY,2020-08-11
JNJ,2020-08-11
JNPR,2020-08-11
JPM,2020-08-11
K,2020-08-11
KDP,2020-08-11
KEY,2020-08-11
KEYS,2020-08-11
KHC,2020-08-11
KIM,2020-08-11
KKR,2020-08-11
KLAC,2020-08-11
KMB,2020-08-11
KMI,2020-08-11
KMX,2020-08-11
KO,2020-08-11
KR,2020-08-11
L,2020-08-11
LDOS,2020-08-11
LEN,2020-08-11
LH,2020-08-11
LHX,2020-08-11
LII,2020-08-11
LIN,2020-08-11
