date,nodes,pos_edges,neg_edges
2020-05-12,217,14558,5872
2020-05-13,217,17802,9622
2020-05-14,217,18544,10244
2020-05-15,217,18880,10522
2020-05-18,217,19066,10816
2020-05-19,217,11964,8390
2020-05-20,217,11612,8208
2020-05-21,217,11730,8696
2020-05-22,217,12100,8928
2020-05-25,217,12708,9008
2020-05-26,217,12132,8218
2020-05-27,217,11854,6992
2020-05-28,217,12192,6864
2020-05-29,217,12832,7330
2020-06-01,217,13822,7758
2020-06-02,217,13038,7078
2020-06-03,217,13164,6174
2020-06-04,217,13516,6018
2020-06-05,217,13726,5892
2020-06-08,217,13672,6072
2020-06-09,217,11626,5666
2020-06-10,217,11434,5850
2020-06-11,217,11812,6220
2020-06-12,217,11996,6470
2020-06-15,217,12138,6542
2020-06-16,217,11316,6546
2020-06-17,217,11094,6450
2020-06-18,217,10956,6328
2020-06-19,217,10980,6248
2020-06-22,217,11050,6316
2020-06-23,217,10742,6202
2020-06-24,217,10922,6054
2020-06-29,217,11104,6262
2020-06-30,217,11454,6902
2020-07-01,217,11854,6886
2020-07-02,217,12448,6302
2020-07-03,217,14286,5476
2020-07-06,217,17824,4426
2020-07-07,217,21298,2862
2020-07-08,217,23350,1810
2020-07-09,217,25564,968
2020-07-10,217,26898,438
2020-07-13,217,27794,212
2020-07-14,217,28684,120
2020-07-15,217,29450,68
2020-07-16,217,29894,42
2020-07-17,217,30396,28
2020-07-20,217,30968,26
2020-07-21,217,31482,22
2020-07-22,217,32116,20
2020-07-23,217,33200,14
2020-07-24,217,34052,6
2020-07-27,217,34916,2
2020-07-28,217,36296,2
2020-07-29,217,37268,2
2020-07-30,217,37504,0
2020-07-31,217,37754,0
2020-08-03,217,37560,0
2020-08-04,217,36796,0
2020-08-05,217,35546,0
2020-08-06,217,33320,0
2020-08-07,217,30478,0
2020-08-10,217,26674,0
2020-08-11,217,21954,0
2020-08-12,217,18220,0
2020-08-13,217,14656,0
2020-08-14,217,11942,0
2020-08-17,217,10054,0
2020-08-18,217,9484,0
2020-08-19,217,9332,0
2020-08-20,217,9166,16
2020-08-21,217,8928,122
2020-08-24,217,8740,536
2020-08-25,217,8348,3808
2020-08-26,217,8208,6498
2020-08-27,217,8160,7850
2020-08-28,217,8122,8358
2020-08-31,217,7994,8818
2020-09-01,217,7752,8658
2020-09-02,217,7692,8512
2020-09-03,217,7774,9102
2020-09-04,217,8078,9674
