code,dt
A,2021-01-11
AAPL,2021-01-11
ABBV,2021-01-11
ABT,2021-01-11
ACGL,2021-01-11
ACN,2021-01-11
ADBE,2021-01-11
ADI,2021-01-11
ADM,2021-01-11
ADP,2021-01-11
ADSK,2021-01-11
AEE,2021-01-11
AEP,2021-01-11
AES,2021-01-11
AFL,2021-01-11
AIG,2021-01-11
AIZ,2021-01-11
AJG,2021-01-11
AKAM,2021-01-11
ALB,2021-01-11
ALGN,2021-01-11
ALL,2021-01-11
ALLE,2021-01-11
AMAT,2021-01-11
AMCR,2021-01-11
AMD,2021-01-11
AME,2021-01-11
AMGN,2021-01-11
AMP,2021-01-11
AMT,2021-01-11
AMZN,2021-01-11
ANET,2021-01-11
ANSS,2021-01-11
AON,2021-01-11
AOS,2021-01-11
APA,2021-01-11
APD,2021-01-11
APH,2021-01-11
APO,2021-01-11
APTV,2021-01-11
ARE,2021-01-11
ATO,2021-01-11
AVB,2021-01-11
AVGO,2021-01-11
AVY,2021-01-11
AWK,2021-01-11
AXON,2021-01-11
AXP,2021-01-11
AZO,2021-01-11
BA,2021-01-11
BAC,2021-01-11
BALL,2021-01-11
BAX,2021-01-11
BBY,2021-01-11
BDX,2021-01-11
BEN,2021-01-11
BG,2021-01-11
BK,2021-01-11
BKNG,2021-01-11
BKR,2021-01-11
BLDR,2021-01-11
BLK,2021-01-11
BMY,2021-01-11
BR,2021-01-11
BRO,2021-01-11
BSX,2021-01-11
BX,2021-01-11
BXP,2021-01-11
C,2021-01-11
CAG,2021-01-11
CAH,2021-01-11
CAT,2021-01-11
CB,2021-01-11
CBOE,2021-01-11
CBRE,2021-01-11
CCL,2021-01-11
CDNS,2021-01-11
CDW,2021-01-11
CF,2021-01-11
CFG,2021-01-11
CHD,2021-01-11
CHRW,2021-01-11
CHTR,2021-01-11
CI,2021-01-11
CINF,2021-01-11
CL,2021-01-11
CLX,2021-01-11
CMCSA,2021-01-11
CME,2021-01-11
CMG,2021-01-11
CMI,2021-01-11
CMS,2021-01-11
CNC,2021-01-11
CNP,2021-01-11
COF,2021-01-11
COO,2021-01-11
COP,2021-01-11
COR,2021-01-11
COST,2021-01-11
CPAY,2021-01-11
CPB,2021-01-11
CPRT,2021-01-11
CPT,2021-01-11
CRL,2021-01-11
CRM,2021-01-11
CRWD,2021-01-11
CSCO,2021-01-11
CSGP,2021-01-11
CSX,2021-01-11
CTAS,2021-01-11
CTRA,2021-01-11
CTSH,2021-01-11
CTVA,2021-01-11
CVS,2021-01-11
CVX,2021-01-11
CZR,2021-01-11
D,2021-01-11
DAL,2021-01-11
DAY,2021-01-11
DD,2021-01-11
DE,2021-01-11
DECK,2021-01-11
DELL,2021-01-11
DFS,2021-01-11
DG,2021-01-11
DGX,2021-01-11
DHI,2021-01-11
DHR,2021-01-11
DIS,2021-01-11
DLR,2021-01-11
DLTR,2021-01-11
DOC,2021-01-11
DOV,2021-01-11
DOW,2021-01-11
DPZ,2021-01-11
DRI,2021-01-11
DTE,2021-01-11
DUK,2021-01-11
DVA,2021-01-11
DVN,2021-01-11
DXCM,2021-01-11
EA,2021-01-11
EBAY,2021-01-11
ECL,2021-01-11
ED,2021-01-11
EFX,2021-01-11
EG,2021-01-11
EIX,2021-01-11
EL,2021-01-11
ELV,2021-01-11
EMN,2021-01-11
EMR,2021-01-11
ENPH,2021-01-11
EOG,2021-01-11
EPAM,2021-01-11
EQIX,2021-01-11
EQR,2021-01-11
EQT,2021-01-11
ERIE,2021-01-11
ES,2021-01-11
ESS,2021-01-11
ETN,2021-01-11
ETR,2021-01-11
EVRG,2021-01-11
EW,2021-01-11
EXC,2021-01-11
EXPD,2021-01-11
EXPE,2021-01-11
EXR,2021-01-11
F,2021-01-11
FANG,2021-01-11
FAST,2021-01-11
FCX,2021-01-11
FDS,2021-01-11
FDX,2021-01-11
FE,2021-01-11
FFIV,2021-01-11
FI,2021-01-11
FICO,2021-01-11
FIS,2021-01-11
FITB,2021-01-11
FOX,2021-01-11
FOXA,2021-01-11
FRT,2021-01-11
FSLR,2021-01-11
FTNT,2021-01-11
FTV,2021-01-11
GD,2021-01-11
GDDY,2021-01-11
GE,2021-01-11
GEN,2021-01-11
GILD,2021-01-11
GIS,2021-01-11
GL,2021-01-11
GLW,2021-01-11
GM,2021-01-11
GNRC,2021-01-11
GOOG,2021-01-11
GOOGL,2021-01-11
GPC,2021-01-11
GPN,2021-01-11
GRMN,2021-01-11
GS,2021-01-11
GWW,2021-01-11
HAL,2021-01-11
HAS,2021-01-11
HBAN,2021-01-11
HCA,2021-01-11
HD,2021-01-11
HES,2021-01-11
HIG,2021-01-11
HII,2021-01-11
HLT,2021-01-11
HOLX,2021-01-11
HON,2021-01-11
HPE,2021-01-11
HPQ,2021-01-11
HRL,2021-01-11
HSIC,2021-01-11
HST,2021-01-11
HSY,2021-01-11
HUBB,2021-01-11
HUM,2021-01-11
HWM,2021-01-11
IBM,2021-01-11
ICE,2021-01-11
IDXX,2021-01-11
IEX,2021-01-11
IFF,2021-01-11
INCY,2021-01-11
INTC,2021-01-11
INTU,2021-01-11
INVH,2021-01-11
IP,2021-01-11
IPG,2021-01-11
IQV,2021-01-11
IR,2021-01-11
IRM,2021-01-11
ISRG,2021-01-11
IT,2021-01-11
ITW,2021-01-11
IVZ,2021-01-11
J,2021-01-11
JBHT,2021-01-11
JBL,2021-01-11
JCI,2021-01-11
JKHY,2021-01-11
JNJ,2021-01-11
JNPR,2021-01-11
JPM,2021-01-11
K,2021-01-11
KDP,2021-01-11
KEY,2021-01-11
KEYS,2021-01-11
KHC,2021-01-11
KIM,2021-01-11
KKR,2021-01-11
KLAC,2021-01-11
KMB,2021-01-11
KMI,2021-01-11
KMX,2021-01-11
KO,2021-01-11
KR,2021-01-11
L,2021-01-11
LDOS,2021-01-11
LEN,2021-01-11
LH,2021-01-11
LHX,2021-01-11
LII,2021-01-11
LIN,2021-01-11
LKQ,2021-01-11
LLY,2021-01-11
LMT,2021-01-11
LNT,2021-01-11
LOW,2021-01-11
LRCX,2021-01-11
LULU,2021-01-11
LUV,2021-01-11
LVS,2021-01-11
LW,2021-01-11
LYB,2021-01-11
LYV,2021-01-11
MA,2021-01-11
MAA,2021-01-11
MAR,2021-01-11
MAS,2021-01-11
MCD,2021-01-11
MCHP,2021-01-11
MCK,2021-01-11
MCO,2021-01-11
MDLZ,2021-01-11
MDT,2021-01-11
MET,2021-01-11
META,2021-01-11
MGM,2021-01-11
MHK,2021-01-11
MKC,2021-01-11
MKTX,2021-01-11
MLM,2021-01-11
MMC,2021-01-11
MMM,2021-01-11
MNST,2021-01-11
MO,2021-01-11
MOH,2021-01-11
MOS,2021-01-11
MPC,2021-01-11
MPWR,2021-01-11
MRK,2021-01-11
MRNA,2021-01-11
MS,2021-01-11
MSCI,2021-01-11
MSFT,2021-01-11
MSI,2021-01-11
MTB,2021-01-11
MTCH,2021-01-11
MTD,2021-01-11
MU,2021-01-11
NCLH,2021-01-11
NDAQ,2021-01-11
NDSN,2021-01-11
NEE,2021-01-11
NEM,2021-01-11
NFLX,2021-01-11
NI,2021-01-11
NKE,2021-01-11
NOC,2021-01-11
NOW,2021-01-11
NRG,2021-01-11
NSC,2021-01-11
NTAP,2021-01-11
NTRS,2021-01-11
NUE,2021-01-11
NVDA,2021-01-11
NVR,2021-01-11
NWS,2021-01-11
NWSA,2021-01-11
NXPI,2021-01-11
O,2021-01-11
ODFL,2021-01-11
OKE,2021-01-11
OMC,2021-01-11
ON,2021-01-11
ORCL,2021-01-11
ORLY,2021-01-11
OXY,2021-01-11
PANW,2021-01-11
PARA,2021-01-11
PAYC,2021-01-11
PAYX,2021-01-11
PCAR,2021-01-11
PCG,2021-01-11
PEG,2021-01-11
PEP,2021-01-11
PFE,2021-01-11
PFG,2021-01-11
PG,2021-01-11
PGR,2021-01-11
PH,2021-01-11
PHM,2021-01-11
PKG,2021-01-11
PLD,2021-01-11
PM,2021-01-11
PNC,2021-01-11
PNR,2021-01-11
PNW,2021-01-11
PODD,2021-01-11
POOL,2021-01-11
PPG,2021-01-11
PPL,2021-01-11
PRU,2021-01-11
PSA,2021-01-11
PSX,2021-01-11
PTC,2021-01-11
PWR,2021-01-11
PYPL,2021-01-11
QCOM,2021-01-11
RCL,2021-01-11
REG,2021-01-11
REGN,2021-01-11
RF,2021-01-11
RJF,2021-01-11
RL,2021-01-11
RMD,2021-01-11
ROK,2021-01-11
ROL,2021-01-11
ROP,2021-01-11
ROST,2021-01-11
RSG,2021-01-11
RTX,2021-01-11
RVTY,2021-01-11
SBAC,2021-01-11
SBUX,2021-01-11
SCHW,2021-01-11
SHW,2021-01-11
SJM,2021-01-11
SLB,2021-01-11
SMCI,2021-01-11
SNA,2021-01-11
SNPS,2021-01-11
SO,2021-01-11
SPG,2021-01-11
SPGI,2021-01-11
SRE,2021-01-11
STE,2021-01-11
STLD,2021-01-11
STT,2021-01-11
STX,2021-01-11
STZ,2021-01-11
SWK,2021-01-11
SWKS,2021-01-11
SYF,2021-01-11
SYK,2021-01-11
SYY,2021-01-11
T,2021-01-11
TAP,2021-01-11
TDG,2021-01-11
TDY,2021-01-11
TECH,2021-01-11
TEL,2021-01-11
TER,2021-01-11
TFC,2021-01-11
TGT,2021-01-11
TJX,2021-01-11
TKO,2021-01-11
TMO,2021-01-11
TMUS,2021-01-11
TPL,2021-01-11
TPR,2021-01-11
TRGP,2021-01-11
TRMB,2021-01-11
TROW,2021-01-11
TRV,2021-01-11
TSCO,2021-01-11
TSLA,2021-01-11
TSN,2021-01-11
TT,2021-01-11
TTWO,2021-01-11
TXN,2021-01-11
TXT,2021-01-11
TYL,2021-01-11
UAL,2021-01-11
UBER,2021-01-11
UDR,2021-01-11
UHS,2021-01-11
ULTA,2021-01-11
UNH,2021-01-11
UNP,2021-01-11
UPS,2021-01-11
URI,2021-01-11
USB,2021-01-11
V,2021-01-11
VICI,2021-01-11
VLO,2021-01-11
VMC,2021-01-11
VRSK,2021-01-11
VRSN,2021-01-11
VRTX,2021-01-11
VST,2021-01-11
VTR,2021-01-11
VTRS,2021-01-11
VZ,2021-01-11
WAB,2021-01-11
WAT,2021-01-11
WBA,2021-01-11
WBD,2021-01-11
WDAY,2021-01-11
WDC,2021-01-11
WEC,2021-01-11
WELL,2021-01-11
WFC,2021-01-11
WM,2021-01-11
WMB,2021-01-11
WMT,2021-01-11
WRB,2021-01-11
WSM,2021-01-11
WST,2021-01-11
WTW,2021-01-11
WY,2021-01-11
WYNN,2021-01-11
XEL,2021-01-11
XOM,2021-01-11
XYL,2021-01-11
YUM,2021-01-11
ZBH,2021-01-11
ZBRA,2021-01-11
ZTS,2021-01-11
