sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.0020576143,0.0020576129,0.9271314,0.05519953,0.017669031
1,2024-05-13,0.0020576133,0.0020576133,0.99946564,0.00026720687,0.00026720687
1,2024-05-14,0.0020576129,0.002057613,0.9958849,0.0020575402,0.0020575402
1,2024-05-15,0.002057613,0.0020576133,0.97322285,8.179361e-10,0.026777184
1,2024-05-16,0.002057613,0.0020576136,0.9979265,5.660049e-06,0.0020678213
1,2024-05-17,0.0020576133,0.002057613,0.13361621,0.01273502,0.8536487
1,2024-05-20,0.002057613,0.0020576133,0.98889,2.1015103e-09,0.01110999
1,2024-05-21,0.0020576133,0.0020576136,0.8058145,0.18658295,0.0076025655
1,2024-05-22,0.002057613,0.002057613,0.9958848,9.1480873e-10,0.0041152267
1,2024-05-23,0.0020576133,0.002057613,0.00035092485,0.986713,0.01293608
1,2024-05-24,0.002057613,0.0020576136,1.0,5.149393e-09,5.1493947e-09
1,2024-05-28,0.0020576124,0.002057613,0.787374,0.09056561,0.12206033
1,2024-05-29,0.002057613,0.002057613,0.9945201,0.0002679251,0.0052119005
1,2024-05-30,0.0020576138,0.0020576133,0.9999804,9.055835e-06,1.05306235e-05
1,2024-05-31,0.0020576133,0.002057613,0.9999896,4.0946748e-06,6.2354875e-06
1,2024-06-03,0.0020576136,0.0020576126,0.9763456,0.011827206,0.011827206
1,2024-06-04,0.0020576129,0.0020576133,0.46338782,0.20848931,0.32812285
1,2024-06-05,0.0020576126,0.0020576126,0.9864264,2.2923536e-11,0.013573612
1,2024-06-06,0.0020576133,0.002057613,0.9519126,0.048087385,1.5207784e-14
1,2024-06-07,0.0020576129,0.0020576133,0.9979636,0.001268368,0.00076798024
