code,dt
A,2020-12-08
AAPL,2020-12-08
ABBV,2020-12-08
ABT,2020-12-08
ACGL,2020-12-08
ACN,2020-12-08
ADBE,2020-12-08
ADI,2020-12-08
ADM,2020-12-08
ADP,2020-12-08
ADSK,2020-12-08
AEE,2020-12-08
AEP,2020-12-08
AES,2020-12-08
AFL,2020-12-08
AIG,2020-12-08
AIZ,2020-12-08
AJG,2020-12-08
AKAM,2020-12-08
ALB,2020-12-08
ALGN,2020-12-08
ALL,2020-12-08
ALLE,2020-12-08
AMAT,2020-12-08
AMCR,2020-12-08
AMD,2020-12-08
AME,2020-12-08
AMGN,2020-12-08
AMP,2020-12-08
AMT,2020-12-08
AMZN,2020-12-08
ANET,2020-12-08
ANSS,2020-12-08
AON,2020-12-08
AOS,2020-12-08
APA,2020-12-08
APD,2020-12-08
APH,2020-12-08
APO,2020-12-08
APTV,2020-12-08
ARE,2020-12-08
ATO,2020-12-08
AVB,2020-12-08
AVGO,2020-12-08
AVY,2020-12-08
AWK,2020-12-08
AXON,2020-12-08
AXP,2020-12-08
AZO,2020-12-08
BA,2020-12-08
BAC,2020-12-08
BALL,2020-12-08
BAX,2020-12-08
BBY,2020-12-08
BDX,2020-12-08
BEN,2020-12-08
BG,2020-12-08
BK,2020-12-08
BKNG,2020-12-08
BKR,2020-12-08
BLDR,2020-12-08
BLK,2020-12-08
BMY,2020-12-08
BR,2020-12-08
BRO,2020-12-08
BSX,2020-12-08
BX,2020-12-08
BXP,2020-12-08
C,2020-12-08
CAG,2020-12-08
CAH,2020-12-08
CAT,2020-12-08
CB,2020-12-08
CBOE,2020-12-08
CBRE,2020-12-08
CCL,2020-12-08
CDNS,2020-12-08
CDW,2020-12-08
CF,2020-12-08
CFG,2020-12-08
CHD,2020-12-08
CHRW,2020-12-08
CHTR,2020-12-08
CI,2020-12-08
CINF,2020-12-08
CL,2020-12-08
CLX,2020-12-08
CMCSA,2020-12-08
CME,2020-12-08
CMG,2020-12-08
CMI,2020-12-08
CMS,2020-12-08
CNC,2020-12-08
CNP,2020-12-08
COF,2020-12-08
COO,2020-12-08
COP,2020-12-08
COR,2020-12-08
COST,2020-12-08
CPAY,2020-12-08
CPB,2020-12-08
CPRT,2020-12-08
CPT,2020-12-08
CRL,2020-12-08
CRM,2020-12-08
CRWD,2020-12-08
CSCO,2020-12-08
CSGP,2020-12-08
CSX,2020-12-08
CTAS,2020-12-08
CTRA,2020-12-08
CTSH,2020-12-08
CTVA,2020-12-08
CVS,2020-12-08
