sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082954,0.0046082945,0.40467906,0.4395361,0.1557849
1,2025-02-07,0.004608295,0.0046082945,0.36394924,0.48033175,0.15571904
1,2025-02-10,0.004608295,0.0046082954,0.00050674716,0.9994721,2.1258964e-05
1,2025-02-11,0.004608295,0.0046082954,0.19354902,6.5394204e-07,0.80645025
1,2025-02-12,0.0046082945,0.0046082945,0.1872015,0.0064546675,0.8063438
1,2025-02-13,0.004608295,0.0046082954,0.0005709945,0.00056513405,0.9988638
1,2025-02-14,0.004608295,0.0046082954,0.10360062,0.6945127,0.20188665
1,2025-02-17,0.004608295,0.004608295,4.3724817e-06,0.49999446,0.5000012
1,2025-02-18,0.004608294,0.0046082954,0.99999875,1.1863916e-07,1.1725763e-06
1,2025-02-19,0.0046082945,0.004608295,0.030433573,0.80702806,0.16253832
1,2025-02-20,0.0046082954,0.004608294,0.0046224464,0.3416688,0.65370876
1,2025-02-21,0.0046082954,0.0046082945,0.9677143,1.484022e-05,0.032270826
1,2025-02-24,0.0046082945,0.0046082945,0.15688953,0.18069585,0.6624146
1,2025-02-25,0.004608295,0.0046082945,0.006850847,0.19891001,0.79423916
1,2025-02-26,0.0046082945,0.0046082954,0.43772146,0.44397852,0.11830001
1,2025-02-27,0.0046082954,0.0046082954,0.43091914,0.23060551,0.33847535
1,2025-02-28,0.0046082954,0.004608295,0.13430865,0.145149,0.72054225
1,2025-03-03,0.004608295,0.0046082945,0.028551374,0.010767054,0.96068156
1,2025-03-04,0.0046082945,0.004608295,0.00017234219,0.9995635,0.00026414523
1,2025-03-05,0.0046082945,0.0046082945,0.013919972,0.98603475,4.525539e-05
