code,dt
000001SZ,2020-05-19
000002SZ,2020-05-19
000157SZ,2020-05-19
000166SZ,2020-05-19
000333SZ,2020-05-19
000338SZ,2020-05-19
000538SZ,2020-05-19
000568SZ,2020-05-19
000596SZ,2020-05-19
000617SZ,2020-05-19
000625SZ,2020-05-19
000651SZ,2020-05-19
000661SZ,2020-05-19
000708SZ,2020-05-19
000725SZ,2020-05-19
000768SZ,2020-05-19
000776SZ,2020-05-19
000786SZ,2020-05-19
000800SZ,2020-05-19
000807SZ,2020-05-19
000858SZ,2020-05-19
000876SZ,2020-05-19
000895SZ,2020-05-19
000938SZ,2020-05-19
000963SZ,2020-05-19
000999SZ,2020-05-19
001965SZ,2020-05-19
002001SZ,2020-05-19
002007SZ,2020-05-19
002027SZ,2020-05-19
002028SZ,2020-05-19
002050SZ,2020-05-19
002129SZ,2020-05-19
002179SZ,2020-05-19
002230SZ,2020-05-19
002236SZ,2020-05-19
002241SZ,2020-05-19
002271SZ,2020-05-19
002304SZ,2020-05-19
002311SZ,2020-05-19
002371SZ,2020-05-19
002415SZ,2020-05-19
002422SZ,2020-05-19
002459SZ,2020-05-19
002460SZ,2020-05-19
002463SZ,2020-05-19
002466SZ,2020-05-19
002475SZ,2020-05-19
002493SZ,2020-05-19
002555SZ,2020-05-19
002594SZ,2020-05-19
002601SZ,2020-05-19
002648SZ,2020-05-19
002709SZ,2020-05-19
002714SZ,2020-05-19
002916SZ,2020-05-19
002920SZ,2020-05-19
002938SZ,2020-05-19
003816SZ,2020-05-19
300014SZ,2020-05-19
300033SZ,2020-05-19
300059SZ,2020-05-19
300122SZ,2020-05-19
300124SZ,2020-05-19
300274SZ,2020-05-19
300308SZ,2020-05-19
300316SZ,2020-05-19
300347SZ,2020-05-19
300394SZ,2020-05-19
300408SZ,2020-05-19
300413SZ,2020-05-19
300418SZ,2020-05-19
300433SZ,2020-05-19
300450SZ,2020-05-19
300498SZ,2020-05-19
300502SZ,2020-05-19
300628SZ,2020-05-19
300661SZ,2020-05-19
300750SZ,2020-05-19
300759SZ,2020-05-19
300760SZ,2020-05-19
300782SZ,2020-05-19
600000SS,2020-05-19
600010SS,2020-05-19
600011SS,2020-05-19
600015SS,2020-05-19
600016SS,2020-05-19
600018SS,2020-05-19
600019SS,2020-05-19
600023SS,2020-05-19
600025SS,2020-05-19
600026SS,2020-05-19
600028SS,2020-05-19
600029SS,2020-05-19
600031SS,2020-05-19
600036SS,2020-05-19
600048SS,2020-05-19
600050SS,2020-05-19
600061SS,2020-05-19
600085SS,2020-05-19
600089SS,2020-05-19
600104SS,2020-05-19
600111SS,2020-05-19
600115SS,2020-05-19
600161SS,2020-05-19
600183SS,2020-05-19
600188SS,2020-05-19
600196SS,2020-05-19
600219SS,2020-05-19
600233SS,2020-05-19
600276SS,2020-05-19
600309SS,2020-05-19
600332SS,2020-05-19
600346SS,2020-05-19
600362SS,2020-05-19
600377SS,2020-05-19
600406SS,2020-05-19
600415SS,2020-05-19
600426SS,2020-05-19
600436SS,2020-05-19
600438SS,2020-05-19
600489SS,2020-05-19
600519SS,2020-05-19
600570SS,2020-05-19
600585SS,2020-05-19
600588SS,2020-05-19
600600SS,2020-05-19
600660SS,2020-05-19
600674SS,2020-05-19
600741SS,2020-05-19
600760SS,2020-05-19
600795SS,2020-05-19
600809SS,2020-05-19
600875SS,2020-05-19
600886SS,2020-05-19
600887SS,2020-05-19
600926SS,2020-05-19
600989SS,2020-05-19
601006SS,2020-05-19
601009SS,2020-05-19
601012SS,2020-05-19
601021SS,2020-05-19
601058SS,2020-05-19
601066SS,2020-05-19
601088SS,2020-05-19
601100SS,2020-05-19
601117SS,2020-05-19
601138SS,2020-05-19
601166SS,2020-05-19
601169SS,2020-05-19
601186SS,2020-05-19
601225SS,2020-05-19
601229SS,2020-05-19
601238SS,2020-05-19
601288SS,2020-05-19
601318SS,2020-05-19
601319SS,2020-05-19
601328SS,2020-05-19
601336SS,2020-05-19
601360SS,2020-05-19
601390SS,2020-05-19
601398SS,2020-05-19
601600SS,2020-05-19
601601SS,2020-05-19
601607SS,2020-05-19
601618SS,2020-05-19
601628SS,2020-05-19
601633SS,2020-05-19
601658SS,2020-05-19
601668SS,2020-05-19
601669SS,2020-05-19
601688SS,2020-05-19
601689SS,2020-05-19
601698SS,2020-05-19
601699SS,2020-05-19
601766SS,2020-05-19
601788SS,2020-05-19
601799SS,2020-05-19
601800SS,2020-05-19
601808SS,2020-05-19
601816SS,2020-05-19
601818SS,2020-05-19
601838SS,2020-05-19
601857SS,2020-05-19
601865SS,2020-05-19
601872SS,2020-05-19
601877SS,2020-05-19
601878SS,2020-05-19
601881SS,2020-05-19
601888SS,2020-05-19
601899SS,2020-05-19
601901SS,2020-05-19
601919SS,2020-05-19
601939SS,2020-05-19
601985SS,2020-05-19
601988SS,2020-05-19
601998SS,2020-05-19
603019SS,2020-05-19
603195SS,2020-05-19
603259SS,2020-05-19
603260SS,2020-05-19
603288SS,2020-05-19
603369SS,2020-05-19
603501SS,2020-05-19
603659SS,2020-05-19
603799SS,2020-05-19
603806SS,2020-05-19
603833SS,2020-05-19
603986SS,2020-05-19
603993SS,2020-05-19
688008SS,2020-05-19
688009SS,2020-05-19
688012SS,2020-05-19
688036SS,2020-05-19
688111SS,2020-05-19
688169SS,2020-05-19
688396SS,2020-05-19
