date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24740,11480,7082,1498,8420,282,5188,467
2020-05-08,200,23998,12208,7342,1630,7692,277,4557,538
2020-05-11,200,23226,12753,7324,1862,7147,339,4189,592
2020-05-12,200,22246,10242,5801,2206,9658,382,5222,721
2020-05-13,200,21536,9210,4463,2438,10690,566,6205,653
2020-05-14,200,21112,14335,7484,2624,5565,337,2972,975
2020-05-15,200,20340,12771,6292,3092,7129,484,3778,1062
2020-05-18,200,20026,14282,7120,3192,5618,361,2793,1235
2020-05-19,200,20120,10475,5339,3158,9425,659,4621,920
2020-05-20,200,20304,12619,6390,3218,7281,489,3662,1120
2020-05-21,200,20334,11346,5795,3244,8554,682,4272,940
2020-05-22,200,20000,11184,5739,3370,8716,678,4161,1007
2020-05-26,200,19530,12816,6316,3220,7084,546,3349,1064
2020-05-27,200,18656,15554,7222,3326,4346,394,2006,1269
2020-05-28,200,17792,13132,5879,3824,6768,579,2917,1333
2020-05-29,200,17146,13965,6127,4266,5935,730,2346,1403
2020-06-01,200,17314,12392,5220,4322,7508,863,3337,1298
2020-06-02,200,17668,12897,5521,4246,7003,677,3213,1446
2020-06-03,200,18190,12607,5579,4168,7293,661,3416,1423
2020-06-04,200,18694,13541,6085,4126,6359,594,3162,1469
2020-06-05,200,19334,14370,6927,3952,5530,448,2640,1528
2020-06-08,200,19722,14783,7154,3826,5117,409,2607,1504
2020-06-09,200,19892,12469,6227,4070,7431,673,3619,1362
2020-06-10,200,20218,11642,6115,4420,8258,988,3894,1222
2020-06-11,200,20418,6061,2683,4166,13839,1311,7426,772
2020-06-12,200,20796,8574,4211,4046,11326,1099,6087,924
2020-06-15,200,21156,12153,6512,3844,7747,708,3966,1214
2020-06-16,200,21302,11561,6044,3836,8339,841,4507,1077
2020-06-17,200,21502,10312,5346,4000,9588,941,5305,1059
2020-06-18,200,21364,10240,5325,4026,9660,941,5257,1072
2020-06-19,200,21066,7532,3433,3914,12368,1134,7000,823
2020-06-22,200,20638,12159,6042,3822,7741,725,4177,1186
2020-06-23,200,20332,11146,5268,3748,8754,738,4798,1136
2020-06-24,200,19980,8903,3725,3732,10997,902,6165,964
2020-06-25,200,19464,12378,5767,3716,7522,706,3865,1152
2020-06-26,200,18976,7264,3079,3756,12636,1090,6309,788
2020-06-29,200,18584,10896,4995,3794,9004,891,4197,1006
2020-06-30,200,18016,12725,5497,3884,7175,699,3411,1243
2020-07-01,200,17134,8604,3315,4074,11296,1048,5152,989
2020-07-02,200,16372,8118,2959,4058,11782,1016,5127,1013
2020-07-06,200,14962,10425,3685,4112,9475,901,3696,1155
2020-07-07,200,13088,9169,2673,4916,10731,1200,3771,1258
2020-07-08,200,11786,11719,3151,6048,8181,1043,2642,1981
2020-07-09,200,10924,9926,2287,7358,9974,1304,3075,2375
2020-07-10,200,11028,8986,2197,7784,10914,1952,3217,1940
2020-07-13,200,11234,7286,1864,7988,12614,2221,3653,1773
2020-07-14,200,11084,12188,3197,8254,7712,1471,2245,2656
2020-07-15,200,11286,13571,3808,7866,6329,1135,1735,2798
2020-07-16,200,11492,9456,2662,7722,10444,1897,2984,1964
2020-07-17,200,11716,10167,2924,7462,9733,1868,2834,1863
2020-07-20,200,12060,10868,3051,7176,9032,1620,2879,1968
2020-07-21,200,12544,11882,3768,6632,8018,1310,2404,2006
2020-07-22,200,12928,10017,3056,6702,9883,1685,3308,1666
2020-07-23,200,13154,10442,3489,6552,9458,1612,2988,1664
2020-07-24,200,13170,9453,2882,6528,10447,1615,3603,1649
2020-07-27,200,12984,11709,3603,6516,8191,1357,2789,1901
2020-07-28,200,12930,9628,3023,6658,10272,1624,3342,1705
2020-07-29,200,12688,11421,3608,6608,8479,1412,2636,1892
2020-07-30,200,12338,11807,3562,6514,8093,1286,2507,1971
2020-07-31,200,12218,10430,2978,6574,9470,1453,3031,1834
2020-08-03,200,11998,13431,3972,6588,6469,991,1927,2303
2020-08-04,200,11754,13487,3892,6156,6413,880,1885,2198
2020-08-05,200,11918,12782,3758,5442,7118,984,2101,1737
2020-08-06,200,11802,11856,3697,4986,8044,996,2104,1497
2020-08-07,200,12094,11823,3484,4884,8077,929,2463,1513
2020-08-10,200,12674,12182,3840,4938,7718,874,2397,1595
2020-08-11,200,13056,12777,4218,5124,7123,743,2210,1819
2020-08-12,200,13400,13421,4417,5568,6479,775,2183,2009
2020-08-13,200,13568,10996,3528,5752,8904,1185,3156,1691
2020-08-14,200,13522,10499,3293,5960,9401,1385,3368,1595
2020-08-17,200,13614,12790,4372,6236,7110,1100,2335,2018
2020-08-18,200,13354,11997,4093,6728,7903,1361,2484,2003
2020-08-19,200,13138,10740,3614,7008,9160,1615,2855,1889
2020-08-20,200,13020,9858,3126,7242,10042,1650,3284,1971
2020-08-21,200,13034,10687,3481,7120,9213,1437,2936,2123
2020-08-24,200,13236,10606,3448,7136,9294,1466,3070,2102
2020-08-25,200,13422,10251,3358,7160,9649,1662,3253,1918
2020-08-26,200,13520,9220,2998,7092,10680,1767,3662,1779
2020-08-27,200,13538,9660,3026,7112,10240,1772,3643,1784
2020-08-28,200,13640,10653,3598,7196,9247,1616,3122,1982
2020-08-31,200,13676,11468,3576,7206,8432,1292,3162,2311
2020-09-01,200,13460,13243,4272,7132,6657,1107,2358,2459
2020-09-02,200,12920,13174,4066,7056,6726,1057,2294,2471
2020-09-03,200,12960,7271,2279,7092,12629,2089,4101,1457
2020-09-04,200,12760,10120,3086,6512,9780,1596,3194,1660
