epoch,loss
1,0.28358145053650896
2,0.12336570252398789
3,0.0906791913490053
4,0.07212728841580689
5,0.05740728787018846
6,0.046551411348441575
7,0.03800288072427914
8,0.031005472755214484
9,0.025613012213388412
10,0.021479516529609735
11,0.01840430383221094
12,0.01584804549156563
13,0.013258625336642028
14,0.010059346850247737
15,0.0078510916188698
16,0.0055478377604621185
17,0.0024798024047434
18,-0.00037442219784973493
19,-0.002666895169506615
20,-0.004797570756365847
21,-0.006832253068721698
22,-0.009121208835068574
23,-0.0116748061472124
24,-0.014068742370154052
25,-0.016228062040572606
26,-0.018376686966092265
27,-0.020752577498537404
28,-0.023105761776061415
29,-0.025287895866469352
30,-0.027341644480089418
