code,dt
A,2021-07-01
AAPL,2021-07-01
ABBV,2021-07-01
ABT,2021-07-01
ACGL,2021-07-01
ACN,2021-07-01
ADBE,2021-07-01
ADI,2021-07-01
ADM,2021-07-01
ADP,2021-07-01
ADSK,2021-07-01
AEE,2021-07-01
AEP,2021-07-01
AES,2021-07-01
AFL,2021-07-01
AIG,2021-07-01
AIZ,2021-07-01
AJG,2021-07-01
AKAM,2021-07-01
ALB,2021-07-01
ALGN,2021-07-01
ALL,2021-07-01
ALLE,2021-07-01
AMAT,2021-07-01
AMCR,2021-07-01
AMD,2021-07-01
AME,2021-07-01
AMGN,2021-07-01
AMP,2021-07-01
AMT,2021-07-01
AMZN,2021-07-01
ANET,2021-07-01
ANSS,2021-07-01
AON,2021-07-01
AOS,2021-07-01
APA,2021-07-01
APD,2021-07-01
APH,2021-07-01
APO,2021-07-01
APTV,2021-07-01
ARE,2021-07-01
ATO,2021-07-01
AVB,2021-07-01
AVGO,2021-07-01
AVY,2021-07-01
AWK,2021-07-01
AXON,2021-07-01
AXP,2021-07-01
AZO,2021-07-01
BA,2021-07-01
BAC,2021-07-01
BALL,2021-07-01
BAX,2021-07-01
BBY,2021-07-01
BDX,2021-07-01
BEN,2021-07-01
BG,2021-07-01
BK,2021-07-01
BKNG,2021-07-01
BKR,2021-07-01
BLDR,2021-07-01
BLK,2021-07-01
BMY,2021-07-01
BR,2021-07-01
BRO,2021-07-01
BSX,2021-07-01
BX,2021-07-01
BXP,2021-07-01
C,2021-07-01
CAG,2021-07-01
CAH,2021-07-01
CAT,2021-07-01
CB,2021-07-01
CBOE,2021-07-01
CBRE,2021-07-01
CCL,2021-07-01
CDNS,2021-07-01
CDW,2021-07-01
CF,2021-07-01
CFG,2021-07-01
CHD,2021-07-01
CHRW,2021-07-01
CHTR,2021-07-01
CI,2021-07-01
CINF,2021-07-01
CL,2021-07-01
CLX,2021-07-01
CMCSA,2021-07-01
CME,2021-07-01
CMG,2021-07-01
CMI,2021-07-01
CMS,2021-07-01
CNC,2021-07-01
CNP,2021-07-01
COF,2021-07-01
COO,2021-07-01
COP,2021-07-01
COR,2021-07-01
COST,2021-07-01
CPAY,2021-07-01
CPB,2021-07-01
CPRT,2021-07-01
CPT,2021-07-01
CRL,2021-07-01
CRM,2021-07-01
CRWD,2021-07-01
CSCO,2021-07-01
CSGP,2021-07-01
CSX,2021-07-01
CTAS,2021-07-01
CTRA,2021-07-01
CTSH,2021-07-01
CTVA,2021-07-01
CVS,2021-07-01
CVX,2021-07-01
CZR,2021-07-01
D,2021-07-01
DAL,2021-07-01
DAY,2021-07-01
DD,2021-07-01
DE,2021-07-01
DECK,2021-07-01
DELL,2021-07-01
DFS,2021-07-01
DG,2021-07-01
DGX,2021-07-01
DHI,2021-07-01
DHR,2021-07-01
DIS,2021-07-01
DLR,2021-07-01
DLTR,2021-07-01
DOC,2021-07-01
DOV,2021-07-01
DOW,2021-07-01
DPZ,2021-07-01
DRI,2021-07-01
DTE,2021-07-01
DUK,2021-07-01
DVA,2021-07-01
DVN,2021-07-01
DXCM,2021-07-01
EA,2021-07-01
EBAY,2021-07-01
ECL,2021-07-01
ED,2021-07-01
EFX,2021-07-01
EG,2021-07-01
EIX,2021-07-01
EL,2021-07-01
ELV,2021-07-01
EMN,2021-07-01
EMR,2021-07-01
ENPH,2021-07-01
EOG,2021-07-01
EPAM,2021-07-01
