epoch,loss
1,0.9236019746024052
2,0.8099452834141191
3,0.7528133011368546
4,0.710912160390978
5,0.6773672255302003
6,0.6504193071253114
7,0.62790787292064
8,0.6086722482036754
9,0.591167486441222
10,0.5753959915058899
11,0.5616616123691356
12,0.5497558238045098
13,0.5396055885136692
14,0.530900924029865
15,0.5233602712670673
16,0.5166390429834938
17,0.5103984144351482
18,0.5046248187136707
19,0.4991736144328108
20,0.49393368105932106
21,0.4891055524657284
22,0.4845284002986242
23,0.480186278926303
24,0.4760694885780471
25,0.47201699637572003
26,0.46805130993678523
27,0.4643045223017294
28,0.4604986619082347
29,0.45680612895599837
30,0.45299274071240153
