epoch,loss
1,0.910718883362698
2,0.8364172355455474
3,0.7863141555963218
4,0.7626254125958183
5,0.7482331387609553
6,0.7369620111720977
7,0.7274534240276542
8,0.7192689086126314
9,0.7119956976895763
10,0.70529079151956
11,0.6990405535590715
12,0.6931131284967736
13,0.6873780262777551
14,0.6817629160382093
15,0.6763152884281686
16,0.6710634391817247
17,0.6660717663869622
18,0.6613146578528446
19,0.6568437285123419
20,0.6526962691651923
21,0.6488668535348067
22,0.6453478248470775
23,0.6420827209739954
24,0.6390092250353727
25,0.6360706878721886
26,0.6332862029853721
27,0.6306192166217117
28,0.6279943869259685
29,0.6254282329547642
30,0.6228977147235634
