epoch,loss
1,0.49796349131723044
2,0.3395335366768985
3,0.304881951385318
4,0.28658069629135696
5,0.2730114341829706
6,0.26141711622003044
7,0.2508765429309629
8,0.24142258712305165
9,0.23329951732153154
10,0.22637120451703985
11,0.22016888436926677
12,0.21426211011820395
13,0.2084325364043961
14,0.20254472369819007
15,0.19663519705136845
16,0.19063878716160498
17,0.1846132127741748
18,0.17865337850172924
19,0.17291074911654467
20,0.1672421858374514
21,0.16165163280246492
22,0.15607266650491164
23,0.15043904791319518
24,0.14463192270474182
25,0.13910879292655384
26,0.13408103244095326
27,0.1291775725360325
28,0.1245734859169592
29,0.12020963298295502
30,0.11603962152636954
