date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-12,217,14558,28810,13556,7149,12943,14558,5872,16238,8369,2899,7362,5872,0,52,8
2020-05-13,217,14638,28732,13564,7184,12981,14638,5804,16230,8355,2863,7370,5804,0,38,7
2020-05-14,217,14554,28558,13435,7143,12817,14554,5714,16380,8390,2792,7356,5714,0,43,15
2020-05-15,217,15032,28864,13532,7251,12757,15032,5472,16084,8222,2591,7083,5472,0,66,44
2020-05-18,217,15274,29474,14333,7356,13304,15274,5166,15448,7481,2388,6419,5166,0,98,69
2020-05-19,217,15158,29636,14442,7266,13312,15158,5088,15228,7500,2337,6328,5088,0,122,80
2020-05-20,217,14842,29036,14519,7187,13336,14842,5198,15474,7460,2435,6482,5198,0,88,56
2020-05-21,217,15088,28972,14426,7392,13466,15088,5550,15422,7351,2650,6539,5550,0,31,16
2020-05-22,217,16688,31242,15625,8226,14792,16688,4804,14016,6171,2073,5663,4804,0,14,45
2020-05-25,217,19308,33814,16555,9513,16051,19308,3930,11690,5743,1841,5085,3930,0,47,30
2020-05-26,217,20404,34526,17154,10046,16543,20404,3892,10878,5059,1826,4659,3892,0,33,49
2020-05-27,217,20732,34566,16959,10142,16432,20732,3786,10606,5313,1817,4795,3786,0,55,23
2020-05-28,217,20982,34228,17055,10342,16467,20982,3666,10764,5206,1783,4754,3666,0,35,17
2020-05-29,217,21544,33194,16567,10670,15945,21544,3882,11478,5840,1883,5168,3882,0,33,17
2020-06-01,217,21902,33490,16599,10742,15876,21902,3590,11080,6482,1747,5208,3590,0,152,35
2020-06-02,217,22680,35254,17548,11248,17036,22680,3246,9634,5329,1578,4578,3246,0,53,30
2020-06-03,217,22938,36486,18133,11388,17702,22938,3008,8490,4622,1467,4049,3008,0,16,10
2020-06-04,217,22918,37018,18678,11430,18177,22918,2936,8170,3874,1420,3559,2936,0,7,6
2020-06-05,217,22378,36912,18519,11172,18139,22378,2944,8416,4153,1447,3847,2944,0,7,7
2020-06-08,217,21578,35808,17570,10746,17209,21578,3024,9038,4848,1493,4194,3024,0,16,7
2020-06-09,217,21598,35418,17436,10770,16909,21598,3182,9336,5025,1566,4333,3182,0,17,11
2020-06-10,217,21760,35610,17757,10844,17191,21760,3410,9668,4711,1653,4288,3410,0,18,18
2020-06-11,217,21672,35398,18012,10743,17231,21672,3512,9658,4398,1604,3996,3512,0,16,49
2020-06-12,217,21658,35450,17775,10696,17050,21658,3318,9528,4636,1584,4067,3318,0,46,34
2020-06-15,217,21578,35392,17740,10724,17119,21578,3482,9620,4850,1703,4322,3482,0,27,17
2020-06-16,217,21208,34754,17320,10588,16838,21208,3694,10214,5297,1828,4682,3694,0,11,7
2020-06-17,217,20894,34590,17367,10438,16735,20894,3910,10474,5206,1941,4723,3910,0,3,8
2020-06-18,217,20536,34530,17215,10257,16735,20536,4002,10630,5446,1990,4969,4002,0,5,5
2020-06-19,217,19224,34262,16970,9574,16395,19224,3872,10692,5565,1911,4928,3872,0,19,13
2020-06-22,217,17022,32718,16088,8451,15360,17022,4178,11868,6210,2064,5403,4178,0,19,14
2020-06-23,217,15512,31102,14770,7644,13989,15512,4352,13108,7250,2146,5888,4352,0,44,11
2020-06-24,217,14614,29088,13429,7149,12736,14614,4544,14876,8200,2245,6727,4544,0,48,5
2020-06-29,217,13138,27078,12380,6363,11438,13138,4868,16846,9081,2355,7315,4868,0,70,18
