sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082954,0.004608295,0.8028162,0.022974666,0.17420912
1,2025-02-07,0.0046082945,0.004608295,0.9964358,0.0009894999,0.0025746394
1,2025-02-10,0.0046082954,0.0046082945,1.0,6.871867e-11,3.7457953e-11
1,2025-02-11,0.0046082954,0.004608295,0.9256014,0.074398585,1.8135818e-10
1,2025-02-12,0.0046082954,0.0046082945,0.005304734,0.7775971,0.21709813
1,2025-02-13,0.0046082954,0.004608296,1.0,2.2556771e-15,2.7798588e-15
1,2025-02-14,0.0046082954,0.0046082954,0.6185448,0.11431707,0.2671381
1,2025-02-17,0.0046082945,0.0046082945,0.5949107,0.07918873,0.32590067
1,2025-02-18,0.0046082954,0.004608296,0.19330806,0.017453186,0.7892388
1,2025-02-19,0.0046082954,0.004608296,0.99970764,1.1616406e-06,0.0002912562
1,2025-02-20,0.004608295,0.0046082945,0.28213546,0.7178646,1.808068e-11
1,2025-02-21,0.004608295,0.0046082945,0.8770033,4.163468e-08,0.12299665
1,2025-02-24,0.0046082945,0.0046082954,0.28037474,1.696518e-08,0.71962523
1,2025-02-25,0.0046082954,0.0046082945,1.8643853e-09,1.0,1.8639754e-09
1,2025-02-26,0.0046082945,0.0046082954,0.99999976,1.7519515e-07,1.1899448e-07
1,2025-02-27,0.0046082945,0.0046082954,0.99994767,2.8719958e-09,5.2264528e-05
1,2025-02-28,0.0046082954,0.0046082954,0.9999976,1.1791931e-06,1.1913372e-06
1,2025-03-03,0.0046082945,0.0046082945,0.99867755,0.00038350167,0.00093893823
1,2025-03-04,0.0046082945,0.0046082945,0.7664987,0.21160312,0.021898167
1,2025-03-05,0.0046082954,0.0046082945,0.65120506,0.16552284,0.18327221
