epoch,snapshot_date,stage,h_min,h_max,h_mean,h_std
0,2020-05-08,feature_encoded,-2.5375242233276367,2.819220542907715,-2.38418573772492e-09,1.0000278949737549
0,2020-05-08,after_ODE,-2.7552390098571777,2.639347553253174,-0.04124973341822624,0.9908874034881592
0,2020-05-08,post_ODE,-2.7552390098571777,2.639347553253174,-0.04124973341822624,0.9908874034881592
0,2020-05-08,post_loss,-2.7552390098571777,2.639347553253174,-0.04124973341822624,0.9908874034881592
0,2020-05-11,feature_encoded,-2.536745309829712,2.846691370010376,0.00012247801350895315,0.9998210668563843
0,2020-05-11,after_ODE,-2.786947727203369,3.011155366897583,-0.03151695802807808,0.9789313077926636
0,2020-05-11,post_ODE,-2.786947727203369,3.011155366897583,-0.03151695802807808,0.9789313077926636
0,2020-05-11,post_loss,-2.786947727203369,3.011155366897583,-0.03151695802807808,0.9789313077926636
0,2020-05-12,feature_encoded,-2.6407978534698486,3.008995532989502,8.683562191436067e-05,0.9995668530464172
0,2020-05-12,after_ODE,-2.878528118133545,2.624345541000366,-0.011252076365053654,0.969245970249176
0,2020-05-12,post_ODE,-2.878528118133545,2.624345541000366,-0.011252076365053654,0.969245970249176
0,2020-05-12,post_loss,-2.878528118133545,2.624345541000366,-0.011252076365053654,0.969245970249176
0,2020-05-13,feature_encoded,-2.6694202423095703,2.7253501415252686,6.057501013856381e-05,0.9995073080062866
0,2020-05-13,after_ODE,-2.7868411540985107,2.489306926727295,0.016245804727077484,0.9265180230140686
0,2020-05-13,post_ODE,-2.7868411540985107,2.489306926727295,0.016245804727077484,0.9265180230140686
0,2020-05-13,post_loss,-2.7868411540985107,2.489306926727295,0.016245804727077484,0.9265180230140686
0,2020-05-14,feature_encoded,-2.5608346462249756,2.6758549213409424,0.00028484463109634817,0.9993246793746948
0,2020-05-14,after_ODE,-2.502396821975708,2.950115919113159,0.0015260600484907627,0.9296538829803467
0,2020-05-14,post_ODE,-2.502396821975708,2.950115919113159,0.0015260600484907627,0.9296538829803467
0,2020-05-14,post_loss,-2.502396821975708,2.950115919113159,0.0015260600484907627,0.9296538829803467
0,2020-05-15,feature_encoded,-2.508357048034668,2.9287846088409424,0.0004705047467723489,0.9990246295928955
0,2020-05-15,after_ODE,-2.7018322944641113,2.8256173133850098,0.0056062983348965645,0.9393651485443115
0,2020-05-15,post_ODE,-2.7018322944641113,2.8256173133850098,0.0056062983348965645,0.9393651485443115
0,2020-05-15,post_loss,-2.7018322944641113,2.8256173133850098,0.0056062983348965645,0.9393651485443115
0,2020-05-18,feature_encoded,-2.5948128700256348,2.9801695346832275,0.0005353212472982705,0.9986303448677063
0,2020-05-18,after_ODE,-3.0032684803009033,2.960063934326172,-0.018146010115742683,0.9556167125701904
0,2020-05-18,post_ODE,-3.0032684803009033,2.960063934326172,-0.018146010115742683,0.9556167125701904
0,2020-05-18,post_loss,-3.0032684803009033,2.960063934326172,-0.018146010115742683,0.9556167125701904
0,2020-05-19,feature_encoded,-2.5505409240722656,2.863638401031494,0.0005427479627542198,0.998516857624054
0,2020-05-19,after_ODE,-3.1413071155548096,2.8937768936157227,-0.011881658807396889,0.962270200252533
0,2020-05-19,post_ODE,-3.1413071155548096,2.8937768936157227,-0.011881658807396889,0.962270200252533
0,2020-05-19,post_loss,-3.1413071155548096,2.8937768936157227,-0.011881658807396889,0.962270200252533
0,2020-05-20,feature_encoded,-2.405972719192505,3.0618276596069336,0.0006451428052969277,0.998315155506134
0,2020-05-20,after_ODE,-2.9221832752227783,3.31183123588562,-0.021975528448820114,0.9603805541992188
0,2020-05-20,post_ODE,-2.9221832752227783,3.31183123588562,-0.021975528448820114,0.9603805541992188
0,2020-05-20,post_loss,-2.9221832752227783,3.31183123588562,-0.021975528448820114,0.9603805541992188
0,2020-05-21,feature_encoded,-2.493544340133667,3.0253567695617676,0.0005741965724155307,0.9980872869491577
0,2020-05-21,after_ODE,-2.94205904006958,2.9306485652923584,-0.02112398110330105,0.9632126688957214
0,2020-05-21,post_ODE,-2.94205904006958,2.9306485652923584,-0.02112398110330105,0.9632126688957214
0,2020-05-21,post_loss,-2.94205904006958,2.9306485652923584,-0.02112398110330105,0.9632126688957214
0,2020-05-22,feature_encoded,-2.444185495376587,2.8515212535858154,0.0005994904204271734,0.997842013835907
0,2020-05-22,after_ODE,-2.905758857727051,2.7474892139434814,-0.01666521094739437,0.9629858732223511
0,2020-05-22,post_ODE,-2.905758857727051,2.7474892139434814,-0.01666521094739437,0.9629858732223511
0,2020-05-22,post_loss,-2.905758857727051,2.7474892139434814,-0.01666521094739437,0.9629858732223511
0,2020-05-26,feature_encoded,-2.5109570026397705,3.1119751930236816,0.0003760874387808144,0.9974398016929626
0,2020-05-26,after_ODE,-2.9516375064849854,3.013129472732544,-0.027751583606004715,0.9598932862281799
0,2020-05-26,post_ODE,-2.9516375064849854,3.013129472732544,-0.027751583606004715,0.9598932862281799
0,2020-05-26,post_loss,-2.9516375064849854,3.013129472732544,-0.027751583606004715,0.9598932862281799
0,2020-05-27,feature_encoded,-2.5890004634857178,2.802616834640503,0.000218458182644099,0.9969744682312012
0,2020-05-27,after_ODE,-2.936886787414551,2.8349549770355225,-0.018360886722803116,0.9411537051200867
0,2020-05-27,post_ODE,-2.936886787414551,2.8349549770355225,-0.018360886722803116,0.9411537051200867
0,2020-05-27,post_loss,-2.936886787414551,2.8349549770355225,-0.018360886722803116,0.9411537051200867
0,2020-05-28,feature_encoded,-2.4280285835266113,2.9525747299194336,0.00022481918858829886,0.9968968033790588
0,2020-05-28,after_ODE,-2.994004964828491,2.8103153705596924,-0.02947195991873741,0.9659847021102905
0,2020-05-28,post_ODE,-2.994004964828491,2.8103153705596924,-0.02947195991873741,0.9659847021102905
0,2020-05-28,post_loss,-2.994004964828491,2.8103153705596924,-0.02947195991873741,0.9659847021102905
0,2020-05-29,feature_encoded,-2.7284817695617676,2.682375907897949,0.00031889916863292456,0.9964235424995422
0,2020-05-29,after_ODE,-2.9670424461364746,2.8605570793151855,-0.028771691024303436,0.9608546495437622
0,2020-05-29,post_ODE,-2.9670424461364746,2.8605570793151855,-0.028771691024303436,0.9608546495437622
0,2020-05-29,post_loss,-2.9670424461364746,2.8605570793151855,-0.028771691024303436,0.9608546495437622
0,2020-06-01,feature_encoded,-2.5095901489257812,3.000624179840088,0.0003409147320780903,0.9961841702461243
0,2020-06-01,after_ODE,-3.1061558723449707,2.947448253631592,-0.03120770864188671,0.9661914706230164
0,2020-06-01,post_ODE,-3.1061558723449707,2.947448253631592,-0.03120770864188671,0.9661914706230164
0,2020-06-01,post_loss,-3.1061558723449707,2.947448253631592,-0.03120770864188671,0.9661914706230164
0,2020-06-02,feature_encoded,-2.4555628299713135,2.8179588317871094,0.0002174937690142542,0.9960368275642395
0,2020-06-02,after_ODE,-2.9182376861572266,2.968815803527832,-0.025419313460588455,0.969735860824585
0,2020-06-02,post_ODE,-2.9182376861572266,2.968815803527832,-0.025419313460588455,0.969735860824585
0,2020-06-02,post_loss,-2.9182376861572266,2.968815803527832,-0.025419313460588455,0.969735860824585
0,2020-06-03,feature_encoded,-2.4160447120666504,2.90191388130188,0.0002483963908161968,0.9955134391784668
0,2020-06-03,after_ODE,-3.154971122741699,2.9820520877838135,-0.02142423205077648,0.9672415256500244
0,2020-06-03,post_ODE,-3.154971122741699,2.9820520877838135,-0.02142423205077648,0.9672415256500244
0,2020-06-03,post_loss,-3.154971122741699,2.9820520877838135,-0.02142423205077648,0.9672415256500244
0,2020-06-04,feature_encoded,-2.316586494445801,2.6505517959594727,0.00027931094518862665,0.9950435757637024
0,2020-06-04,after_ODE,-3.0202407836914062,2.829591751098633,-0.01301661692559719,0.9705810546875
0,2020-06-04,post_ODE,-3.0202407836914062,2.829591751098633,-0.01301661692559719,0.9705810546875
0,2020-06-04,post_loss,-3.0202407836914062,2.829591751098633,-0.01301661692559719,0.9705810546875
0,2020-06-05,feature_encoded,-2.353489875793457,2.900491237640381,0.0002881216933019459,0.9945977330207825
0,2020-06-05,after_ODE,-3.0492336750030518,3.2699427604675293,-0.0053198933601379395,0.9644648432731628
