code,dt
A,2021-05-10
AAPL,2021-05-10
ABBV,2021-05-10
ABT,2021-05-10
ACGL,2021-05-10
ACN,2021-05-10
ADBE,2021-05-10
ADI,2021-05-10
ADM,2021-05-10
ADP,2021-05-10
ADSK,2021-05-10
AEE,2021-05-10
AEP,2021-05-10
AES,2021-05-10
AFL,2021-05-10
AIG,2021-05-10
AIZ,2021-05-10
AJG,2021-05-10
AKAM,2021-05-10
ALB,2021-05-10
ALGN,2021-05-10
ALL,2021-05-10
ALLE,2021-05-10
AMAT,2021-05-10
AMCR,2021-05-10
AMD,2021-05-10
AME,2021-05-10
AMGN,2021-05-10
AMP,2021-05-10
AMT,2021-05-10
AMZN,2021-05-10
ANET,2021-05-10
ANSS,2021-05-10
AON,2021-05-10
AOS,2021-05-10
APA,2021-05-10
APD,2021-05-10
APH,2021-05-10
APO,2021-05-10
APTV,2021-05-10
ARE,2021-05-10
ATO,2021-05-10
AVB,2021-05-10
AVGO,2021-05-10
AVY,2021-05-10
AWK,2021-05-10
AXON,2021-05-10
AXP,2021-05-10
AZO,2021-05-10
BA,2021-05-10
BAC,2021-05-10
BALL,2021-05-10
BAX,2021-05-10
BBY,2021-05-10
BDX,2021-05-10
BEN,2021-05-10
BG,2021-05-10
BK,2021-05-10
BKNG,2021-05-10
BKR,2021-05-10
BLDR,2021-05-10
BLK,2021-05-10
BMY,2021-05-10
BR,2021-05-10
BRO,2021-05-10
BSX,2021-05-10
BX,2021-05-10
BXP,2021-05-10
C,2021-05-10
CAG,2021-05-10
CAH,2021-05-10
CAT,2021-05-10
CB,2021-05-10
CBOE,2021-05-10
CBRE,2021-05-10
CCL,2021-05-10
CDNS,2021-05-10
CDW,2021-05-10
CF,2021-05-10
CFG,2021-05-10
CHD,2021-05-10
CHRW,2021-05-10
CHTR,2021-05-10
CI,2021-05-10
CINF,2021-05-10
CL,2021-05-10
CLX,2021-05-10
CMCSA,2021-05-10
CME,2021-05-10
CMG,2021-05-10
CMI,2021-05-10
CMS,2021-05-10
CNC,2021-05-10
CNP,2021-05-10
COF,2021-05-10
COO,2021-05-10
COP,2021-05-10
COR,2021-05-10
COST,2021-05-10
CPAY,2021-05-10
CPB,2021-05-10
CPRT,2021-05-10
CPT,2021-05-10
CRL,2021-05-10
CRM,2021-05-10
