dt,mae,mse,rmse,r2,WS-dist,KS-d,KS-p
2025-02-06,0.0076040876540506555,0.00012526893997857948,0.011192360786651737,0.7547978406181877,0.004469601294121142,0.17972350230414746,0.0017679971932963929
2025-02-07,0.011226319457982147,0.00027530696592242447,0.01659237674121536,0.2297526591166621,0.005869427882375919,0.17972350230414746,0.0017679971932963929
2025-02-10,0.006815073475003864,9.96986683084908e-05,0.009984922048193005,0.5598727109486317,0.0033486275608139715,0.28110599078341014,5.8953595144383125e-08
2025-02-11,0.007535838370507782,9.427158859843027e-05,0.009709355725197747,0.6506823088763793,0.004467092495079421,0.1382488479262673,0.03149264396934996
2025-02-12,0.009572268248694742,0.00021622091261733792,0.014704452135912371,0.5124350131363946,0.0059273017165365266,0.16129032258064516,0.0069877996137595695
2025-02-13,0.0075959233439767074,9.424405112329807e-05,0.00970793753190131,0.7500801525020294,0.005115375861117587,0.17050691244239632,0.0035820874108414527
2025-02-14,0.005189973765326502,6.646203752199906e-05,0.008152425253996448,0.7818655223203466,0.0020743289103249533,0.06912442396313365,0.6789141484892739
2025-02-17,0.009630240958181747,0.00016609327941345513,0.012887718161624078,0.677279401474317,0.006473039200030353,0.17050691244239632,0.0035820874108414527
2025-02-18,0.008532329980494108,0.00014056610632387352,0.01185605779017096,0.6391022182566461,0.006099262918480125,0.16589861751152074,0.005026796661208221
2025-02-19,0.008030087948494427,0.00013115140939499892,0.011452135582283285,0.6489030280129868,0.004568577011765945,0.18433179723502305,0.001224527239295021
2025-02-20,0.0069670271348683446,0.00010588623513743805,0.01029010374765182,0.5871149132032367,0.0037101688478278242,0.14285714285714285,0.023746515194130693
2025-02-21,0.009907603937012257,0.0001634549289725305,0.012784949314429467,0.6118345282348648,0.006138745385852401,0.18433179723502305,0.001224527239295021
2025-02-24,0.007233718796547304,9.430210563474819e-05,0.009710927125395813,0.7494725423542877,0.003698886990361582,0.14285714285714285,0.023746515194130693
2025-02-25,0.008262883853314447,0.00011321867101442633,0.010640426260936463,0.39782189933902845,0.003008623746648446,0.1336405529953917,0.04137579319513883
2025-02-26,0.006696149911615535,7.49692278807271e-05,0.008658477226436938,0.6823541853234218,0.002844540469466252,0.14285714285714285,0.023746515194130693
2025-02-27,0.0066799938023509465,8.371300081639425e-05,0.009149480904204033,0.8198399147556507,0.003227322161656189,0.1152073732718894,0.1122602170020751
2025-02-28,0.014316242500108559,0.0003166258739975053,0.017793984208082946,0.46254378732378365,0.011308583064304066,0.3271889400921659,1.118273773454345e-10
2025-03-03,0.00582343020068223,7.980428470351174e-05,0.008933324392605014,0.8034549451864818,0.0036934483917367613,0.11981566820276497,0.08870688332047051
2025-03-04,0.005174204213145541,5.2965747662351496e-05,0.00727775704886825,0.7554914195511878,0.0023807858111725044,0.12442396313364056,0.0694415028112945
2025-03-05,0.006170624744203815,7.029259861999229e-05,0.00838406814261384,0.6832876869442936,0.0019870831838284444,0.1382488479262673,0.03149264396934996
OVERALL,0.007929991798631499,0.00012651147079667467,0.011247731806754403,0.7009212228255695,0.0018289858645305613,0.06451612903225806,2.82594969579099e-08
