dt,mae,mse,rmse,r2,WS-dist,KS-d,KS-p
2025-02-06,0.011613406403931194,0.00026464321179462346,0.01626785824239391,0.48198582179368565,0.008656137697105607,0.23963133640552994,7.06580537656207e-06
2025-02-07,0.010711792736640205,0.0002900104114827343,0.017029692054841575,0.1886157056556197,0.005982318609818589,0.1935483870967742,0.0005708669684114479
2025-02-10,0.006758277348331997,8.741032070744079e-05,0.0093493486782471,0.6141205480394547,0.003952703651392683,0.24423963133640553,4.317992174565709e-06
2025-02-11,0.008182424925873394,0.00012537051845381284,0.011196897715609125,0.5354470981940535,0.005318948659915392,0.1935483870967742,0.0005708669684114479
2025-02-12,0.009464999985477458,0.00018230028935006684,0.013501862440051256,0.5889239523306424,0.007134203395203009,0.35944700460829493,7.550824427000661e-13
2025-02-13,0.00783335408745136,0.00011876237005275394,0.010897814921017605,0.6850615709075312,0.0053715915731757016,0.19815668202764977,0.0003842373825879496
2025-02-14,0.007200420788209836,0.00010434200061659747,0.01021479322436815,0.657540023550771,0.0026734824536399525,0.08755760368663594,0.3770339675109056
2025-02-17,0.007677678312042286,0.000139696212315856,0.011819315221951567,0.7285691184522918,0.005150897186503137,0.2350230414746544,1.1450009917440945e-05
2025-02-18,0.009176991921367958,0.00016973412553092544,0.013028205000341584,0.5642145109353773,0.004847328907835973,0.1336405529953917,0.04137579319513883
2025-02-19,0.007197656669067943,0.00012770268463093332,0.01130056125291719,0.6581353864562978,0.0036600529983521098,0.12442396313364056,0.0694415028112945
2025-02-20,0.006797629535658959,9.25162502377851e-05,0.0096185368033701,0.6392488602512116,0.002516560921848123,0.12442396313364056,0.0694415028112945
2025-02-21,0.011302509575434579,0.0002500193728268906,0.01581200091155103,0.40626514958088045,0.004223502316955957,0.12442396313364056,0.0694415028112945
2025-02-24,0.007495578339413868,0.00012286729312519786,0.011084552003811334,0.6735849070678228,0.004942198279822144,0.19815668202764977,0.0003842373825879496
2025-02-25,0.007369819058669215,8.850134565925476e-05,0.009407515381823979,0.5292863645410616,0.004453858441533989,0.16589861751152074,0.005026796661208221
2025-02-26,0.006698428855133824,7.843559012751978e-05,0.00885638696803159,0.667667153177401,0.003923256076856657,0.1935483870967742,0.0005708669684114479
2025-02-27,0.005814213931183931,7.236115121939445e-05,0.00850653579428162,0.8442704114662165,0.0028835658104799777,0.08755760368663594,0.3770339675109056
2025-02-28,0.013058385419463948,0.0002690830161615404,0.016403750063980503,0.5432453547279775,0.010860580124845467,0.33640552995391704,2.8247053793137433e-11
2025-03-03,0.007442184028565111,0.00010832356799280815,0.010407860874973692,0.7332165598897289,0.004824730970462572,0.2488479262672811,2.6131022753829384e-06
2025-03-04,0.005280796950385005,5.239493728353811e-05,0.007238434726067377,0.7581264816731998,0.001179475022222875,0.04608294930875576,0.97583797582123
2025-03-05,0.007241182866278894,9.40626409025109e-05,0.009698589634710342,0.5761887146410097,0.0049547287084376656,0.17511520737327188,0.0025285322965549577
OVERALL,0.008195688922065061,0.00013938888762914477,0.011806307112266086,0.670478433289035,0.0019572515283417754,0.06589861751152074,1.2908933778797618e-08
