epoch,loss
1,0.34480278731454206
2,0.11918004471211487
3,0.0712317053876342
4,0.05522994522089964
5,0.04563099752173872
6,0.038042898194093615
7,0.03102552433698924
8,0.02498379983070824
9,0.019473984155740445
10,0.014998509256295447
11,0.011285419842606096
12,0.008127664071630365
13,0.005226527597763248
14,0.0026275661130232414
15,0.0001361168224108882
16,-0.0022016296119891235
17,-0.004348754748797847
18,-0.006309754709869256
19,-0.008136803008231292
20,-0.009779816324555192
21,-0.011371838599903001
22,-0.013013085484564419
23,-0.014770034734594806
24,-0.016437389739544422
25,-0.0179847563705145
26,-0.01945429360832717
27,-0.020955329737720692
28,-0.022426127854279176
29,-0.023841415591433532
30,-0.025305188628352557
