dt,mae,mse,rmse,r2,WS-dist,KS-d,KS-p
2025-02-05,0.02605847929206961,0.003817249281343104,0.06178389176268442,-0.00537055287660726,0.02564266453508561,0.5,4.3551245255930685e-23
2025-02-06,0.025044608071860364,0.0021704905765482173,0.04658852408639082,-0.11220579409058984,0.0236709735508705,0.655,7.776686295567051e-41
2025-02-07,0.021660097616678992,0.0011561369717370223,0.03400201423058673,-0.016450422650214014,0.019716478561603676,0.49,3.792027469866999e-22
2025-02-10,0.022314786559138745,0.0011177112414979427,0.03343218870337302,-0.040043217989441215,0.020469452896378932,0.45,1.2985427797250495e-18
2025-02-11,0.023775597284423564,0.0010930984140902456,0.033062038867714215,-0.00016117030843543212,0.02335347247413958,0.525,1.540690216744271e-25
2025-02-12,0.026418024968991496,0.002779773658973687,0.052723558861041304,-0.06096974623570128,0.02490774846238564,0.705,5.156862040928041e-48
2025-02-13,0.02201636338999412,0.0012899153664158696,0.03591539177589282,-0.004426780594014357,0.021527475039023067,0.505,1.4468852244495245e-23
2025-02-14,0.03140650790221821,0.0055023628392469525,0.07417791341933899,-0.0005162047137838854,0.03128988931982145,0.615,1.2128048740173004e-35
2025-02-18,0.024998466943736954,0.0018392339247671587,0.042886290638934475,0.0002666931704594644,0.024565585936331832,0.49,3.792027469866999e-22
2025-02-19,0.021323623891179127,0.0009456582064940214,0.030751556163778466,-0.07939514338166154,0.020625091529953125,0.55,3.864988982255897e-28
2025-02-20,0.03289906201371294,0.0022172965258996113,0.04708817819686393,-0.3457321912427336,0.03196602627391666,0.775,1.5352004816599898e-59
2025-02-21,0.027787847107155175,0.0021928532019060048,0.046827910501174456,-0.07978842755447446,0.026803939573767276,0.575,6.7854964852395645e-31
2025-02-24,0.027571988068813908,0.0018240762363277738,0.04270920552208591,-0.12213095151322206,0.02698593591550956,0.56,3.19055175074921e-29
2025-02-25,0.027059215639471147,0.002344935364653994,0.048424532673573564,-0.010169969065462858,0.026937100303345434,0.52,4.894901209447945e-25
2025-02-26,0.028102109605719537,0.0017654322805577681,0.042017047499292096,-0.1367380249237362,0.027803705748560118,0.645,1.7091497868506823e-39
2025-02-27,0.028954874600656374,0.0025293988903959384,0.050293129654018734,-0.008875367186178318,0.028838598810185346,0.665,3.300428027316528e-42
2025-02-28,0.03906404281341358,0.0037951344048672876,0.06160466220074003,-0.26863891641345283,0.03875346008995993,0.79,2.87274781565291e-62
2025-03-03,0.027017600908207394,0.00195475637683677,0.04421262689364623,-0.006892617819572955,0.026259426401484903,0.57,2.4853853405237937e-30
2025-03-04,0.025316799746900324,0.0013649415250134367,0.03694511503586688,-0.2698289186198797,0.025071502059209338,0.69,8.931938671053316e-46
2025-03-05,0.026060329645516366,0.0023863584591274985,0.048850368055189705,-0.07536249065945722,0.025801678529605847,0.605,2.0470461494164774e-34
OVERALL,0.026742521303492896,0.0022043406873350152,0.046950406679122765,-0.01593327314314652,0.025691470472689985,0.4815,0.0
