sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.0020576126,0.002057613,0.9868347,0.013165282,2.4563566e-14
1,2024-05-13,0.002057613,0.0020576129,0.52365327,0.11555937,0.36078736
1,2024-05-14,0.0020576129,0.0020576133,0.9613889,0.013679499,0.02493166
1,2024-05-15,0.0020576126,0.002057613,0.22746606,0.7725332,7.6488385e-07
1,2024-05-16,0.0020576136,0.0020576124,0.98762655,0.008047837,0.004325576
1,2024-05-17,0.002057613,0.002057614,0.36868516,0.5060841,0.1252308
1,2024-05-20,0.002057613,0.0020576126,0.85693777,0.024295868,0.11876638
1,2024-05-21,0.0020576129,0.0020576136,0.9849487,0.012721788,0.0023295402
1,2024-05-22,0.0020576133,0.0020576129,0.9999963,1.8765993e-06,1.9245733e-06
1,2024-05-23,0.0020576129,0.002057613,0.998206,0.000979242,0.0008147458
1,2024-05-24,0.0020576133,0.0020576129,0.99983865,4.9305854e-06,0.00015643271
1,2024-05-28,0.0020576136,0.002057613,0.99182546,0.0050141956,0.0031603693
1,2024-05-29,0.002057613,0.0020576136,0.8253236,0.1746764,6.86044e-20
1,2024-05-30,0.002057613,0.0020576129,0.986707,0.006998165,0.0062948824
1,2024-05-31,0.0020576129,0.002057613,0.8108035,0.049747154,0.13944939
1,2024-06-03,0.0020576124,0.0020576133,0.42400402,0.57118493,0.004811006
1,2024-06-04,0.002057613,0.0020576129,0.6219613,0.22865322,0.14938544
1,2024-06-05,0.002057613,0.0020576133,0.9999728,1.3638426e-05,1.3571742e-05
1,2024-06-06,0.0020576143,0.0020576129,0.4549194,0.123275705,0.4218049
1,2024-06-07,0.0020576138,0.0020576129,0.836818,0.16318126,7.717731e-07
