code,dt
A,2021-06-10
AAPL,2021-06-10
ABBV,2021-06-10
ABT,2021-06-10
ACGL,2021-06-10
ACN,2021-06-10
ADBE,2021-06-10
ADI,2021-06-10
ADM,2021-06-10
ADP,2021-06-10
ADSK,2021-06-10
AEE,2021-06-10
AEP,2021-06-10
AES,2021-06-10
AFL,2021-06-10
AIG,2021-06-10
AIZ,2021-06-10
AJG,2021-06-10
AKAM,2021-06-10
ALB,2021-06-10
ALGN,2021-06-10
ALL,2021-06-10
ALLE,2021-06-10
AMAT,2021-06-10
AMCR,2021-06-10
AMD,2021-06-10
AME,2021-06-10
AMGN,2021-06-10
AMP,2021-06-10
AMT,2021-06-10
AMZN,2021-06-10
ANET,2021-06-10
ANSS,2021-06-10
AON,2021-06-10
AOS,2021-06-10
APA,2021-06-10
APD,2021-06-10
APH,2021-06-10
APO,2021-06-10
APTV,2021-06-10
ARE,2021-06-10
ATO,2021-06-10
AVB,2021-06-10
AVGO,2021-06-10
AVY,2021-06-10
AWK,2021-06-10
AXON,2021-06-10
AXP,2021-06-10
AZO,2021-06-10
BA,2021-06-10
BAC,2021-06-10
BALL,2021-06-10
BAX,2021-06-10
BBY,2021-06-10
BDX,2021-06-10
BEN,2021-06-10
BG,2021-06-10
BK,2021-06-10
BKNG,2021-06-10
BKR,2021-06-10
BLDR,2021-06-10
BLK,2021-06-10
BMY,2021-06-10
BR,2021-06-10
BRO,2021-06-10
BSX,2021-06-10
BX,2021-06-10
BXP,2021-06-10
C,2021-06-10
CAG,2021-06-10
CAH,2021-06-10
CAT,2021-06-10
CB,2021-06-10
CBOE,2021-06-10
CBRE,2021-06-10
CCL,2021-06-10
CDNS,2021-06-10
CDW,2021-06-10
CF,2021-06-10
CFG,2021-06-10
CHD,2021-06-10
CHRW,2021-06-10
CHTR,2021-06-10
CI,2021-06-10
CINF,2021-06-10
CL,2021-06-10
CLX,2021-06-10
CMCSA,2021-06-10
CME,2021-06-10
CMG,2021-06-10
CMI,2021-06-10
CMS,2021-06-10
CNC,2021-06-10
