epoch,loss
1,1.7379285157054485
2,1.0433487321210464
3,0.9351609889911066
4,0.8903779278517425
5,0.8582695260555221
6,0.8315271066871194
7,0.8086939351156224
8,0.7899144191767609
9,0.7742490479023807
10,0.7608885155964269
