sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-08-30,0.004608295,0.004608295,0.713433,0.13838628,0.14818063
1,2024-09-02,0.0046082954,0.0046082945,0.9547232,0.032865286,0.01241152
1,2024-09-03,0.004608295,0.004608295,0.999999,5.765647e-07,4.7112877e-07
1,2024-09-04,0.004608295,0.0046082954,0.99993616,3.1928248e-05,3.1928284e-05
1,2024-09-05,0.0046082954,0.0046082945,0.6718563,0.32814342,2.7999243e-07
1,2024-09-06,0.0046082954,0.0046082945,0.034348566,0.769685,0.1959665
1,2024-09-09,0.0046082954,0.004608295,0.9863898,0.006805089,0.006805089
1,2024-09-10,0.0046082945,0.0046082954,0.47753206,0.5224679,1.2018561e-15
1,2024-09-11,0.0046082945,0.0046082954,0.39146817,0.31777257,0.2907592
1,2024-09-12,0.0046082954,0.0046082945,0.29088235,0.36061892,0.34849876
1,2024-09-13,0.0046082945,0.004608295,0.13934737,0.70022815,0.16042449
1,2024-09-18,0.004608295,0.0046082945,0.69089985,0.20723963,0.10186059
1,2024-09-19,0.0046082954,0.004608295,0.44901314,0.40729576,0.14369112
1,2024-09-20,0.0046082954,0.004608295,0.26163957,0.42214423,0.31621617
1,2024-09-23,0.004608295,0.0046082954,0.011510698,0.49471238,0.49377695
1,2024-09-24,0.0046082954,0.0046082945,0.9579617,0.005417103,0.036621176
1,2024-09-25,0.0046082954,0.004608295,0.48931533,0.5106686,1.6072367e-05
1,2024-09-26,0.0046082954,0.0046082954,0.11309664,0.8442439,0.042659413
1,2024-09-27,0.004608295,0.0046082945,0.87993234,0.0011623069,0.11890537
1,2024-09-30,0.0046082945,0.004608295,0.93561447,0.044362795,0.02002282
1,2024-10-08,0.0046082954,0.004608295,0.3243972,0.23530714,0.44029567
1,2024-10-09,0.0046082945,0.0046082954,0.8985435,1.7822159e-11,0.10145654
1,2024-10-10,0.0046082945,0.004608295,0.7660639,0.19496158,0.038974542
1,2024-10-11,0.004608295,0.0046082945,0.7772128,0.046363436,0.1764237
1,2024-10-14,0.0046082945,0.004608295,0.99078226,0.009217714,7.779207e-11
1,2024-10-15,0.004608295,0.0046082954,0.69378847,0.1890083,0.11720325
1,2024-10-16,0.0046082945,0.004608295,0.7898889,0.1217907,0.08832038
1,2024-10-17,0.0046082945,0.0046082954,0.22722419,0.4397993,0.3329765
1,2024-10-18,0.0046082954,0.004608295,0.9529565,0.001724475,0.045319
1,2024-10-21,0.0046082954,0.0046082945,0.8883377,0.026096182,0.08556612
1,2024-10-22,0.0046082945,0.0046082954,0.99999547,4.5168836e-06,1.1605245e-08
1,2024-10-23,0.0046082945,0.004608295,0.98491377,0.011927287,0.003158921
1,2024-10-24,0.0046082945,0.004608295,0.13152243,0.40293127,0.46554628
1,2024-10-25,0.0046082945,0.004608295,0.99999845,8.026021e-07,7.837089e-07
1,2024-10-28,0.0046082954,0.004608295,1.0,2.32354e-09,2.32354e-09
1,2024-10-29,0.0046082945,0.004608295,0.62069476,0.37728053,0.0020247248
1,2024-10-30,0.0046082945,0.0046082945,0.5362386,2.345107e-10,0.46376142
1,2024-10-31,0.0046082954,0.0046082945,0.45786813,0.5107248,0.03140708
1,2024-11-01,0.004608295,0.0046082945,0.95243675,0.047563307,8.567458e-09
1,2024-11-04,0.0046082945,0.004608295,0.99982554,9.482955e-05,7.960646e-05
1,2024-11-05,0.0046082945,0.0046082954,0.051832043,0.948168,1.9341005e-16
1,2024-11-06,0.0046082954,0.0046082954,0.63167363,0.36832637,7.1614325e-14
1,2024-11-07,0.0046082954,0.0046082954,0.08754734,0.3173302,0.59512246
1,2024-11-08,0.0046082945,0.004608295,0.90098095,6.3691514e-09,0.09901907
1,2024-11-11,0.0046082954,0.004608295,0.9997812,0.00010927717,0.00010957267
1,2024-11-12,0.0046082954,0.004608295,0.4584172,0.5415821,6.6334314e-07
1,2024-11-13,0.004608295,0.004608295,1.0,4.034363e-13,3.3061303e-13
1,2024-11-14,0.0046082954,0.0046082954,0.10947712,8.142793e-09,0.8905229
1,2024-11-15,0.004608295,0.004608295,6.240682e-07,5.9994403e-07,0.99999887
1,2024-11-18,0.004608295,0.0046082945,0.9195069,0.08049309,3.7007162e-09
1,2024-11-19,0.004608295,0.004608294,0.99999815,9.310365e-07,9.3138306e-07
1,2024-11-20,0.0046082954,0.004608295,0.38224575,2.7017466e-12,0.6177543
1,2024-11-21,0.004608295,0.004608295,1.0,2.6597037e-08,2.8932744e-08
