date,nodes,pos_edges,neg_edges
2020-05-07,486,92208,8672
2020-05-08,486,127860,11220
2020-05-11,486,132914,13784
2020-05-12,486,133606,17160
2020-05-13,486,134318,19424
2020-05-14,486,90240,15756
2020-05-15,486,77296,19528
2020-05-18,486,77008,20698
2020-05-19,486,79490,20776
2020-05-20,486,82376,21478
2020-05-21,486,75414,21758
2020-05-22,486,72528,20964
2020-05-26,486,75198,21086
2020-05-27,486,78466,22614
2020-05-28,486,82542,23678
2020-05-29,486,80388,22232
2020-06-01,486,82736,18932
2020-06-02,486,89660,16954
2020-06-03,486,98698,14342
2020-06-04,486,106636,12758
2020-06-05,486,115420,11358
2020-06-08,486,122840,11380
2020-06-09,486,128536,11884
2020-06-10,486,133044,12270
2020-06-11,486,136494,11836
2020-06-12,486,138964,11494
2020-06-15,486,141386,11004
2020-06-16,486,143872,10890
2020-06-17,486,146400,10518
2020-06-18,486,149506,10690
2020-06-19,486,150350,10688
2020-06-22,486,151008,10970
2020-06-23,486,151558,10796
2020-06-24,486,153178,10516
2020-06-25,486,153114,10446
2020-06-26,486,149126,10518
2020-06-29,486,145162,10840
2020-06-30,486,141930,11128
2020-07-01,486,136648,11604
2020-07-02,486,131890,11596
2020-07-06,486,120532,11870
2020-07-07,486,109416,14258
2020-07-08,486,100176,18684
2020-07-09,486,91456,25672
2020-07-10,486,84528,28756
2020-07-13,486,71202,30298
2020-07-14,486,67250,32178
2020-07-15,486,70560,32254
2020-07-16,486,74384,30540
2020-07-17,486,78046,29372
2020-07-20,486,76560,29094
2020-07-21,486,77856,26656
2020-07-22,486,80868,25108
2020-07-23,486,83030,23632
2020-07-24,486,83620,24934
2020-07-27,486,81268,26972
2020-07-28,486,79828,29068
2020-07-29,486,77704,29124
2020-07-30,486,75444,28816
2020-07-31,486,73766,28826
2020-08-03,486,71234,29050
2020-08-04,486,70268,27964
2020-08-05,486,70152,26838
2020-08-06,486,71350,26318
2020-08-07,486,73736,26802
2020-08-10,486,74574,26432
2020-08-11,486,77600,26766
2020-08-12,486,77882,28084
2020-08-13,486,77354,27932
2020-08-14,486,75862,28024
2020-08-17,486,75332,28848
2020-08-18,486,74660,30580
2020-08-19,486,73404,33248
2020-08-20,486,72040,36658
2020-08-21,486,70934,38720
2020-08-24,486,70090,40428
2020-08-25,486,69634,40948
2020-08-26,486,68820,41796
2020-08-27,486,68520,41552
2020-08-28,486,68804,41466
2020-08-31,486,69006,40854
2020-09-01,486,69232,41068
2020-09-02,486,69642,39786
2020-09-03,486,69264,38162
2020-09-04,486,67810,36836
2020-09-08,486,66246,35542
2020-09-09,486,64428,35452
2020-09-10,486,62992,35644
2020-09-11,486,61462,35296
2020-09-14,486,59542,35948
2020-09-15,486,56464,37832
2020-09-16,486,53774,37994
2020-09-17,486,51392,37898
2020-09-18,486,49480,37860
2020-09-21,486,49782,36434
2020-09-22,486,50390,34194
2020-09-23,486,51320,31624
2020-09-24,486,54556,28374
2020-09-25,486,56858,26156
2020-09-28,486,57222,24648
2020-09-29,486,57818,23322
2020-09-30,486,59466,22390
2020-10-01,486,61054,24260
2020-10-02,486,60834,26382
2020-10-05,486,61442,25950
2020-10-06,486,62710,25974
2020-10-07,486,64526,24904
2020-10-08,486,67160,22194
2020-10-09,486,71446,18650
2020-10-12,486,77742,16466
2020-10-13,486,84044,13704
2020-10-14,486,90988,12086
2020-10-15,486,97356,10292
2020-10-16,486,105542,9384
2020-10-19,486,107748,9464
2020-10-20,486,108288,9492
2020-10-21,486,107086,9830
2020-10-22,486,103244,12286
2020-10-23,486,98864,15838
2020-10-26,486,95890,16570
2020-10-27,486,93588,17272
2020-10-28,486,97770,16560
2020-10-29,486,105068,13912
2020-10-30,486,110168,10122
2020-11-02,486,110688,9276
2020-11-03,486,109236,8562
2020-11-04,486,105446,8568
2020-11-05,486,98982,8810
2020-11-06,486,90846,9822
2020-11-09,486,91376,9914
2020-11-10,486,91082,10418
2020-11-11,486,88824,10886
2020-11-12,486,85198,10632
2020-11-13,486,83350,10350
2020-11-16,486,85288,10800
2020-11-17,486,87446,10962
2020-11-18,486,88966,11204
2020-11-19,486,90346,11304
2020-11-20,486,92190,11310
2020-11-23,486,93756,11138
2020-11-24,486,95558,10964
2020-11-25,486,95516,11602
2020-11-27,486,95210,13020
2020-11-30,486,93862,16308
2020-12-01,486,93638,19200
2020-12-02,486,95004,20926
2020-12-03,486,95834,21918
2020-12-04,486,97882,23128
2020-12-07,486,100918,24080
2020-12-08,486,100700,27904
2020-12-09,486,101252,29290
2020-12-10,486,98896,32332
2020-12-11,486,95430,34052
2020-12-14,486,90628,35632
2020-12-15,486,86058,40510
2020-12-16,486,79678,44636
2020-12-17,486,74852,46802
2020-12-18,486,70840,47790
2020-12-21,486,67686,48092
2020-12-22,486,63472,47034
2020-12-23,486,59518,47162
2020-12-24,486,56348,47964
2020-12-28,486,54114,48906
2020-12-29,486,52898,48966
2020-12-30,486,50808,48276
2020-12-31,486,49360,47694
2021-01-04,486,48092,46478
2021-01-05,486,46408,47208
2021-01-06,486,45982,46992
2021-01-07,486,50166,45192
2021-01-08,486,53524,45012
2021-01-11,486,55380,44688
2021-01-12,486,58990,44710
2021-01-13,486,61720,45078
2021-01-14,486,63374,45686
2021-01-15,486,64180,46872
2021-01-19,486,64834,47866
2021-01-20,486,65088,48270
2021-01-21,486,65812,48262
2021-01-22,486,66772,48540
2021-01-25,486,67504,48860
2021-01-26,486,68140,48932
2021-01-27,486,68786,48998
2021-01-28,486,69032,48710
2021-01-29,486,68840,47262
2021-02-01,486,68806,45720
2021-02-02,486,68462,44460
2021-02-03,486,68292,44080
2021-02-04,486,67984,43806
2021-02-05,486,66858,43706
2021-02-08,486,65080,43544
2021-02-09,486,63906,42550
2021-02-10,486,62582,40804
2021-02-11,486,61256,39278
2021-02-12,486,57866,37030
2021-02-16,486,56626,35120
2021-02-17,486,56850,35188
2021-02-18,486,55662,35420
2021-02-19,486,54804,36114
2021-02-22,486,54044,37056
2021-02-23,486,53984,38502
2021-02-24,486,54514,40364
2021-02-25,486,55516,43102
2021-02-26,486,56286,44394
2021-03-01,486,56118,48184
2021-03-02,486,55470,52268
2021-03-03,486,55382,54144
2021-03-04,486,55784,54854
2021-03-05,486,56406,55936
2021-03-08,486,57036,56604
2021-03-09,486,56884,56192
2021-03-10,486,57040,56068
2021-03-11,486,57512,55572
2021-03-12,486,58590,55374
2021-03-15,486,60998,54450
2021-03-16,486,63318,53450
2021-03-17,486,65180,52256
2021-03-18,486,66376,51346
2021-03-19,486,66808,51402
2021-03-22,486,66750,50472
2021-03-23,486,66394,49560
2021-03-24,486,66268,49100
2021-03-25,486,65560,48036
2021-03-26,486,65290,46412
2021-03-29,486,66052,44198
2021-03-30,486,67258,41772
2021-03-31,486,68844,39102
2021-04-01,486,69682,36966
2021-04-05,486,73088,34108
2021-04-06,486,77480,29798
2021-04-07,486,80348,25962
2021-04-08,486,81858,23302
2021-04-09,486,82932,21436
2021-04-12,486,84700,21092
2021-04-13,486,84868,23034
2021-04-14,486,84498,24582
2021-04-15,486,85382,25116
2021-04-16,486,89346,25038
2021-04-19,486,91736,24412
2021-04-20,486,91562,23442
2021-04-21,486,92328,23084
2021-04-22,486,93250,23400
2021-04-23,486,93764,24324
2021-04-26,486,93390,24202
2021-04-27,486,93806,23852
2021-04-28,486,94174,23780
2021-04-29,486,93458,23496
2021-04-30,486,90924,22660
2021-05-03,486,87738,23438
2021-05-04,486,83610,24834
2021-05-05,486,79594,27048
2021-05-06,486,76426,30020
2021-05-07,486,73478,32256
2021-05-10,486,71490,34748
2021-05-11,486,69284,36570
2021-05-12,486,67194,36924
2021-05-13,486,65452,37830
2021-05-14,486,62792,40074
2021-05-17,486,59916,41490
2021-05-18,486,58828,42482
2021-05-19,486,60080,43948
2021-05-20,486,60774,45502
2021-05-21,486,61518,46506
2021-05-24,486,61194,47996
2021-05-25,486,60736,49332
2021-05-26,486,59638,50630
2021-05-27,486,58936,52090
2021-05-28,486,58700,52170
2021-06-01,486,58520,52302
2021-06-02,486,58650,51874
2021-06-03,486,57456,50960
2021-06-04,486,56284,49064
2021-06-07,486,54356,49072
2021-06-08,486,52546,53272
2021-06-09,486,50152,53424
2021-06-10,486,47728,53286
2021-06-11,486,46062,54546
2021-06-14,486,45490,54922
2021-06-15,486,45662,53746
2021-06-16,486,45220,53704
2021-06-17,486,46110,56468
2021-06-18,486,51266,56186
2021-06-21,486,54094,55134
2021-06-22,486,54692,53106
2021-06-23,486,54904,52258
2021-06-24,486,55418,51476
2021-06-25,486,55386,51560
2021-06-28,486,55178,52076
2021-06-29,486,55240,52938
2021-06-30,486,55966,53844
2021-07-01,486,56602,53128
2021-07-02,486,56342,53048
2021-07-06,486,56568,53040
2021-07-07,486,57432,53340
2021-07-08,486,57996,54202
2021-07-09,486,58008,54572
2021-07-12,486,57974,54768
2021-07-13,486,58090,54852
2021-07-14,486,58454,54476
2021-07-15,486,58378,54106
2021-07-16,486,58052,53576
2021-07-19,486,56990,54412
2021-07-20,486,55656,55598
2021-07-21,486,53722,53890
2021-07-22,486,52682,53644
2021-07-23,486,51596,53254
2021-07-26,486,49938,52354
2021-07-27,486,49676,51256
2021-07-28,486,50440,50204
2021-07-29,486,52000,49252
2021-07-30,486,52528,48468
2021-08-02,486,51914,47982
2021-08-03,486,51598,47306
2021-08-04,486,51654,47298
2021-08-05,486,51890,47286
2021-08-06,486,51596,47108
2021-08-09,486,50372,46908
2021-08-10,486,49780,46662
2021-08-11,486,49852,46258
2021-08-12,486,49974,45652
2021-08-13,486,51208,45566
2021-08-16,486,52530,48818
2021-08-17,486,53604,51108
2021-08-18,486,53288,51100
2021-08-19,486,52874,50510
2021-08-20,486,52576,50764
2021-08-23,486,52178,49552
2021-08-24,486,52520,48340
2021-08-25,486,52794,48524
2021-08-26,486,52468,49900
2021-08-27,486,52248,50792
2021-08-30,486,51534,50650
2021-08-31,486,51104,50782
2021-09-01,486,52256,51320
2021-09-02,486,53342,51000
2021-09-03,486,53438,50410
2021-09-07,486,52936,48624
2021-09-08,486,51838,47332
2021-09-09,486,49662,46474
2021-09-10,486,47704,46646
2021-09-13,486,46328,46866
2021-09-14,486,44954,46104
2021-09-15,486,44498,45632
2021-09-16,486,44352,45324
2021-09-17,486,44858,46046
2021-09-20,486,50136,43956
2021-09-21,486,53842,41560
2021-09-22,486,55260,39314
2021-09-23,486,55636,37390
2021-09-24,486,56578,35286
2021-09-27,486,56346,35392
2021-09-28,486,56116,37452
2021-09-29,486,55886,39280
2021-09-30,486,56210,40072
2021-10-01,486,56034,41236
2021-10-04,486,55686,43032
2021-10-05,486,56932,43890
2021-10-06,486,59506,44266
2021-10-07,486,61096,44388
2021-10-08,486,61964,44188
2021-10-11,486,62040,43846
2021-10-12,486,62040,44082
2021-10-13,486,61772,44584
2021-10-14,486,62012,44644
2021-10-15,486,63106,43360
2021-10-18,486,61408,45614
2021-10-19,486,60628,47716
2021-10-20,486,61034,47956
2021-10-21,486,62722,47428
2021-10-22,486,65110,46570
2021-10-25,486,67812,44450
2021-10-26,486,70936,41172
2021-10-27,486,72420,38594
2021-10-28,486,72802,37642
2021-10-29,486,72490,37638
2021-11-01,486,72994,36810
2021-11-02,486,73452,35868
2021-11-03,486,73302,35680
2021-11-04,486,73462,35422
2021-11-05,486,74072,34248
2021-11-08,486,74976,32522
2021-11-09,486,75428,31380
2021-11-10,486,76086,30694
2021-11-11,486,76390,30136
2021-11-12,486,75518,30482
2021-11-15,486,74468,30482
2021-11-16,486,72278,31344
2021-11-17,486,69248,33248
2021-11-18,486,66298,35354
2021-11-19,486,62696,38402
2021-11-22,486,58336,42086
2021-11-23,486,53844,45458
2021-11-24,486,50622,46796
2021-11-26,486,49568,46440
2021-11-29,486,49414,46558
2021-11-30,486,51886,43846
2021-12-01,486,55724,39190
2021-12-02,486,60818,34882
2021-12-03,486,63222,33000
2021-12-06,486,64180,30658
2021-12-07,486,64456,29542
2021-12-08,486,64814,28930
2021-12-09,486,64970,28828
2021-12-10,486,65274,28370
2021-12-13,486,66418,28010
2021-12-14,486,66708,28232
2021-12-15,486,66440,28878
2021-12-16,486,66494,29084
2021-12-17,486,66482,29342
2021-12-20,486,67938,28456
2021-12-21,486,68628,27450
2021-12-22,486,69614,26086
2021-12-23,486,70726,25132
2021-12-27,486,71016,23454
2021-12-28,486,72684,21038
2021-12-29,486,74070,19340
2021-12-30,486,74924,19524
2021-12-31,486,73608,22132
2022-01-03,486,72872,23478
2022-01-04,486,71368,24262
2022-01-05,486,70972,24706
2022-01-06,486,69986,25560
2022-01-07,486,68732,25674
2022-01-10,486,68306,27438
2022-01-11,486,67096,28724
2022-01-12,486,66470,29540
2022-01-13,486,67210,30452
2022-01-14,486,69080,32590
2022-01-18,486,72724,34390
2022-01-19,486,77140,37468
2022-01-20,486,79532,38042
2022-01-21,486,82084,37604
2022-01-24,486,85504,35756
2022-01-25,486,88136,34484
2022-01-26,486,88284,33192
2022-01-27,486,88232,33140
2022-01-28,486,88274,33332
2022-01-31,486,87210,33790
2022-02-01,486,85080,34176
2022-02-02,486,83600,34910
2022-02-03,486,83160,35472
2022-02-04,486,83428,35710
2022-02-07,486,83818,34688
2022-02-08,486,85452,32926
2022-02-09,486,85802,29988
2022-02-10,486,85332,27780
2022-02-11,486,85184,25652
2022-02-14,486,86144,23644
2022-02-15,486,87304,21874
2022-02-16,486,86574,20684
2022-02-17,486,84586,19816
2022-02-18,486,81314,19264
2022-02-22,486,76706,21050
2022-02-23,486,71318,23754
2022-02-24,486,70046,24108
2022-02-25,486,66020,26026
2022-02-28,486,61708,29828
2022-03-01,486,59046,30926
2022-03-02,486,57000,31510
2022-03-03,486,54560,32524
2022-03-04,486,54776,34614
2022-03-07,486,56446,36142
2022-03-08,486,58688,38282
2022-03-09,486,58700,38736
2022-03-10,486,58542,41168
2022-03-11,486,58928,42124
2022-03-14,486,59808,42332
2022-03-15,486,60482,43004
2022-03-16,486,61050,43166
2022-03-17,486,62078,42898
2022-03-18,486,63990,42158
2022-03-21,486,66022,40514
2022-03-22,486,67936,38886
2022-03-23,486,69116,38984
2022-03-24,486,68438,43958
2022-03-25,486,68642,43388
2022-03-28,486,69168,42658
2022-03-29,486,71090,40832
2022-03-30,486,73634,38084
2022-03-31,486,75652,31866
2022-04-01,486,77636,29628
2022-04-04,486,80906,26804
2022-04-05,486,82912,24324
2022-04-06,486,82300,22640
2022-04-07,486,82464,21684
2022-04-08,486,83162,22008
2022-04-11,486,81594,23434
2022-04-12,486,80222,25158
2022-04-13,486,80280,27000
2022-04-14,486,79284,28446
2022-04-18,486,78042,30758
2022-04-19,486,75284,33196
2022-04-20,486,72032,35402
2022-04-21,486,70090,36870
2022-04-22,486,68238,37590
2022-04-25,486,67114,37516
2022-04-26,486,66376,36724
2022-04-27,486,64968,37524
2022-04-28,486,62922,39430
2022-04-29,486,62438,39902
2022-05-02,486,64078,39034
2022-05-03,486,64748,37882
2022-05-04,486,64578,36320
2022-05-05,486,65094,34098
2022-05-06,486,67134,32478
2022-05-09,486,69688,30978
2022-05-10,486,72762,29120
2022-05-11,486,76090,26348
2022-05-12,486,81048,23560
2022-05-13,486,85410,21256
2022-05-16,486,90460,19814
2022-05-17,486,94174,18722
2022-05-18,486,96668,18420
2022-05-19,486,100032,19376
2022-05-20,486,101758,19168
2022-05-23,486,100994,19490
2022-05-24,486,99668,19584
2022-05-25,486,98376,20118
2022-05-26,486,97774,19268
2022-05-27,486,97902,18810
2022-05-31,486,96420,18734
2022-06-01,486,95680,18342
2022-06-02,486,98438,16746
2022-06-03,486,99812,15840
2022-06-06,486,99984,15390
2022-06-07,486,98962,14842
2022-06-08,486,97358,14968
2022-06-09,486,93922,14918
2022-06-10,486,90486,14424
2022-06-13,486,95916,12770
2022-06-14,486,104992,10322
2022-06-15,486,112208,7682
2022-06-16,486,122674,4880
2022-06-17,486,131446,2874
2022-06-21,486,138368,2430
2022-06-22,486,145438,2130
2022-06-23,486,150668,2078
2022-06-24,486,154660,2408
2022-06-27,486,156630,2360
2022-06-28,486,158590,2162
2022-06-29,486,159626,2022
2022-06-30,486,160392,1760
2022-07-01,486,160956,1560
2022-07-05,486,162078,1650
2022-07-06,486,163910,2028
2022-07-07,486,164966,2384
2022-07-08,486,165644,2838
2022-07-11,486,165122,3122
2022-07-12,486,164454,3242
2022-07-13,486,160928,3712
2022-07-14,486,155694,4170
2022-07-15,486,147796,4406
2022-07-18,486,134806,5984
2022-07-19,486,120436,9826
2022-07-20,486,104764,13660
2022-07-21,486,90020,21694
2022-07-22,486,84982,31834
2022-07-25,486,83390,35442
2022-07-26,486,83114,36252
2022-07-27,486,84322,36300
2022-07-28,486,88564,34504
2022-07-29,486,94116,29000
2022-08-01,486,97634,27162
