date,nodes,pos_edges,neg_edges
2020-05-07,200,6520,1908
2020-05-08,200,16974,2118
2020-05-11,200,25384,2376
2020-05-12,200,25852,2560
2020-05-13,200,26068,2774
2020-05-14,200,25304,1326
2020-05-15,200,22478,1712
2020-05-18,200,20644,1814
2020-05-19,200,21456,1864
2020-05-20,200,22096,1932
2020-05-21,200,21476,1920
2020-05-22,200,20584,1788
2020-05-26,200,20086,1840
2020-05-27,200,20290,1944
2020-05-28,200,20414,2220
2020-05-29,200,19776,2444
2020-06-01,200,19174,2378
2020-06-02,200,18990,2276
2020-06-03,200,19912,2356
2020-06-04,200,20830,2358
2020-06-05,200,21558,2334
2020-06-08,200,21818,2424
2020-06-09,200,21696,2694
2020-06-10,200,22174,2986
2020-06-11,200,22786,2966
2020-06-12,200,23466,3034
2020-06-15,200,23658,3094
2020-06-16,200,23420,3170
2020-06-17,200,23650,3164
2020-06-18,200,23840,3392
2020-06-19,200,23660,3424
2020-06-22,200,23184,3452
2020-06-23,200,22726,3582
2020-06-24,200,22702,3552
2020-06-25,200,22666,3456
2020-06-26,200,22148,3364
2020-06-29,200,21166,3324
2020-06-30,200,20272,3190
2020-07-01,200,19818,3220
2020-07-02,200,19474,3236
2020-07-06,200,18774,3242
2020-07-07,200,17664,3646
2020-07-08,200,16636,4230
2020-07-09,200,16050,5250
2020-07-10,200,15710,5632
2020-07-13,200,14690,5934
2020-07-14,200,13990,6200
2020-07-15,200,13876,6438
2020-07-16,200,14042,6356
2020-07-17,200,14140,6242
2020-07-20,200,14048,6250
2020-07-21,200,14086,5922
2020-07-22,200,14256,5700
2020-07-23,200,14384,5376
2020-07-24,200,14488,5328
2020-07-27,200,14276,5384
2020-07-28,200,14012,5516
2020-07-29,200,13626,5368
2020-07-30,200,13480,5126
2020-07-31,200,13318,5058
2020-08-03,200,13038,4976
2020-08-04,200,12744,4684
2020-08-05,200,12860,4340
2020-08-06,200,13454,4014
2020-08-07,200,13876,3898
2020-08-10,200,13984,3818
2020-08-11,200,14238,4014
2020-08-12,200,14166,4204
2020-08-13,200,13916,4256
2020-08-14,200,13596,4326
2020-08-17,200,13140,4458
2020-08-18,200,12760,4848
2020-08-19,200,12434,5216
2020-08-20,200,12244,5464
2020-08-21,200,12246,5596
2020-08-24,200,12330,5714
2020-08-25,200,12558,5824
2020-08-26,200,12720,5922
2020-08-27,200,12768,6044
2020-08-28,200,12898,6144
2020-08-31,200,13060,6188
2020-09-01,200,13036,6292
2020-09-02,200,13056,6828
2020-09-03,200,12928,7118
2020-09-04,200,12996,7134
2020-09-08,200,13252,7062
2020-09-09,200,13592,6998
2020-09-10,200,13852,6786
2020-09-11,200,14056,6514
2020-09-14,200,14150,6466
2020-09-15,200,14044,6458
2020-09-16,200,13904,6288
2020-09-17,200,13782,5930
2020-09-18,200,13794,5898
2020-09-21,200,13820,5918
2020-09-22,200,13732,5774
2020-09-23,200,13626,5510
2020-09-24,200,13940,5078
2020-09-25,200,14368,4696
2020-09-28,200,14548,4438
2020-09-29,200,14576,4286
2020-09-30,200,14766,4098
2020-10-01,200,15048,4402
2020-10-02,200,15188,4548
2020-10-05,200,15246,4544
2020-10-06,200,15324,4626
2020-10-07,200,15422,4576
2020-10-08,200,15782,4138
2020-10-09,200,16178,3966
2020-10-12,200,16918,3758
2020-10-13,200,17742,3408
2020-10-14,200,18444,3184
2020-10-15,200,18876,2956
2020-10-16,200,19330,2920
2020-10-19,200,19736,2910
2020-10-20,200,19864,2936
2020-10-21,200,19810,2964
2020-10-22,200,19474,3058
2020-10-23,200,19102,3144
2020-10-26,200,18778,3128
2020-10-27,200,18526,3134
2020-10-28,200,19064,3024
2020-10-29,200,19934,2778
2020-10-30,200,20702,2490
2020-11-02,200,21190,2388
2020-11-03,200,21274,2260
2020-11-04,200,21070,2220
2020-11-05,200,20714,2168
2020-11-06,200,20278,2026
2020-11-09,200,20422,2062
2020-11-10,200,20110,2174
2020-11-11,200,19640,2238
2020-11-12,200,18862,2190
2020-11-13,200,18502,2294
2020-11-16,200,18524,2422
2020-11-17,200,18742,2482
2020-11-18,200,18988,2538
2020-11-19,200,19216,2544
2020-11-20,200,19422,2516
2020-11-23,200,19596,2432
2020-11-24,200,19882,2334
2020-11-25,200,19936,2356
2020-11-27,200,19996,2412
2020-11-30,200,20050,2600
2020-12-01,200,20234,2842
2020-12-02,200,20480,3088
2020-12-03,200,20530,3134
2020-12-04,200,20702,3286
2020-12-07,200,21164,3304
2020-12-08,200,21890,3440
2020-12-09,200,22928,3222
2020-12-10,200,23550,3180
2020-12-11,200,23742,3270
2020-12-14,200,24004,3242
2020-12-15,200,24426,3232
2020-12-16,200,24472,3348
2020-12-17,200,24550,3280
2020-12-18,200,24532,3068
2020-12-21,200,24394,2974
2020-12-22,200,23656,2874
2020-12-23,200,22902,2910
2020-12-24,200,22176,3024
2020-12-28,200,21396,3182
2020-12-29,200,20704,3362
2020-12-30,200,19730,3592
2020-12-31,200,18926,3696
2021-01-04,200,17998,3790
2021-01-05,200,17262,4066
2021-01-06,200,16368,4246
2021-01-07,200,15692,4198
2021-01-08,200,15302,4160
2021-01-11,200,14968,4154
2021-01-12,200,14964,4094
2021-01-13,200,15052,4060
2021-01-14,200,15196,4064
2021-01-15,200,15026,4118
2021-01-19,200,14872,4210
2021-01-20,200,14752,4288
2021-01-21,200,14774,4206
2021-01-22,200,14816,4256
2021-01-25,200,14976,4372
2021-01-26,200,15192,4464
2021-01-27,200,15434,4578
2021-01-28,200,15470,4668
2021-01-29,200,15412,4552
2021-02-01,200,15400,4522
2021-02-02,200,15526,4440
2021-02-03,200,15774,4364
2021-02-04,200,16160,4334
2021-02-05,200,16318,4172
2021-02-08,200,16562,4032
