dt,mae,mse,rmse,r2,WS-dist,KS-d,KS-p
2024-05-10,0.004557967246966478,4.55357304039414e-05,0.006748016775612032,0.811284710600511,0.002222655143777393,0.11522633744855967,0.0031284909886077216
2024-05-13,0.005061656522389892,5.8672489821288195e-05,0.00765979698303344,0.6328236396755637,0.0019082223823185614,0.102880658436214,0.011624012877020919
2024-05-14,0.008045350285346213,0.00011456291792275982,0.010703406837206546,0.18439005357615845,0.0066985291293295245,0.3683127572016461,1.03571723899753e-29
2024-05-15,0.006804268794970503,8.374401395511139e-05,0.00915117555044768,0.6995155689755794,0.005795494048848301,0.20781893004115226,1.3431284758207683e-09
2024-05-16,0.005078043452777267,5.4998342562512696e-05,0.0074160867418411915,0.7226740801830753,0.0030413866223174546,0.09876543209876543,0.01741481727445188
2024-05-17,0.005039404717804348,3.890493521136891e-05,0.0062373820799570155,0.6194347080587805,0.00400490515310983,0.26954732510288065,6.177887812878377e-16
2024-05-20,0.005672953741519208,7.1101270856063e-05,0.008432156951579057,0.6241429534182317,0.00339174705993048,0.14609053497942387,6.0934218661318046e-05
2024-05-21,0.004079910518483302,3.525400764503386e-05,0.005937508538523028,0.8136293981174809,0.000817041420287032,0.04526748971193416,0.7023609470285794
2024-05-22,0.0048877628411784285,5.931681975538154e-05,0.007701741345655639,0.8362069075036282,0.0027054395578697535,0.08847736625514403,0.044492149585522583
2024-05-23,0.005801661018757295,7.43197586225664e-05,0.00862089082534783,0.6524589659053375,0.003115890209815379,0.102880658436214,0.011624012877020919
2024-05-24,0.004992681504480297,4.927712733377764e-05,0.007019766900245167,0.8351493646628523,0.002685288990457932,0.14609053497942387,6.0934218661318046e-05
2024-05-28,0.006186321047411224,6.752971826280075e-05,0.008217646759431848,0.7039113044139318,0.0036566522326336925,0.16049382716049382,7.020777816586071e-06
2024-05-29,0.00596009272306911,6.119988033179122e-05,0.007823035237795572,0.5497034438487042,0.0030183057995842233,0.2037037037037037,3.092822558071116e-09
2024-05-30,0.00612332850809636,8.328510705969378e-05,0.009126067447684889,0.8439646671057108,0.003519281162353672,0.15020576131687244,3.356322448625365e-05
2024-05-31,0.007648101426569428,0.00012584762346080602,0.01121818271650119,0.6490273794513648,0.004958065095525092,0.14814814814814814,4.531846011549688e-05
2024-06-03,0.005578646582415541,6.514060271916005e-05,0.008070972848372125,0.730097983901633,0.0035696005372991067,0.14814814814814814,4.531846011549688e-05
2024-06-04,0.004755699062490722,4.358739674419801e-05,0.0066020751846823135,0.7617970505525102,0.00285291190734625,0.09876543209876543,0.01741481727445188
2024-06-05,0.005289317038581924,6.618856116894634e-05,0.008135635265235674,0.7499102839140636,0.003734715599782659,0.12139917695473251,0.0015342961483839727
2024-06-06,0.004770213300938891,4.2954742630899886e-05,0.006553986773781275,0.7337892609933264,0.0036310972530614895,0.1646090534979424,3.6456495860127482e-06
2024-06-07,0.005052860307276094,5.197543245863969e-05,0.007209398897178578,0.5901095473636855,0.0034851193686624123,0.1728395061728395,9.343807315633636e-07
OVERALL,0.005565394557991002,6.510929611624057e-05,0.008069033158702507,0.7597221714187852,0.0013672264827287372,0.03909465020576132,7.044547424804551e-07
